Orthogroup	A_coerulea.proteins	A_thaliana.proteins
OG0000103	Aqcoe4G056500.3.p, Aqcoe4G056500.4.p, Aqcoe4G056500.1.p, Aqcoe4G056500.2.p	AT1G16670.1
OG0000103	Aqcoe2G098400.1.p, Aqcoe2G098400.3.p, Aqcoe2G098400.2.p	AT3G09010.2, AT3G09010.1
OG0000105	Aqcoe3G145000.1.p, Aqcoe5G400800.1.p	AT3G27580.2, AT3G27580.1
OG0000105	Aqcoe4G304500.1.p, Aqcoe4G304500.2.p	AT5G47750.1
OG0000105	Aqcoe2G131100.1.p, Aqcoe1G452500.2.p, Aqcoe1G452500.1.p	AT3G52890.2, AT3G52890.4, AT3G52890.1, AT3G52890.3, AT2G36350.1
OG0000106	Aqcoe6G197100.1.p	AT1G29510.1, AT5G27780.1, AT1G29430.1, AT1G29440.1, AT1G29450.2, AT1G29450.1, AT1G29500.1, AT1G29460.1, AT1G29460.2, AT1G29420.2, AT1G29420.1, AT1G29490.1
OG0000107	Aqcoe3G024000.1.p, Aqcoe2G152900.1.p	AT1G15080.1
OG0000107	Aqcoe2G153000.12.p, Aqcoe2G153000.13.p, Aqcoe2G153000.5.p, Aqcoe2G153000.3.p, Aqcoe2G153000.1.p, Aqcoe2G153000.8.p, Aqcoe2G153000.6.p, Aqcoe2G153000.2.p, Aqcoe2G153000.4.p, Aqcoe2G153000.7.p, Aqcoe2G153000.10.p, Aqcoe2G153000.11.p, Aqcoe2G153000.9.p, Aqcoe3G024100.2.p, Aqcoe3G024100.8.p, Aqcoe3G024100.3.p, Aqcoe3G024100.5.p, Aqcoe3G024100.1.p, Aqcoe3G024100.7.p, Aqcoe3G024100.6.p, Aqcoe3G024100.9.p, Aqcoe3G024100.4.p	AT3G02600.7, AT3G02600.11, AT3G02600.9, AT3G02600.5, AT3G02600.3, AT3G02600.8, AT3G02600.10, AT3G02600.6, AT3G02600.12, AT3G02600.4, AT3G02600.1, AT3G02600.2, AT2G01180.7, AT2G01180.3, AT2G01180.6, AT2G01180.8, AT2G01180.1, AT2G01180.4, AT2G01180.5, AT2G01180.2
OG0000107	Aqcoe3G156300.1.p	AT3G18220.1
OG0000108	Aqcoe2G248100.2.p, Aqcoe2G248100.1.p, Aqcoe2G248100.3.p, Aqcoe2G248100.4.p, Aqcoe4G098900.1.p, Aqcoe1G248700.2.p, Aqcoe1G248700.3.p, Aqcoe1G248700.1.p, Aqcoe1G248900.1.p, Aqcoe1G248900.2.p, Aqcoe2G248000.1.p, Aqcoe4G162600.1.p, Aqcoe4G162600.2.p, Aqcoe1G107000.1.p	AT4G01830.1, AT4G01830.2, AT4G01820.1, AT1G02520.2, AT1G02520.1, AT1G02520.3, AT1G02530.1, AT2G47000.1, AT2G47000.7, AT2G47000.3, AT2G47000.4, AT2G47000.2, AT2G47000.6, AT2G47000.5, AT3G62150.1, AT3G62150.2, AT3G62150.3
OG0000108	Aqcoe4G017400.3.p, Aqcoe4G017400.2.p, Aqcoe4G017400.1.p, Aqcoe4G017300.1.p	AT5G46540.1, AT4G18050.1, AT4G18050.2
OG0000109	Aqcoe6G247900.1.p, Aqcoe6G247900.2.p	AT2G21300.3, AT2G21300.2, AT2G21300.1, AT2G21300.5, AT2G21300.4, AT4G38950.5, AT4G38950.4, AT4G38950.2, AT4G38950.3, AT4G38950.1
OG0000109	Aqcoe5G178000.1.p, Aqcoe5G178000.2.p	AT3G51150.2, AT3G51150.3, AT3G51150.5, AT3G51150.4, AT3G51150.1, AT5G66310.1, AT5G66310.2, AT5G66310.3
OG0000112	Aqcoe4G301500.1.p, Aqcoe7G225300.1.p, Aqcoe3G207100.1.p	ATCG00860.1, ATCG01280.1
OG0000113	Aqcoe7G080200.1.p	AT4G00165.1, AT4G00165.2
OG0000113	Aqcoe5G161300.1.p	AT2G45180.1
OG0000113	Aqcoe7G077900.1.p	AT4G12550.1, AT4G12545.1
OG0000114	Aqcoe1G244900.2.p, Aqcoe1G244900.5.p, Aqcoe1G244900.1.p, Aqcoe1G244900.3.p, Aqcoe1G244900.4.p, Aqcoe1G272500.1.p, Aqcoe1G272500.3.p, Aqcoe1G272500.2.p, Aqcoe4G031600.1.p, Aqcoe4G031600.2.p, Aqcoe4G031600.3.p, Aqcoe1G245000.3.p, Aqcoe1G245000.4.p, Aqcoe1G245000.2.p, Aqcoe1G245000.1.p	AT1G11350.1, AT1G11330.3, AT1G11330.2, AT1G11330.1, AT1G11300.2, AT1G11300.1, AT1G11303.1
OG0000114	Aqcoe1G279800.2.p, Aqcoe1G279800.1.p	AT4G21390.2, AT4G21390.1, AT1G61610.2, AT1G61610.1
OG0000115	Aqcoe5G137100.1.p	AT5G48350.1, AT3G62320.1
OG0000115	Aqcoe5G136400.2.p, Aqcoe5G136400.1.p, Aqcoe5G136500.1.p	AT3G12420.1, AT3G12410.1, AT3G12430.1, AT3G12460.1, AT3G12440.1, AT2G36110.1, AT3G12470.1
OG0000116	Aqcoe1G480100.1.p, Aqcoe7G321900.1.p	AT1G07820.1
OG0000116	Aqcoe3G423600.1.p	AT3G45930.1
OG0000116	Aqcoe3G420800.1.p	AT1G07820.2
OG0000116	Aqcoe7G324200.1.p	AT3G46320.1
OG0000116	Aqcoe7G324500.1.p	AT1G07660.1
OG0000117	Aqcoe1G501500.1.p	AT1G70850.3, AT1G70850.1, AT1G70830.1, AT1G70830.4, AT1G70830.2, AT1G70850.2, AT1G70830.3, AT1G70830.5, AT1G70860.1, AT1G70880.1, AT1G70890.1, AT1G70840.1, AT1G23130.1, AT1G35310.1, AT1G35260.1, AT5G28010.1, AT5G28010.2, AT5G28000.1
OG0000118	Aqcoe7G258200.1.p	AT3G08690.1, AT3G08690.2, AT5G56150.1
OG0000118	Aqcoe5G212800.1.p, Aqcoe6G221500.1.p	AT2G16740.1
OG0000119	Aqcoe5G401000.1.p, Aqcoe2G359600.1.p, Aqcoe4G152700.1.p, Aqcoe4G139900.1.p, Aqcoe4G140200.1.p, Aqcoe2G358000.1.p, Aqcoe2G358100.1.p, Aqcoe2G357900.1.p, Aqcoe4G278600.1.p	AT4G22390.1, AT4G22390.2, AT4G12560.1, AT4G12560.3, AT4G12560.2
OG0000120	Aqcoe2G011200.1.p, Aqcoe1G018900.1.p	AT3G57880.4, AT3G57880.1, AT3G57880.2, AT3G57880.3, AT1G51570.1
OG0000120	Aqcoe1G020800.1.p, Aqcoe1G020800.2.p	AT5G06850.1
OG0000120	Aqcoe7G036400.1.p	AT4G11610.2, AT4G11610.1, AT4G11610.3
OG0000121	Aqcoe1G068600.1.p	AT5G04885.3, AT5G04885.1, AT5G04885.2
OG0000121	Aqcoe1G069000.4.p, Aqcoe1G069000.1.p, Aqcoe1G069000.2.p, Aqcoe1G069000.5.p, Aqcoe1G069000.6.p, Aqcoe1G069000.7.p, Aqcoe1G069000.3.p, Aqcoe1G068800.1.p, Aqcoe1G069100.1.p	AT5G20950.1, AT5G20950.2, AT5G20950.3, AT5G20940.1
OG0000122	Aqcoe2G193600.1.p, Aqcoe2G187900.1.p, Aqcoe7G230600.1.p, Aqcoe6G262300.1.p	ATCG00350.1
OG0000123	Aqcoe5G334300.1.p	AT5G13930.1
OG0000124	Aqcoe6G146500.2.p, Aqcoe6G146500.1.p, Aqcoe4G288300.1.p, Aqcoe6G145700.1.p, Aqcoe6G146400.1.p, Aqcoe6G152400.1.p	AT3G48700.1, AT3G48690.1, AT2G03550.1, AT1G19190.1
OG0000124	Aqcoe5G156300.1.p	AT1G47480.1
OG0000125	Aqcoe2G321200.1.p	AT2G48020.4, AT2G48020.3, AT2G48020.1, AT2G48020.2
OG0000125	Aqcoe2G321300.1.p	AT1G54730.2, AT1G54730.10, AT1G54730.6, AT1G54730.11, AT1G54730.7, AT1G54730.9, AT1G54730.8, AT1G54730.3, AT1G54730.4, AT1G54730.5, AT1G54730.1
OG0000125	Aqcoe2G319500.1.p	AT5G18840.1
OG0000127	Aqcoe2G313000.1.p	AT2G39060.1
OG0000127	Aqcoe3G159400.1.p, Aqcoe5G345400.2.p, Aqcoe5G345400.1.p	AT5G50790.1, AT3G48740.1, AT5G23660.1, AT5G13170.1
OG0000128	Aqcoe5G394000.2.p, Aqcoe5G394000.3.p, Aqcoe5G394000.7.p, Aqcoe5G394000.8.p, Aqcoe5G394000.6.p, Aqcoe5G394000.5.p, Aqcoe5G394000.4.p, Aqcoe5G394000.1.p, Aqcoe4G283000.5.p, Aqcoe4G282400.1.p, Aqcoe4G283000.4.p, Aqcoe4G282800.4.p, Aqcoe4G282800.5.p, Aqcoe4G282200.2.p, Aqcoe4G282800.3.p, Aqcoe4G283000.3.p, Aqcoe4G282800.2.p, Aqcoe4G282800.1.p, Aqcoe4G283000.1.p, Aqcoe4G283000.2.p, Aqcoe4G282200.1.p, Aqcoe7G249400.1.p, Aqcoe5G410100.1.p	AT1G78950.2, AT1G78950.1, AT1G78955.5, AT1G78955.4, AT1G78955.2, AT1G78955.3, AT1G78955.1, AT1G66960.3, AT1G66960.4, AT1G66960.2, AT1G66960.1, AT1G78960.5, AT1G78960.2, AT1G78960.3, AT1G78960.1, AT1G78960.4, AT1G78970.2, AT1G78970.1, AT1G78970.3
OG0000129	Aqcoe0018s0008.3.p, Aqcoe0018s0008.1.p, Aqcoe0018s0008.2.p, Aqcoe0018s0007.1.p, Aqcoe1G239100.1.p, Aqcoe1G239100.2.p, Aqcoe7G330700.1.p, Aqcoe0018s0003.3.p, Aqcoe0018s0003.2.p, Aqcoe0018s0003.1.p, Aqcoe7G330300.1.p, Aqcoe7G330300.2.p, Aqcoe7G330000.1.p, Aqcoe4G109900.1.p, Aqcoe4G109600.1.p, Aqcoe7G256400.1.p, Aqcoe4G123000.1.p, Aqcoe7G256300.1.p	AT5G11210.8, AT5G11210.6, AT5G11210.7, AT5G11210.3, AT5G11210.10, AT5G11210.2, AT5G11210.4, AT5G11210.5, AT5G11210.1, AT5G11210.9, AT5G11210.11, AT5G11180.1, AT5G11180.2, AT2G24720.1, AT2G24710.1, AT2G24710.3, AT2G24710.2, AT5G27100.1, AT4G31710.2, AT4G31710.1, AT2G29100.2, AT2G29100.1, AT2G29110.1, AT2G29110.2, AT2G29120.1
OG0000131	Aqcoe7G437600.1.p	AT1G72610.1, AT5G20630.1
OG0000134	Aqcoe6G146600.1.p, Aqcoe6G146900.1.p, Aqcoe6G147000.1.p, Aqcoe6G146700.1.p, Aqcoe6G146800.1.p, Aqcoe4G235500.1.p	AT2G26560.1
OG0000135	Aqcoe7G422600.2.p, Aqcoe7G422600.1.p, Aqcoe7G422600.5.p, Aqcoe7G422600.4.p, Aqcoe7G422600.3.p, Aqcoe7G422600.6.p, Aqcoe7G122400.1.p	AT5G12000.1, AT5G12000.2, AT5G26150.1, AT5G26150.2
OG0000135	Aqcoe7G240700.1.p	AT1G78940.1, AT1G78940.3, AT1G78940.2, AT1G16760.2, AT1G16760.1, AT4G31230.2, AT4G31230.1, AT2G24370.1, AT2G07020.1, AT5G35380.1
OG0000136	Aqcoe3G301500.2.p, Aqcoe3G301500.1.p	AT5G62880.2, AT3G48040.2, AT5G62880.1, AT3G48040.1
OG0000136	Aqcoe6G221600.1.p, Aqcoe6G221600.2.p	AT4G35020.2, AT4G35020.1, AT4G35020.3
OG0000136	Aqcoe5G212600.2.p, Aqcoe5G212600.4.p	AT3G51300.1, AT4G35950.1, AT2G17800.1, AT2G17800.2
OG0000138	Aqcoe3G050100.1.p, Aqcoe3G396300.1.p	AT1G13245.1, AT3G25717.1, AT1G68825.2, AT1G68825.1
OG0000138	Aqcoe6G226600.1.p	AT4G35783.1
OG0000138	Aqcoe2G051000.1.p, Aqcoe7G192300.1.p	AT4G13395.1
OG0000138	Aqcoe7G443700.1.p	AT1G53708.1, AT3G14362.1
OG0000138	Aqcoe1G106200.1.p, Aqcoe2G224400.1.p	AT2G39705.1
OG0000138	Aqcoe2G142900.1.p	AT2G36985.1, AT3G53232.1
OG0000139	Aqcoe1G233500.1.p	AT3G46680.1, AT3G46650.1, AT3G46720.1, AT3G46700.1, AT3G46690.1, AT5G59590.1, AT5G59580.1, AT5G37950.1, AT5G37950.2, AT5G38010.1, AT5G38040.1, AT3G46660.1, AT3G46670.1, AT3G11340.1, AT5G05900.1, AT5G05880.1, AT5G05890.1, AT5G05870.1, AT5G05860.1, AT3G55710.1, AT3G55700.1
OG0000140	Aqcoe3G439600.1.p	AT5G23370.1, AT5G23350.1, AT5G23360.1, AT5G08350.1
OG0000142	Aqcoe4G041600.1.p, Aqcoe4G049300.1.p, Aqcoe3G044000.1.p, Aqcoe4G046900.1.p, Aqcoe4G042800.2.p, Aqcoe4G042800.1.p, Aqcoe4G046700.1.p, Aqcoe4G047400.1.p, Aqcoe4G054100.1.p, Aqcoe4G053500.1.p, Aqcoe4G003300.1.p, Aqcoe4G112700.1.p, Aqcoe4G140700.1.p, Aqcoe2G046000.1.p, Aqcoe5G319200.1.p, Aqcoe4G069400.2.p, Aqcoe4G069400.1.p, Aqcoe4G167300.1.p, Aqcoe4G050300.1.p, Aqcoe4G050300.3.p, Aqcoe4G050300.2.p, Aqcoe3G272500.1.p	AT1G61180.2, AT1G61310.1, AT1G61300.1, AT1G61300.2, AT1G61190.4, AT1G61190.1, AT1G61190.3, AT1G61190.2, AT1G61180.1, AT5G63020.1, AT1G12290.1, AT1G12290.2, AT1G12290.4, AT1G12290.3, AT1G12210.2, AT1G12210.3, AT1G12210.1, AT1G12280.1, AT1G12280.2, AT1G12220.3, AT1G12220.1, AT1G12220.2, AT4G10780.1, AT4G10780.2, AT1G63350.3, AT1G63360.1, AT1G63360.2, AT1G62630.1, AT1G63350.4, AT1G63350.2, AT1G63350.1, AT4G26090.1
OG0000144	Aqcoe5G299000.1.p	AT1G60940.1, AT1G60940.2, AT1G10940.2, AT1G10940.1
OG0000144	Aqcoe6G078400.1.p	AT1G78290.3, AT1G78290.2
OG0000145	Aqcoe7G039100.1.p, Aqcoe7G039100.2.p, Aqcoe7G038900.2.p, Aqcoe7G038900.1.p, Aqcoe7G039000.1.p	AT2G24190.2, AT2G24190.1, AT3G61220.3, AT3G61220.2, AT3G61220.1, AT1G01800.1, AT1G01800.2
OG0000146	Aqcoe1G092700.1.p	AT1G53540.1, AT3G46230.1, AT5G59720.1
OG0000146	Aqcoe1G092200.1.p	AT2G29500.1
OG0000147	Aqcoe5G397600.3.p, Aqcoe5G397600.2.p, Aqcoe5G397600.1.p, Aqcoe5G397600.4.p	AT3G27470.3, AT3G27470.2, AT3G27470.5, AT3G27470.4, AT3G27470.1
OG0000147	Aqcoe3G141500.2.p, Aqcoe3G141500.1.p, Aqcoe3G141500.3.p	AT1G67850.2, AT1G67850.1, AT1G67850.6, AT1G67850.7, AT1G67850.3, AT1G67850.5, AT1G67850.4
OG0000147	Aqcoe1G141800.2.p, Aqcoe1G141800.1.p	AT2G28310.3, AT2G28310.2, AT2G28310.1, AT1G08040.1, AT1G08040.2, AT1G08040.4, AT1G08040.3
OG0000148	Aqcoe1G108600.2.p, Aqcoe1G108600.4.p, Aqcoe1G108600.1.p, Aqcoe1G108600.3.p	AT3G46600.2, AT3G46600.3, AT3G46600.1, AT5G59450.1, AT1G07530.1, AT2G29060.1, AT2G29060.2, AT2G37650.1, AT2G37650.2
OG0000149	Aqcoe5G411900.2.p, Aqcoe5G411900.1.p	AT4G31810.1
OG0000149	Aqcoe3G228300.1.p	AT2G30660.1, AT2G30660.2, AT2G30650.2, AT2G30650.1, AT5G65940.2, AT5G65940.3, AT5G65940.1, AT5G65940.4
OG0000152	Aqcoe3G149900.1.p	AT3G09480.1, AT2G37470.1, AT3G53650.1, AT5G02570.1
OG0000153	Aqcoe1G489000.1.p	AT3G53340.4, AT3G53340.3, AT3G53340.2, AT2G37060.3, AT2G37060.1, AT2G37060.2, AT3G53340.5, AT3G53340.1
OG0000153	Aqcoe1G489000.2.p	AT5G47640.1, AT4G14540.1, AT2G13570.1
OG0000154	Aqcoe5G140900.2.p, Aqcoe5G140900.1.p, Aqcoe5G298100.2.p	AT3G62290.2, AT3G62290.3, AT3G62290.1
OG0000156	Aqcoe7G150600.1.p	AT5G65790.1, AT3G49690.1
OG0000156	Aqcoe7G328900.1.p	AT5G57620.1
OG0000156	Aqcoe7G143400.1.p	AT2G36890.1, AT2G36890.2
OG0000159	Aqcoe5G015700.2.p, Aqcoe5G015200.2.p, Aqcoe5G015200.1.p, Aqcoe5G015700.1.p, Aqcoe6G282000.2.p, Aqcoe7G154400.1.p, Aqcoe7G153800.1.p, Aqcoe6G282000.1.p, Aqcoe7G148200.1.p, Aqcoe7G278100.1.p, Aqcoe4G135300.1.p, Aqcoe5G014800.1.p, Aqcoe5G015900.1.p, Aqcoe2G285200.1.p, Aqcoe5G014700.1.p	AT5G54160.1
OG0000160	Aqcoe6G170700.3.p, Aqcoe6G170700.2.p, Aqcoe6G170700.1.p, Aqcoe6G170700.4.p, Aqcoe6G170700.5.p	AT1G42540.4, AT1G42540.1, AT1G42540.2
OG0000160	Aqcoe6G170600.1.p, Aqcoe6G170600.4.p	AT3G51480.4, AT3G51480.1, AT3G51480.2, AT3G51480.3, AT2G17260.1, AT4G35290.3, AT4G35290.4, AT4G35290.2, AT4G35290.5, AT4G35290.1, AT4G35290.6
OG0000161	Aqcoe6G070000.1.p, Aqcoe6G070200.1.p, Aqcoe4G260400.1.p, Aqcoe4G260500.1.p	AT5G65600.1, AT5G10530.1
OG0000162	Aqcoe3G026900.1.p, Aqcoe3G027200.1.p	AT1G18390.2, AT1G18390.1, AT1G66880.1, AT1G66880.2, AT1G66880.3, AT5G38210.3, AT5G38210.2, AT5G38210.1, AT1G25390.2, AT1G25390.1
OG0000163	Aqcoe5G033700.1.p	AT3G58160.3, AT3G58160.4, AT3G58160.1, AT3G58160.5, AT3G58160.2
OG0000163	Aqcoe7G119200.1.p	AT1G17580.1
OG0000163	Aqcoe2G366600.2.p, Aqcoe2G366600.1.p	AT1G54560.1, AT1G54560.2, AT1G08730.1, AT1G08730.2
OG0000164	Aqcoe3G009200.1.p	AT1G48410.2, AT1G48410.3, AT1G48410.1
OG0000164	Aqcoe5G237200.1.p, Aqcoe5G237200.2.p, Aqcoe2G159700.1.p	AT2G27880.1
OG0000164	Aqcoe7G204100.3.p, Aqcoe7G204100.1.p, Aqcoe7G204100.2.p, Aqcoe7G204100.4.p, Aqcoe7G204100.5.p, Aqcoe7G204100.7.p, Aqcoe7G204100.6.p, Aqcoe5G046400.1.p	AT5G43810.2, AT5G43810.4, AT5G43810.1, AT5G43810.3
OG0000168	Aqcoe2G020200.1.p, Aqcoe2G019900.1.p, Aqcoe2G019900.2.p, Aqcoe2G019900.3.p, Aqcoe2G020100.2.p, Aqcoe2G020100.1.p	AT3G43790.1, AT3G43790.3, AT3G43790.2, AT3G43790.5, AT3G43790.4, AT5G13740.1, AT5G13740.2, AT5G13750.3, AT5G13750.4, AT5G13750.1, AT5G13750.2
OG0000169	Aqcoe2G386200.1.p, Aqcoe4G262600.1.p, Aqcoe2G385900.1.p	AT2G02250.1, AT2G02240.1, AT2G02300.1, AT2G02310.1, AT2G02360.1, AT2G02350.2, AT2G02350.1, AT2G02320.1, AT2G02340.1, AT2G02230.1, AT5G24560.1, AT1G80110.1
OG0000169	Aqcoe2G287500.1.p, Aqcoe5G093300.1.p	AT1G56240.1, AT1G56250.1, AT1G09155.1
OG0000170	Aqcoe7G023200.1.p, Aqcoe5G436900.2.p, Aqcoe5G436900.1.p	AT4G11240.1, AT1G64040.1
OG0000171	Aqcoe7G159800.1.p	AT5G25810.1, AT5G11590.1
OG0000171	Aqcoe5G406400.1.p	AT4G32800.1, AT2G35700.1, AT4G16750.1, AT3G60490.1
OG0000172	Aqcoe1G499700.3.p, Aqcoe1G499700.6.p, Aqcoe1G499700.4.p, Aqcoe1G499700.1.p, Aqcoe1G499700.5.p, Aqcoe1G499700.2.p, Aqcoe1G499700.7.p	AT5G58300.3, AT5G58300.1, AT5G58300.2, AT3G08680.2, AT3G08680.1
OG0000178	Aqcoe1G253200.1.p	AT3G46730.1, AT3G46710.1, AT3G46530.1
OG0000179	Aqcoe6G285900.1.p, Aqcoe1G482500.1.p, Aqcoe1G482500.2.p	AT3G55050.1, AT3G55050.2, AT3G12620.2, AT3G12620.1
OG0000179	Aqcoe2G269100.2.p, Aqcoe2G269100.1.p	AT3G51370.3, AT3G51370.1, AT5G66080.1
OG0000180	Aqcoe7G438900.3.p, Aqcoe7G438900.2.p, Aqcoe7G438900.1.p, Aqcoe7G438900.4.p	AT3G43190.1, AT3G43190.2, AT5G20830.2, AT5G20830.3, AT5G20830.1
OG0000180	Aqcoe2G299800.2.p, Aqcoe2G299800.1.p	AT4G02280.1, AT5G49190.1, AT5G49190.2, AT5G49190.3
OG0000181	Aqcoe6G022900.4.p, Aqcoe6G022900.5.p, Aqcoe6G022900.6.p, Aqcoe6G022900.3.p, Aqcoe6G022900.1.p, Aqcoe6G022900.2.p	AT1G21810.2, AT1G21810.1, AT1G21810.3, AT3G05270.2, AT3G05270.1, AT3G05270.3
OG0000182	Aqcoe6G216100.1.p	AT2G16850.1, AT4G35100.2, AT4G35100.1
OG0000182	Aqcoe1G144000.2.p	AT2G39010.2
OG0000183	Aqcoe4G085100.4.p, Aqcoe4G085100.5.p, Aqcoe4G085100.3.p, Aqcoe4G085100.6.p, Aqcoe4G085100.2.p, Aqcoe4G085100.1.p, Aqcoe4G081800.1.p, Aqcoe4G082400.1.p, Aqcoe4G082500.1.p	AT1G28395.4, AT1G28395.6, AT1G28395.1, AT1G28395.2, AT1G28395.3, AT1G28395.5, AT2G33847.2, AT2G33847.1
OG0000184	Aqcoe2G372300.1.p, Aqcoe2G372300.2.p, Aqcoe2G029400.1.p	AT2G38940.1, AT3G54700.2, AT3G54700.1
OG0000185	Aqcoe2G345900.4.p, Aqcoe2G345900.3.p, Aqcoe2G345900.2.p, Aqcoe2G345900.1.p	AT4G14880.2, AT4G14880.3, AT4G14880.1, AT4G14880.4, AT4G14880.5, AT3G22460.1
OG0000185	Aqcoe2G434000.1.p	AT2G43750.2, AT2G43750.1, AT3G59760.3
OG0000185	Aqcoe1G363700.1.p	AT3G22460.2
OG0000186	Aqcoe5G325800.2.p, Aqcoe5G325800.1.p, Aqcoe4G193800.1.p, Aqcoe5G325800.3.p, Aqcoe3G205100.1.p	AT5G61960.10, AT5G61960.2, AT5G61960.6, AT5G61960.4, AT5G61960.5, AT5G61960.9, AT5G61960.11, AT5G61960.7, AT5G61960.8, AT5G61960.3, AT5G61960.1, AT5G07290.1
OG0000187	Aqcoe3G197600.1.p, Aqcoe3G197700.1.p, Aqcoe5G352600.1.p	AT5G63500.1, AT3G48660.1
OG0000187	Aqcoe3G197800.1.p	AT3G27027.1, AT5G40980.1
OG0000187	Aqcoe3G198000.1.p	AT5G40960.1
OG0000187	Aqcoe5G352800.1.p	AT3G27030.1
OG0000187	Aqcoe5G352900.1.p	AT5G08391.1
OG0000188	Aqcoe5G437800.1.p	AT5G52740.1, AT5G52740.2, AT1G01490.1, AT1G01490.2, AT1G01490.3, AT1G01490.4
OG0000189	Aqcoe3G111100.1.p, Aqcoe3G111400.1.p, Aqcoe3G111000.1.p, Aqcoe3G111000.2.p, Aqcoe3G111000.3.p, Aqcoe3G110900.1.p	AT5G40210.1, AT5G40240.2, AT5G40240.3, AT5G40240.1, AT5G40230.1, AT4G15540.1, AT4G15540.2, AT3G28050.1
OG0000191	Aqcoe5G406700.1.p, Aqcoe7G087400.1.p, Aqcoe4G097000.1.p, Aqcoe4G096700.1.p, Aqcoe4G096900.1.p, Aqcoe1G036800.1.p, Aqcoe2G007800.1.p, Aqcoe6G166000.1.p	AT5G06860.1, AT5G06870.1, AT3G12145.1
OG0000192	Aqcoe6G035300.1.p, Aqcoe6G035200.1.p	AT2G43880.1, AT2G43880.2, AT1G05660.1, AT1G05650.1, AT2G43890.1
OG0000192	Aqcoe7G361800.1.p, Aqcoe5G418800.1.p, Aqcoe5G249100.1.p, Aqcoe5G249800.1.p	AT1G65570.1, AT2G43860.1, AT2G43870.1, AT3G59850.2, AT3G59850.1
OG0000193	Aqcoe6G318300.1.p, Aqcoe6G318200.1.p	AT1G50060.1
OG0000193	Aqcoe6G318400.1.p	AT4G33720.1
OG0000193	Aqcoe1G440500.1.p, Aqcoe1G440300.1.p, Aqcoe0064s0001.1.p, Aqcoe1G440400.1.p, Aqcoe1G440800.1.p, Aqcoe1G440200.1.p	AT2G14580.1, AT2G14610.1, AT4G33730.1
OG0000198	Aqcoe7G218700.1.p	AT1G16030.1
OG0000198	Aqcoe7G347000.1.p, Aqcoe7G267000.1.p, Aqcoe3G106400.1.p	AT1G56410.1
OG0000198	Aqcoe2G183800.1.p, Aqcoe1G251900.1.p	AT3G09440.2, AT3G09440.1, AT3G09440.3, AT3G09440.4, AT5G02500.1, AT5G02490.1
OG0000199	Aqcoe2G350800.1.p	AT3G22800.1
OG0000199	Aqcoe1G259300.1.p	AT4G28380.1
OG0000199	Aqcoe5G171700.1.p, Aqcoe6G099500.1.p	AT4G33970.1, AT2G15880.1
OG0000199	Aqcoe7G248100.1.p	AT1G62440.1, AT1G12040.1
OG0000199	Aqcoe7G395400.1.p, Aqcoe7G189400.1.p	AT3G24480.1, AT4G13340.1
OG0000200	Aqcoe5G233200.1.p, Aqcoe5G173200.1.p, Aqcoe5G233000.1.p, Aqcoe5G173500.1.p	AT3G50930.1, AT3G50940.1
OG0000200	Aqcoe5G173700.1.p, Aqcoe5G230700.1.p, Aqcoe5G174000.1.p, Aqcoe5G191000.1.p, Aqcoe5G174100.1.p, Aqcoe5G230600.1.p	AT5G17730.1, AT5G17740.1, AT5G17760.1, AT2G18193.1, AT2G18190.1
OG0000201	Aqcoe5G008700.2.p, Aqcoe5G008700.1.p	AT1G65560.2, AT1G65560.1
OG0000201	Aqcoe2G438000.1.p, Aqcoe7G154900.1.p, Aqcoe6G281900.1.p, Aqcoe7G154200.1.p, Aqcoe2G437800.1.p	AT5G16980.3, AT5G16980.1, AT5G16980.2, AT3G59845.2, AT3G59845.1, AT5G17000.2, AT5G17000.1, AT5G16970.1, AT5G16990.1, AT3G03080.1, AT1G26320.1, AT1G26320.2, AT5G16960.1, AT5G16960.2, AT5G38000.3, AT5G38000.1, AT5G38000.2, AT5G37940.1, AT5G37980.1
OG0000202	Aqcoe4G204600.1.p, Aqcoe4G289100.1.p, Aqcoe4G265100.1.p, Aqcoe6G184100.1.p, Aqcoe5G392400.1.p, Aqcoe5G392800.1.p, Aqcoe5G392300.1.p	AT4G31500.1, AT4G13770.1, AT1G13080.2, AT1G13080.1, AT3G26320.1, AT3G26330.1, AT2G02580.1, AT3G26290.2, AT3G26290.1, AT3G26310.1, AT3G26300.1, AT5G57260.1, AT2G24180.1
OG0000203	Aqcoe7G030700.1.p	AT2G45950.1, AT2G45950.3, AT2G45950.4, AT2G45950.2, AT2G45950.5, AT3G61415.1, AT3G61415.2
OG0000206	Aqcoe5G214000.1.p	AT1G73730.2, AT1G73730.1
OG0000206	Aqcoe2G002000.2.p, Aqcoe2G002000.1.p	AT5G21120.2, AT5G21120.1, AT5G21120.3
OG0000207	Aqcoe5G031800.1.p, Aqcoe2G369000.1.p	AT2G42430.1
OG0000207	Aqcoe2G227500.1.p	AT5G06080.1
OG0000207	Aqcoe1G063700.1.p	AT3G03760.1
OG0000207	Aqcoe7G065100.1.p	AT2G45420.1
OG0000207	Aqcoe7G065300.1.p	AT2G45410.1, AT4G00210.1
OG0000211	Aqcoe2G075300.1.p, Aqcoe1G402700.1.p	AT2G40610.1
OG0000211	Aqcoe3G343800.1.p	AT1G26770.2, AT1G26770.1, AT1G69530.2, AT1G69530.1, AT2G03090.1
