Orthogroup	A_coerulea.proteins	L_sativa.proteins
OG0000040	Aqcoe3G028800.1.p, Aqcoe3G028400.1.p, Aqcoe3G028600.1.p, Aqcoe3G027900.1.p	Lsat_1_v5_gn_3_61580.1, Lsat_1_v5_gn_3_61580.5, Lsat_1_v5_gn_3_61580.3, Lsat_1_v5_gn_3_61600.1, Lsat_1_v5_gn_3_61560.2, Lsat_1_v5_gn_3_61560.1, Lsat_1_v5_gn_3_62461.1, Lsat_1_v5_gn_3_62461.3, Lsat_1_v5_gn_3_62461.2, Lsat_1_v5_gn_3_62321.1, Lsat_1_v5_gn_3_62321.2, Lsat_1_v5_gn_3_62301.2, Lsat_1_v5_gn_3_62301.1
OG0000041	Aqcoe6G223300.1.p	Lsat_1_v5_gn_4_71501.1, Lsat_1_v5_gn_3_46481.1
OG0000041	Aqcoe3G017900.1.p	Lsat_1_v5_gn_8_43460.1
OG0000041	Aqcoe2G373400.1.p, Aqcoe5G027300.1.p	Lsat_1_v5_gn_9_8501.3
OG0000041	Aqcoe2G279000.1.p	Lsat_1_v5_gn_6_114481.1
OG0000041	Aqcoe7G114500.1.p	Lsat_1_v5_gn_7_35020.1
OG0000041	Aqcoe1G055500.1.p, Aqcoe1G055800.1.p, Aqcoe1G055800.2.p	Lsat_1_v5_gn_6_53661.1
OG0000042	Aqcoe2G231200.1.p	Lsat_1_v5_gn_5_108221.3, Lsat_1_v5_gn_5_108221.2, Lsat_1_v5_gn_5_108261.1, Lsat_1_v5_gn_5_108261.3, Lsat_1_v5_gn_9_63620.1, Lsat_1_v5_gn_9_63600.2, Lsat_1_v5_gn_9_63600.1, Lsat_1_v5_gn_9_83540.1, Lsat_1_v5_gn_9_83540.3, Lsat_1_v5_gn_9_63660.1, Lsat_1_v5_gn_9_64461.1, Lsat_1_v5_gn_9_64441.1, Lsat_1_v5_gn_9_64341.4, Lsat_1_v5_gn_9_64021.3, Lsat_1_v5_gn_9_64021.1, Lsat_1_v5_gn_9_64401.3, Lsat_1_v5_gn_9_64361.1, Lsat_1_v5_gn_9_64321.3, Lsat_1_v5_gn_9_64321.1, Lsat_1_v5_gn_9_63921.1, Lsat_1_v5_gn_9_64001.1, Lsat_1_v5_gn_5_108221.1, Lsat_1_v5_gn_9_63660.4, Lsat_1_v5_gn_9_64401.1, Lsat_1_v5_gn_9_64301.1, Lsat_1_v5_gn_2_85880.1
OG0000042	Aqcoe1G101200.1.p	Lsat_1_v5_gn_9_24040.1
OG0000043	Aqcoe6G300100.1.p, Aqcoe6G300100.2.p, Aqcoe6G300500.1.p, Aqcoe6G300200.1.p, Aqcoe6G300300.1.p, Aqcoe6G300400.1.p, Aqcoe6G300700.1.p, Aqcoe6G301200.1.p, Aqcoe6G299700.1.p, Aqcoe5G363300.1.p	Lsat_1_v5_gn_1_25520.1, Lsat_1_v5_gn_1_25520.3, Lsat_1_v5_gn_1_22720.1
OG0000043	Aqcoe6G300800.1.p, Aqcoe6G301000.1.p, Aqcoe6G299000.1.p, Aqcoe6G299400.1.p, Aqcoe4G276500.1.p, Aqcoe6G298900.1.p, Aqcoe6G299500.1.p, Aqcoe6G298800.1.p, Aqcoe6G299800.1.p	Lsat_1_v5_gn_1_8140.2, Lsat_1_v5_gn_1_7281.3, Lsat_1_v5_gn_1_7281.1, Lsat_1_v5_gn_1_8240.2, Lsat_1_v5_gn_1_7200.1, Lsat_1_v5_gn_1_7200.2, Lsat_1_v5_gn_1_8140.1, Lsat_1_v5_gn_1_8140.4, Lsat_1_v5_gn_1_7281.2, Lsat_1_v5_gn_1_7841.1, Lsat_1_v5_gn_1_7841.2, Lsat_1_v5_gn_1_23801.1, Lsat_1_v5_gn_1_23801.2, Lsat_1_v5_gn_1_23761.1, Lsat_1_v5_gn_1_23821.1, Lsat_1_v5_gn_1_23581.1, Lsat_1_v5_gn_1_23621.1, Lsat_1_v5_gn_1_23581.2, Lsat_1_v5_gn_1_23721.1, Lsat_1_v5_gn_1_23701.1, Lsat_1_v5_gn_4_155980.1, Lsat_1_v5_gn_4_129180.1, Lsat_1_v5_gn_4_129060.1, Lsat_1_v5_gn_4_129800.1
OG0000044	Aqcoe6G112700.1.p, Aqcoe5G197100.1.p	Lsat_1_v5_gn_2_76741.1
OG0000044	Aqcoe1G497000.1.p, Aqcoe1G497000.2.p	Lsat_1_v5_gn_2_109221.1
OG0000044	Aqcoe7G425000.2.p, Aqcoe7G425000.1.p	Lsat_1_v5_gn_6_14101.1
OG0000044	Aqcoe1G251000.1.p, Aqcoe4G076700.1.p	Lsat_1_v5_gn_4_66301.1, Lsat_1_v5_gn_4_66301.3
OG0000044	Aqcoe2G353000.1.p	Lsat_1_v5_gn_5_185501.1
OG0000046	Aqcoe7G176700.1.p	Lsat_1_v5_gn_5_103581.1, Lsat_1_v5_gn_8_95340.1
OG0000046	Aqcoe0143s0001.2.p, Aqcoe0143s0001.1.p	Lsat_1_v5_gn_3_60180.3, Lsat_1_v5_gn_3_60180.1
OG0000047	Aqcoe6G058700.1.p	Lsat_1_v5_gn_6_109820.1
OG0000047	Aqcoe7G259200.1.p	Lsat_1_v5_gn_4_108241.3, Lsat_1_v5_gn_9_75300.1, Lsat_1_v5_gn_9_75300.3
OG0000047	Aqcoe3G065700.1.p	Lsat_1_v5_gn_0_36361.1, Lsat_1_v5_gn_8_35560.3, Lsat_1_v5_gn_8_35560.2, Lsat_1_v5_gn_8_35560.1, Lsat_1_v5_gn_5_23501.1, Lsat_1_v5_gn_4_114440.3
OG0000048	Aqcoe1G403600.1.p, Aqcoe1G404000.1.p, Aqcoe1G404200.1.p, Aqcoe1G403900.2.p, Aqcoe1G403900.1.p, Aqcoe1G404100.1.p, Aqcoe1G403700.1.p	Lsat_1_v5_gn_5_149921.1, Lsat_1_v5_gn_5_152461.3, Lsat_1_v5_gn_5_152461.1
OG0000048	Aqcoe1G464400.1.p, Aqcoe1G464500.1.p, Aqcoe1G462000.1.p, Aqcoe1G415500.1.p, Aqcoe2G254500.1.p, Aqcoe1G405500.1.p, Aqcoe1G403400.1.p	Lsat_1_v5_gn_1_73001.1
OG0000048	Aqcoe1G403300.1.p, Aqcoe1G403100.1.p	Lsat_1_v5_gn_1_72560.1, Lsat_1_v5_gn_1_72560.3, Lsat_1_v5_gn_1_72560.2, Lsat_1_v5_gn_1_72901.1, Lsat_1_v5_gn_1_72901.3, Lsat_1_v5_gn_1_72740.2, Lsat_1_v5_gn_1_72740.1, Lsat_1_v5_gn_1_72700.1, Lsat_1_v5_gn_1_72640.1, Lsat_1_v5_gn_1_72640.2, Lsat_1_v5_gn_1_72600.3, Lsat_1_v5_gn_1_72600.1, Lsat_1_v5_gn_1_72901.2, Lsat_1_v5_gn_1_72921.2, Lsat_1_v5_gn_1_72921.1, Lsat_1_v5_gn_1_72941.3, Lsat_1_v5_gn_1_72941.2, Lsat_1_v5_gn_1_72941.1, Lsat_1_v5_gn_1_72961.3, Lsat_1_v5_gn_1_72961.2, Lsat_1_v5_gn_1_72961.1, Lsat_1_v5_gn_1_82001.1, Lsat_1_v5_gn_1_82001.3, Lsat_1_v5_gn_1_82001.2, Lsat_1_v5_gn_9_39161.2, Lsat_1_v5_gn_9_39161.3, Lsat_1_v5_gn_9_39161.1, Lsat_1_v5_gn_9_39240.3, Lsat_1_v5_gn_9_39240.2, Lsat_1_v5_gn_9_39240.1, Lsat_1_v5_gn_9_38580.3, Lsat_1_v5_gn_9_38580.2, Lsat_1_v5_gn_9_38580.1
OG0000048	Aqcoe1G056300.1.p	Lsat_1_v5_gn_1_89881.2, Lsat_1_v5_gn_1_89881.3, Lsat_1_v5_gn_1_89881.1
OG0000055	Aqcoe5G345500.2.p, Aqcoe5G345500.1.p	Lsat_1_v5_gn_4_2160.1, Lsat_1_v5_gn_3_31781.1
OG0000055	Aqcoe5G081700.1.p	Lsat_1_v5_gn_3_25860.1, Lsat_1_v5_gn_3_25860.2
OG0000055	Aqcoe2G168800.1.p	Lsat_1_v5_gn_9_12120.3, Lsat_1_v5_gn_9_12120.1
OG0000055	Aqcoe5G007800.1.p, Aqcoe5G007800.2.p	Lsat_1_v5_gn_5_180201.2, Lsat_1_v5_gn_5_180201.1, Lsat_1_v5_gn_5_180201.3
OG0000055	Aqcoe1G276100.1.p	Lsat_1_v5_gn_9_94201.1, Lsat_1_v5_gn_9_94201.3, Lsat_1_v5_gn_7_17361.1
OG0000055	Aqcoe2G168000.1.p, Aqcoe2G168000.2.p	Lsat_1_v5_gn_2_110100.1, Lsat_1_v5_gn_2_110100.3, Lsat_1_v5_gn_2_115401.1, Lsat_1_v5_gn_2_115401.2
OG0000056	Aqcoe4G058400.1.p	Lsat_1_v5_gn_7_23261.1, Lsat_1_v5_gn_7_23261.2
OG0000056	Aqcoe1G283600.1.p, Aqcoe1G283300.1.p	Lsat_1_v5_gn_8_159241.1, Lsat_1_v5_gn_8_158900.4, Lsat_1_v5_gn_8_159221.3, Lsat_1_v5_gn_8_159221.1, Lsat_1_v5_gn_8_159080.3, Lsat_1_v5_gn_4_27800.1, Lsat_1_v5_gn_4_23901.2, Lsat_1_v5_gn_8_158900.3, Lsat_1_v5_gn_4_23901.1, Lsat_1_v5_gn_4_23901.3, Lsat_1_v5_gn_4_27820.1, Lsat_1_v5_gn_4_23880.3, Lsat_1_v5_gn_4_23880.1, Lsat_1_v5_gn_8_158900.2, Lsat_1_v5_gn_8_158900.1, Lsat_1_v5_gn_8_158181.2, Lsat_1_v5_gn_8_158181.1, Lsat_1_v5_gn_8_159080.2, Lsat_1_v5_gn_8_159080.1, Lsat_1_v5_gn_8_159040.1, Lsat_1_v5_gn_8_159040.2, Lsat_1_v5_gn_8_159040.3, Lsat_1_v5_gn_4_54820.2, Lsat_1_v5_gn_4_54820.1, Lsat_1_v5_gn_7_23361.1, Lsat_1_v5_gn_4_49840.1, Lsat_1_v5_gn_4_49960.1, Lsat_1_v5_gn_4_49920.1, Lsat_1_v5_gn_4_49900.1
OG0000058	Aqcoe1G094900.1.p	Lsat_1_v5_gn_2_117241.1, Lsat_1_v5_gn_2_117241.3, Lsat_1_v5_gn_2_117181.1
OG0000058	Aqcoe7G095800.1.p, Aqcoe7G095800.2.p, Aqcoe1G094600.1.p, Aqcoe4G235100.1.p, Aqcoe1G125300.1.p, Aqcoe1G094800.1.p	Lsat_1_v5_gn_4_12580.1, Lsat_1_v5_gn_4_7680.1, Lsat_1_v5_gn_4_7680.2
OG0000058	Aqcoe7G053300.1.p, Aqcoe7G052400.1.p	Lsat_1_v5_gn_6_66300.1, Lsat_1_v5_gn_6_66300.2, Lsat_1_v5_gn_6_66300.5, Lsat_1_v5_gn_6_66300.3, Lsat_1_v5_gn_6_66300.4, Lsat_1_v5_gn_3_135061.1
OG0000059	Aqcoe6G325200.1.p	Lsat_1_v5_gn_0_45160.1
OG0000063	Aqcoe2G078800.1.p, Aqcoe1G397700.1.p	Lsat_1_v5_gn_8_13440.1
OG0000065	Aqcoe6G072400.1.p	Lsat_1_v5_gn_9_74380.1
OG0000065	Aqcoe7G401900.1.p, Aqcoe7G401800.1.p	Lsat_1_v5_gn_1_85660.1
OG0000067	Aqcoe1G490000.2.p, Aqcoe1G490000.1.p, Aqcoe1G490000.3.p, Aqcoe2G166400.1.p	Lsat_1_v5_gn_2_109580.2, Lsat_1_v5_gn_2_109580.3, Lsat_1_v5_gn_2_109580.1
OG0000070	Aqcoe5G246400.1.p	Lsat_1_v5_gn_5_42480.1, Lsat_1_v5_gn_5_42480.3, Lsat_1_v5_gn_8_116260.1
OG0000070	Aqcoe2G005900.1.p, Aqcoe1G462200.1.p	Lsat_1_v5_gn_8_15800.1
OG0000071	Aqcoe3G135100.1.p	Lsat_1_v5_gn_5_12880.1, Lsat_1_v5_gn_2_94200.1, Lsat_1_v5_gn_2_93361.1
OG0000071	Aqcoe2G209700.1.p, Aqcoe1G129400.1.p	Lsat_1_v5_gn_2_111980.3, Lsat_1_v5_gn_2_111980.1, Lsat_1_v5_gn_9_71760.3, Lsat_1_v5_gn_9_71760.1
OG0000071	Aqcoe2G390800.1.p	Lsat_1_v5_gn_2_43400.1, Lsat_1_v5_gn_0_4881.2, Lsat_1_v5_gn_0_4881.1
OG0000071	Aqcoe5G006300.1.p	Lsat_1_v5_gn_8_90220.1, Lsat_1_v5_gn_9_12800.1
OG0000072	Aqcoe6G077500.1.p	Lsat_1_v5_gn_1_16160.1, Lsat_1_v5_gn_1_3221.2
OG0000072	Aqcoe2G393100.1.p	Lsat_1_v5_gn_9_73101.1
OG0000077	Aqcoe4G087900.1.p, Aqcoe4G179500.1.p, Aqcoe4G178900.1.p, Aqcoe0403s0001.1.p, Aqcoe0403s0002.1.p, Aqcoe4G127100.1.p, Aqcoe4G088100.1.p, Aqcoe4G178600.1.p, Aqcoe4G179400.1.p, Aqcoe4G126100.1.p, Aqcoe4G127000.1.p, Aqcoe4G126000.1.p	Lsat_1_v5_gn_3_45880.1, Lsat_1_v5_gn_3_45880.2, Lsat_1_v5_gn_4_68600.1, Lsat_1_v5_gn_8_126040.1
OG0000077	Aqcoe2G031900.1.p, Aqcoe2G031800.1.p	Lsat_1_v5_gn_1_97920.1, Lsat_1_v5_gn_1_97880.3, Lsat_1_v5_gn_1_97880.1
OG0000077	Aqcoe1G007000.1.p, Aqcoe1G007200.1.p, Aqcoe1G007200.2.p, Aqcoe6G314700.1.p	Lsat_1_v5_gn_1_67980.1, Lsat_1_v5_gn_1_67800.1, Lsat_1_v5_gn_1_67980.2, Lsat_1_v5_gn_1_67980.3, Lsat_1_v5_gn_1_60200.1, Lsat_1_v5_gn_1_60340.3, Lsat_1_v5_gn_1_67920.1, Lsat_1_v5_gn_1_67920.3
OG0000078	Aqcoe5G097200.1.p, Aqcoe2G156200.1.p, Aqcoe2G252100.1.p, Aqcoe4G127300.1.p, Aqcoe5G017600.1.p, Aqcoe2G131700.1.p, Aqcoe2G131600.1.p, Aqcoe7G124500.1.p	Lsat_1_v5_gn_6_63141.1, Lsat_1_v5_gn_6_61461.1, Lsat_1_v5_gn_0_4660.1
OG0000079	Aqcoe1G370000.1.p, Aqcoe1G370200.1.p, Aqcoe1G371200.1.p, Aqcoe1G371100.1.p, Aqcoe1G371000.1.p	Lsat_1_v5_gn_4_58020.1, Lsat_1_v5_gn_4_58020.2
OG0000079	Aqcoe4G253900.1.p, Aqcoe4G253400.1.p, Aqcoe1G139700.1.p, Aqcoe4G129400.1.p, Aqcoe4G129600.1.p, Aqcoe7G261500.1.p, Aqcoe7G261300.1.p, Aqcoe4G254000.1.p, Aqcoe4G253500.1.p, Aqcoe7G440300.1.p	Lsat_1_v5_gn_6_32141.2, Lsat_1_v5_gn_6_32141.1, Lsat_1_v5_gn_2_30961.1, Lsat_1_v5_gn_2_30961.2, Lsat_1_v5_gn_2_30320.1, Lsat_1_v5_gn_2_30320.2, Lsat_1_v5_gn_8_143701.1, Lsat_1_v5_gn_8_143701.3, Lsat_1_v5_gn_8_142860.1, Lsat_1_v5_gn_8_142801.3, Lsat_1_v5_gn_8_142801.1, Lsat_1_v5_gn_8_143440.1, Lsat_1_v5_gn_8_143440.3, Lsat_1_v5_gn_6_32320.2, Lsat_1_v5_gn_6_32320.3, Lsat_1_v5_gn_6_32320.1, Lsat_1_v5_gn_8_142841.1, Lsat_1_v5_gn_8_143560.2, Lsat_1_v5_gn_6_33381.1, Lsat_1_v5_gn_6_33321.1, Lsat_1_v5_gn_6_33321.4, Lsat_1_v5_gn_2_110381.2, Lsat_1_v5_gn_2_110381.1, Lsat_1_v5_gn_2_110381.4
OG0000079	Aqcoe4G238800.1.p	Lsat_1_v5_gn_4_145381.3, Lsat_1_v5_gn_4_145200.1
OG0000084	Aqcoe4G200700.1.p, Aqcoe4G269900.1.p, Aqcoe4G255600.1.p, Aqcoe4G270200.1.p, Aqcoe4G292300.1.p, Aqcoe4G204300.1.p, Aqcoe1G276500.1.p, Aqcoe4G243100.1.p, Aqcoe2G126900.1.p, Aqcoe4G264900.1.p, Aqcoe4G280800.1.p, Aqcoe4G267400.1.p, Aqcoe1G280700.1.p, Aqcoe1G386000.1.p, Aqcoe1G230100.1.p, Aqcoe1G380700.1.p, Aqcoe1G380800.1.p, Aqcoe1G385900.1.p, Aqcoe1G385800.1.p, Aqcoe1G386100.1.p, Aqcoe1G386500.1.p, Aqcoe1G394400.1.p, Aqcoe4G236800.1.p, Aqcoe1G386300.1.p, Aqcoe1G385600.1.p, Aqcoe1G386200.1.p, Aqcoe1G385400.1.p	Lsat_1_v5_gn_3_61420.1, Lsat_1_v5_gn_3_61420.2, Lsat_1_v5_gn_1_123721.1, Lsat_1_v5_gn_0_32940.3, Lsat_1_v5_gn_0_32940.1, Lsat_1_v5_gn_0_32940.2, Lsat_1_v5_gn_7_82500.3, Lsat_1_v5_gn_7_82500.1, Lsat_1_v5_gn_7_82120.1, Lsat_1_v5_gn_7_82580.1, Lsat_1_v5_gn_7_74501.1, Lsat_1_v5_gn_7_74501.3, Lsat_1_v5_gn_7_113201.3, Lsat_1_v5_gn_7_113201.1, Lsat_1_v5_gn_5_1540.3, Lsat_1_v5_gn_5_1540.6, Lsat_1_v5_gn_5_1540.7
OG0000085	Aqcoe7G428500.1.p	Lsat_1_v5_gn_5_140541.1, Lsat_1_v5_gn_8_85560.1
OG0000085	Aqcoe2G069700.1.p	Lsat_1_v5_gn_5_153541.1, Lsat_1_v5_gn_5_153541.3
OG0000085	Aqcoe7G239100.1.p	Lsat_1_v5_gn_5_80941.2, Lsat_1_v5_gn_5_80941.1, Lsat_1_v5_gn_5_80941.3, Lsat_1_v5_gn_7_57420.2, Lsat_1_v5_gn_7_57420.5, Lsat_1_v5_gn_7_57420.1, Lsat_1_v5_gn_5_80560.1
OG0000085	Aqcoe1G060400.1.p, Aqcoe1G060400.2.p	Lsat_1_v5_gn_2_50401.1
OG0000085	Aqcoe5G241700.1.p	Lsat_1_v5_gn_3_20560.1, Lsat_1_v5_gn_6_75341.1
OG0000087	Aqcoe1G041400.1.p, Aqcoe2G039200.1.p	Lsat_1_v5_gn_5_159621.1
OG0000087	Aqcoe1G147000.1.p	Lsat_1_v5_gn_2_126340.1, Lsat_1_v5_gn_9_13781.2, Lsat_1_v5_gn_9_13781.1, Lsat_1_v5_gn_9_13781.3
OG0000087	Aqcoe3G311200.1.p	Lsat_1_v5_gn_4_74061.1, Lsat_1_v5_gn_5_18120.3, Lsat_1_v5_gn_5_18120.1
OG0000088	Aqcoe1G425600.1.p	Lsat_1_v5_gn_7_102080.1, Lsat_1_v5_gn_7_102080.3, Lsat_1_v5_gn_7_102060.2, Lsat_1_v5_gn_7_102060.1, Lsat_1_v5_gn_5_125941.3, Lsat_1_v5_gn_5_125941.1
OG0000088	Aqcoe4G025400.1.p	Lsat_1_v5_gn_4_26820.2, Lsat_1_v5_gn_4_26820.1
OG0000089	Aqcoe7G202700.8.p, Aqcoe7G202700.9.p, Aqcoe7G202700.10.p, Aqcoe7G202700.4.p, Aqcoe7G202700.3.p, Aqcoe7G202700.5.p, Aqcoe7G202700.1.p, Aqcoe7G202700.2.p, Aqcoe3G215000.1.p, Aqcoe7G202900.1.p, Aqcoe7G202400.1.p, Aqcoe7G202400.2.p, Aqcoe7G202600.1.p, Aqcoe7G202600.2.p, Aqcoe1G185700.1.p	Lsat_1_v5_gn_5_133321.1, Lsat_1_v5_gn_5_133301.1, Lsat_1_v5_gn_5_133301.2, Lsat_1_v5_gn_1_33901.1, Lsat_1_v5_gn_1_33901.2, Lsat_1_v5_gn_1_34040.1, Lsat_1_v5_gn_1_33941.1, Lsat_1_v5_gn_4_104160.1, Lsat_1_v5_gn_5_133361.1, Lsat_1_v5_gn_5_133361.3, Lsat_1_v5_gn_5_132941.1
OG0000089	Aqcoe7G202300.2.p, Aqcoe7G202300.1.p, Aqcoe7G202200.1.p	Lsat_1_v5_gn_5_32461.1, Lsat_1_v5_gn_5_32481.2, Lsat_1_v5_gn_5_32481.1, Lsat_1_v5_gn_5_32481.3, Lsat_1_v5_gn_5_32461.2, Lsat_1_v5_gn_5_32461.3, Lsat_1_v5_gn_6_22800.1
OG0000090	Aqcoe7G139800.1.p, Aqcoe5G392100.1.p, Aqcoe3G138100.2.p, Aqcoe3G138100.1.p	Lsat_1_v5_gn_5_13881.3, Lsat_1_v5_gn_5_13881.1, Lsat_1_v5_gn_1_28580.4
OG0000091	Aqcoe1G208000.1.p	Lsat_1_v5_gn_2_45920.2, Lsat_1_v5_gn_2_45920.1
OG0000091	Aqcoe5G474700.1.p	Lsat_1_v5_gn_7_56941.1
OG0000091	Aqcoe6G159700.1.p, Aqcoe6G159600.1.p, Aqcoe6G232900.1.p, Aqcoe6G232700.1.p	Lsat_1_v5_gn_8_67581.1, Lsat_1_v5_gn_8_67381.1, Lsat_1_v5_gn_8_67360.1, Lsat_1_v5_gn_8_67360.3, Lsat_1_v5_gn_8_67401.1, Lsat_1_v5_gn_8_67301.1, Lsat_1_v5_gn_7_54320.5
OG0000093	Aqcoe7G301000.1.p, Aqcoe7G300700.1.p, Aqcoe0021s0001.1.p, Aqcoe7G295300.1.p, Aqcoe7G301400.1.p, Aqcoe7G300100.2.p, Aqcoe7G300100.1.p, Aqcoe7G300000.1.p	Lsat_1_v5_gn_6_49701.3, Lsat_1_v5_gn_6_49701.4, Lsat_1_v5_gn_6_49701.1
OG0000095	Aqcoe6G022200.2.p, Aqcoe6G022200.3.p, Aqcoe6G022200.4.p, Aqcoe6G022200.1.p, Aqcoe7G165300.4.p, Aqcoe7G165300.1.p, Aqcoe7G165300.3.p, Aqcoe7G165300.2.p, Aqcoe7G165300.5.p, Aqcoe7G165300.7.p, Aqcoe7G165300.6.p	Lsat_1_v5_gn_8_33061.2, Lsat_1_v5_gn_8_33061.1, Lsat_1_v5_gn_4_9780.1
OG0000096	Aqcoe4G273300.1.p, Aqcoe7G439300.1.p, Aqcoe4G135000.1.p, Aqcoe4G135100.1.p	Lsat_1_v5_gn_2_60220.1, Lsat_1_v5_gn_2_60281.1, Lsat_1_v5_gn_2_60281.2, Lsat_1_v5_gn_2_83360.1, Lsat_1_v5_gn_5_65600.1, Lsat_1_v5_gn_5_64321.1, Lsat_1_v5_gn_3_119721.1, Lsat_1_v5_gn_3_119740.1, Lsat_1_v5_gn_3_119441.1, Lsat_1_v5_gn_3_119441.3, Lsat_1_v5_gn_3_119700.5, Lsat_1_v5_gn_3_119700.1, Lsat_1_v5_gn_3_119900.1, Lsat_1_v5_gn_3_119861.1, Lsat_1_v5_gn_3_118940.1, Lsat_1_v5_gn_3_118880.1, Lsat_1_v5_gn_3_119381.2, Lsat_1_v5_gn_3_119381.1, Lsat_1_v5_gn_5_138141.2, Lsat_1_v5_gn_5_138141.1, Lsat_1_v5_gn_9_116901.4
OG0000097	Aqcoe3G278900.1.p	Lsat_1_v5_gn_4_75740.1
OG0000097	Aqcoe1G102600.1.p	Lsat_1_v5_gn_2_121260.3, Lsat_1_v5_gn_7_36640.3, Lsat_1_v5_gn_7_36640.4
OG0000098	Aqcoe5G210900.1.p	Lsat_1_v5_gn_9_46981.1, Lsat_1_v5_gn_9_46981.2, Lsat_1_v5_gn_8_30681.1, Lsat_1_v5_gn_2_9641.3, Lsat_1_v5_gn_2_9641.1
OG0000098	Aqcoe5G427300.1.p	Lsat_1_v5_gn_3_7300.2, Lsat_1_v5_gn_3_7300.1, Lsat_1_v5_gn_6_6441.1
OG0000098	Aqcoe1G090000.1.p	Lsat_1_v5_gn_9_33260.1, Lsat_1_v5_gn_5_111360.1
OG0000099	Aqcoe6G049600.1.p, Aqcoe6G049500.1.p, Aqcoe6G049400.1.p, Aqcoe6G049300.1.p	Lsat_1_v5_gn_4_137760.1, Lsat_1_v5_gn_4_137860.1, Lsat_1_v5_gn_8_27980.3, Lsat_1_v5_gn_8_27980.1, Lsat_1_v5_gn_8_27841.1, Lsat_1_v5_gn_8_27841.3, Lsat_1_v5_gn_9_70380.2, Lsat_1_v5_gn_9_70380.1, Lsat_1_v5_gn_8_26161.2, Lsat_1_v5_gn_8_26101.1, Lsat_1_v5_gn_8_26101.3, Lsat_1_v5_gn_5_90700.1, Lsat_1_v5_gn_5_90700.3, Lsat_1_v5_gn_7_70361.2, Lsat_1_v5_gn_7_70361.1, Lsat_1_v5_gn_7_70581.1, Lsat_1_v5_gn_4_129940.1, Lsat_1_v5_gn_4_129940.2, Lsat_1_v5_gn_9_92240.2, Lsat_1_v5_gn_9_92240.1, Lsat_1_v5_gn_9_92340.3, Lsat_1_v5_gn_9_92340.1, Lsat_1_v5_gn_8_26161.1
OG0000102	Aqcoe3G042700.1.p, Aqcoe3G042800.1.p, Aqcoe4G052700.1.p, Aqcoe3G148700.1.p, Aqcoe1G352500.1.p, Aqcoe4G145200.1.p, Aqcoe3G359500.1.p	Lsat_1_v5_gn_4_49720.1, Lsat_1_v5_gn_4_50080.1
OG0000102	Aqcoe1G229600.2.p, Aqcoe1G229600.1.p, Aqcoe1G229500.1.p, Aqcoe1G144900.1.p, Aqcoe2G016700.1.p, Aqcoe7G350300.1.p, Aqcoe2G016600.1.p	Lsat_1_v5_gn_7_22980.1, Lsat_1_v5_gn_8_116441.1, Lsat_1_v5_gn_8_116481.1, Lsat_1_v5_gn_8_116461.1, Lsat_1_v5_gn_8_116441.2, Lsat_1_v5_gn_8_116461.2, Lsat_1_v5_gn_4_158581.1, Lsat_1_v5_gn_8_63680.1, Lsat_1_v5_gn_3_42561.1
OG0000103	Aqcoe4G056500.3.p, Aqcoe4G056500.4.p, Aqcoe4G056500.1.p, Aqcoe4G056500.2.p	Lsat_1_v5_gn_7_116101.1, Lsat_1_v5_gn_7_116101.2
OG0000103	Aqcoe7G153000.2.p, Aqcoe7G153000.1.p, Aqcoe7G153000.3.p, Aqcoe7G153000.4.p, Aqcoe1G314500.1.p	Lsat_1_v5_gn_7_19020.3, Lsat_1_v5_gn_7_19020.1
OG0000103	Aqcoe2G098400.1.p, Aqcoe2G098400.3.p, Aqcoe2G098400.2.p	Lsat_1_v5_gn_5_153021.1, Lsat_1_v5_gn_5_153021.3
OG0000104	Aqcoe1G436200.1.p	Lsat_1_v5_gn_6_35741.3, Lsat_1_v5_gn_6_35741.2, Lsat_1_v5_gn_6_35741.1
OG0000104	Aqcoe2G117900.1.p	Lsat_1_v5_gn_4_50200.1, Lsat_1_v5_gn_4_50280.1, Lsat_1_v5_gn_4_50280.2, Lsat_1_v5_gn_4_50280.3, Lsat_1_v5_gn_4_50160.1, Lsat_1_v5_gn_4_50160.2, Lsat_1_v5_gn_1_57981.3, Lsat_1_v5_gn_1_57981.1, Lsat_1_v5_gn_1_57981.2, Lsat_1_v5_gn_1_57941.1, Lsat_1_v5_gn_1_57941.2, Lsat_1_v5_gn_1_57941.3, Lsat_1_v5_gn_1_57701.2, Lsat_1_v5_gn_1_57701.1, Lsat_1_v5_gn_1_57741.3, Lsat_1_v5_gn_1_57741.2, Lsat_1_v5_gn_1_57741.1, Lsat_1_v5_gn_1_57801.2, Lsat_1_v5_gn_1_57801.1, Lsat_1_v5_gn_1_57801.3, Lsat_1_v5_gn_1_57901.1, Lsat_1_v5_gn_1_57901.2
OG0000105	Aqcoe3G145000.1.p, Aqcoe5G400800.1.p	Lsat_1_v5_gn_0_11801.1, Lsat_1_v5_gn_2_91441.1
OG0000105	Aqcoe4G304500.1.p, Aqcoe4G304500.2.p	Lsat_1_v5_gn_4_64081.1, Lsat_1_v5_gn_5_1921.1, Lsat_1_v5_gn_7_114220.1
OG0000105	Aqcoe2G131100.1.p, Aqcoe1G452500.2.p, Aqcoe1G452500.1.p	Lsat_1_v5_gn_1_48520.5, Lsat_1_v5_gn_1_48520.1
