Orthogroup	A_coerulea.proteins	V_vinifera.proteins
OG0000052	Aqcoe4G206200.1.p, Aqcoe2G250400.1.p, Aqcoe1G128700.2.p, Aqcoe1G128700.1.p, Aqcoe5G061600.1.p, Aqcoe1G403500.1.p, Aqcoe4G158200.1.p, Aqcoe7G279700.1.p, Aqcoe7G279700.2.p, Aqcoe7G248900.1.p, Aqcoe7G319800.1.p, Aqcoe1G346200.1.p, Aqcoe1G198100.1.p, Aqcoe4G214400.1.p, Aqcoe4G111800.1.p, Aqcoe3G037500.1.p, Aqcoe1G355700.3.p, Aqcoe1G355700.1.p, Aqcoe1G355700.2.p	VIT_203s0038g03060.2, VIT_203s0038g03060.4, VIT_203s0038g03060.1, VIT_203s0038g03060.5, VIT_203s0038g03060.3
OG0000055	Aqcoe5G345500.2.p	VIT_201s0146g00250.1, VIT_201s0146g00250.5
OG0000055	Aqcoe5G345500.1.p	VIT_201s0146g00250.3, VIT_201s0146g00250.2
OG0000055	Aqcoe5G081700.1.p	VIT_205s0020g01770.1
OG0000055	Aqcoe5G007800.1.p, Aqcoe5G007800.2.p	VIT_207s0005g06450.1
OG0000055	Aqcoe1G276100.1.p	VIT_219s0014g00940.1, VIT_219s0090g00030.1, VIT_210s0116g00850.1
OG0000055	Aqcoe2G168000.1.p, Aqcoe2G168000.2.p	VIT_213s0067g03410.1
OG0000056	Aqcoe4G058400.1.p	VIT_210s0003g01010.1
OG0000056	Aqcoe3G310900.1.p, Aqcoe2G362400.1.p, Aqcoe3G306700.1.p, Aqcoe3G293600.1.p, Aqcoe3G290400.1.p, Aqcoe3G306100.1.p, Aqcoe5G183300.1.p	VIT_214s0060g02080.1
OG0000056	Aqcoe5G341000.1.p	VIT_214s0060g02720.1
OG0000058	Aqcoe7G051900.3.p, Aqcoe7G051900.1.p, Aqcoe7G051900.2.p, Aqcoe7G051900.4.p	VIT_216s0022g02420.1, VIT_216s0022g02450.1, VIT_216s0100g00030.1, VIT_202s0025g04600.2, VIT_202s0025g04600.1
OG0000058	Aqcoe1G094900.1.p	VIT_213s0019g02640.6, VIT_213s0019g02640.5, VIT_213s0019g02640.7, VIT_213s0019g02640.3, VIT_213s0019g02640.2, VIT_213s0019g02640.4, VIT_213s0019g02640.1, VIT_213s0019g02580.1, VIT_213s0019g02590.1, VIT_213s0019g02620.1, VIT_213s0019g02610.1, VIT_213s0019g02600.1, VIT_213s0019g02560.2, VIT_213s0019g02560.4, VIT_213s0019g02560.1, VIT_213s0019g02560.3
OG0000058	Aqcoe7G095800.1.p, Aqcoe7G095800.2.p, Aqcoe1G094600.1.p, Aqcoe4G235100.1.p, Aqcoe1G125300.1.p, Aqcoe1G094800.1.p	VIT_206s0004g05630.1, VIT_206s0009g01220.1, VIT_206s0009g01260.1, VIT_206s0004g05590.1, VIT_206s0004g05610.1, VIT_206s0004g04830.1
OG0000058	Aqcoe7G053300.1.p, Aqcoe7G052400.1.p	VIT_206s0080g00085.1, VIT_208s0007g03650.1, VIT_215s0048g01210.3, VIT_215s0048g01210.4, VIT_215s0048g01210.2, VIT_215s0048g01210.1, VIT_215s0048g01200.1
OG0000059	Aqcoe5G413100.1.p	VIT_218s0001g01320.1, VIT_218s0001g01370.1
OG0000059	Aqcoe6G325200.1.p	VIT_218s0041g00030.1
OG0000063	Aqcoe4G036500.1.p	VIT_212s0028g01830.1, VIT_212s0028g01840.1
OG0000063	Aqcoe2G078800.1.p, Aqcoe1G397700.1.p	VIT_213s0067g02360.1, VIT_213s0067g02360.2, VIT_213s0067g02360.4, VIT_213s0067g02360.3
OG0000065	Aqcoe6G072400.1.p	VIT_218s0001g07010.1
OG0000065	Aqcoe7G401900.1.p, Aqcoe7G401800.1.p	VIT_215s0024g01540.1, VIT_215s0024g01540.2, VIT_215s0107g00150.1, VIT_200s0153g00050.1, VIT_200s0153g00070.1, VIT_215s0024g01650.1, VIT_215s0024g01630.1
OG0000065	Aqcoe5G008600.1.p, Aqcoe5G008500.1.p, Aqcoe5G061000.1.p, Aqcoe7G402900.1.p, Aqcoe7G402800.1.p	VIT_205s0051g00110.1, VIT_205s0051g00180.1, VIT_205s0051g00130.1, VIT_218s0072g00320.1, VIT_205s0051g00240.1, VIT_200s2718g00010.1, VIT_200s2652g00010.1, VIT_206s0004g01575.1, VIT_215s0024g01369.1, VIT_215s0024g01515.1, VIT_219s0027g00930.1, VIT_206s0004g05690.1, VIT_205s0051g00310.1, VIT_207s0005g04880.1, VIT_207s0005g04870.1, VIT_207s0005g04890.1
OG0000067	Aqcoe1G490000.2.p, Aqcoe1G490000.1.p, Aqcoe1G490000.3.p, Aqcoe2G166400.1.p	VIT_206s0004g03400.1, VIT_206s0004g03400.5, VIT_206s0004g03400.3, VIT_206s0004g03400.4, VIT_206s0004g03400.6, VIT_206s0004g03400.2, VIT_208s0040g02400.3, VIT_208s0040g02400.4, VIT_208s0040g02400.2, VIT_208s0040g02400.6, VIT_208s0040g02400.1, VIT_208s0040g02400.5
OG0000070	Aqcoe5G246400.1.p	VIT_204s0044g00580.1
OG0000070	Aqcoe5G246400.2.p	VIT_212s0178g00200.4
OG0000070	Aqcoe2G005900.1.p, Aqcoe1G462200.1.p	VIT_213s0019g01240.2, VIT_213s0019g01240.1, VIT_213s0019g01240.3, VIT_208s0007g06520.1, VIT_206s0004g04570.2, VIT_206s0004g04570.3, VIT_206s0004g04570.1
OG0000071	Aqcoe3G135100.1.p	VIT_217s0000g09810.1, VIT_214s0219g00230.2, VIT_214s0219g00230.1
OG0000071	Aqcoe2G209700.1.p, Aqcoe1G129400.1.p	VIT_213s0019g04910.5, VIT_213s0019g04910.2, VIT_213s0019g04910.1, VIT_213s0019g04910.3, VIT_213s0019g04910.4
OG0000071	Aqcoe2G390800.1.p	VIT_205s0051g00590.1
OG0000071	Aqcoe5G006300.1.p	VIT_207s0005g05520.4, VIT_207s0005g05520.1
OG0000072	Aqcoe6G077500.1.p	VIT_218s0001g13680.2
OG0000072	Aqcoe2G393100.1.p	VIT_207s0191g00130.1, VIT_200s2837g00010.1, VIT_204s0023g03120.1, VIT_218s0001g13680.1
OG0000072	Aqcoe1G249200.1.p, Aqcoe1G021700.1.p, Aqcoe1G247500.1.p	VIT_218s0072g00800.1
OG0000077	Aqcoe4G087900.1.p, Aqcoe4G179500.1.p, Aqcoe4G178900.1.p, Aqcoe0403s0001.1.p, Aqcoe0403s0002.1.p, Aqcoe4G127100.1.p, Aqcoe4G088100.1.p, Aqcoe4G178600.1.p, Aqcoe4G179400.1.p, Aqcoe4G126100.1.p, Aqcoe4G127000.1.p, Aqcoe4G126000.1.p	VIT_203s0038g02060.1, VIT_203s0038g02050.1
OG0000077	Aqcoe2G031900.1.p, Aqcoe2G031800.1.p	VIT_213s0019g01210.1
OG0000077	Aqcoe1G007000.1.p, Aqcoe1G007200.1.p, Aqcoe1G007200.2.p, Aqcoe6G314700.1.p	VIT_206s0004g00980.1, VIT_206s0004g00970.1
OG0000078	Aqcoe5G089900.1.p	VIT_206s0061g00475.1
OG0000079	Aqcoe1G370000.1.p, Aqcoe1G370200.1.p, Aqcoe1G371200.1.p, Aqcoe1G371100.1.p, Aqcoe1G371000.1.p	VIT_200s0392g00060.1, VIT_200s0361g00060.1, VIT_200s0392g00030.1
OG0000079	Aqcoe4G253900.1.p, Aqcoe4G253400.1.p, Aqcoe1G139700.1.p, Aqcoe4G129400.1.p, Aqcoe4G129600.1.p, Aqcoe7G261500.1.p, Aqcoe7G261300.1.p, Aqcoe4G254000.1.p, Aqcoe4G253500.1.p, Aqcoe7G440300.1.p	VIT_200s0724g00010.1, VIT_200s2271g00010.1, VIT_213s0067g00090.1, VIT_213s0084g00010.1, VIT_213s0067g00130.1, VIT_213s0067g00370.1, VIT_213s0067g03770.1, VIT_213s0067g03700.1, VIT_213s0067g03830.1, VIT_213s0067g03790.1, VIT_213s0123g00040.1, VIT_213s0019g00060.1, VIT_213s0067g03740.1, VIT_213s0123g00024.1
OG0000079	Aqcoe1G370800.1.p, Aqcoe4G238800.1.p	VIT_212s0134g00020.1, VIT_212s0134g00020.2, VIT_212s0134g00030.1
OG0000084	Aqcoe4G200700.1.p, Aqcoe4G269900.1.p, Aqcoe4G255600.1.p, Aqcoe4G270200.1.p, Aqcoe4G292300.1.p, Aqcoe4G204300.1.p, Aqcoe1G276500.1.p, Aqcoe4G243100.1.p, Aqcoe2G126900.1.p, Aqcoe4G264900.1.p, Aqcoe4G280800.1.p, Aqcoe4G267400.1.p, Aqcoe1G280700.1.p, Aqcoe1G386000.1.p, Aqcoe1G230100.1.p, Aqcoe1G380700.1.p, Aqcoe1G380800.1.p, Aqcoe1G385900.1.p, Aqcoe1G385800.1.p, Aqcoe1G386100.1.p, Aqcoe1G386500.1.p, Aqcoe1G394400.1.p, Aqcoe4G236800.1.p, Aqcoe1G386300.1.p, Aqcoe1G385600.1.p, Aqcoe1G386200.1.p, Aqcoe1G385400.1.p	VIT_210s0092g00450.1, VIT_208s0032g00240.1, VIT_210s0092g00480.1, VIT_210s0092g00370.1, VIT_210s0092g00495.1, VIT_218s0072g01140.1, VIT_210s0092g00510.1, VIT_219s0015g00080.1, VIT_219s0015g00110.1, VIT_219s0015g00100.1
OG0000085	Aqcoe7G428500.1.p	VIT_211s0016g01060.1
OG0000085	Aqcoe2G069700.1.p	VIT_208s0056g00150.1
OG0000085	Aqcoe7G239100.1.p	VIT_211s0065g00470.2, VIT_211s0065g00470.1
OG0000085	Aqcoe1G060400.1.p, Aqcoe1G060400.2.p	VIT_206s0004g00220.2, VIT_206s0004g00220.1
OG0000085	Aqcoe5G241700.1.p	VIT_202s0087g00270.1
OG0000087	Aqcoe1G041400.1.p, Aqcoe2G039200.1.p	VIT_208s0007g05390.1
OG0000087	Aqcoe1G147000.1.p	VIT_213s0067g03070.1
OG0000087	Aqcoe3G311200.1.p	VIT_217s0000g07580.1
OG0000088	Aqcoe1G425600.1.p	VIT_211s0118g00750.1, VIT_211s0118g00740.1, VIT_219s0014g00800.1
OG0000088	Aqcoe4G025800.2.p, Aqcoe4G025800.1.p, Aqcoe4G026000.1.p, Aqcoe4G052000.3.p, Aqcoe4G052000.1.p, Aqcoe4G052000.2.p, Aqcoe4G026400.1.p, Aqcoe4G026100.1.p, Aqcoe4G025700.1.p	VIT_219s0014g00470.1, VIT_219s0014g00520.1, VIT_219s0014g00500.1
OG0000088	Aqcoe4G025400.1.p	VIT_212s0028g01350.4, VIT_212s0028g01350.3, VIT_212s0028g01350.1
OG0000089	Aqcoe7G202700.8.p, Aqcoe7G202700.9.p, Aqcoe7G202700.10.p, Aqcoe7G202700.4.p, Aqcoe7G202700.3.p, Aqcoe7G202700.5.p, Aqcoe7G202700.1.p, Aqcoe7G202700.2.p, Aqcoe3G215000.1.p, Aqcoe7G202900.1.p, Aqcoe7G202400.1.p, Aqcoe7G202400.2.p, Aqcoe7G202600.1.p, Aqcoe7G202600.2.p, Aqcoe1G185700.1.p	VIT_209s0002g05590.1, VIT_209s0002g05570.1, VIT_209s0002g05560.1, VIT_209s0002g05530.1, VIT_209s0002g05530.3, VIT_209s0002g05410.2, VIT_209s0002g05410.1, VIT_209s0002g05410.3, VIT_209s0002g05530.2, VIT_209s0002g05490.1, VIT_209s0002g05490.4, VIT_209s0002g05400.1, VIT_209s0002g05370.1, VIT_209s0002g05360.1, VIT_209s0002g05600.1
OG0000089	Aqcoe7G202300.2.p, Aqcoe7G202300.1.p, Aqcoe7G202200.1.p	VIT_211s0016g04590.1, VIT_204s0008g04790.1, VIT_204s0008g04790.2, VIT_204s0008g04820.1
OG0000090	Aqcoe5G263600.3.p, Aqcoe5G263600.1.p, Aqcoe5G263600.2.p	VIT_204s0044g01620.4, VIT_204s0044g01620.3, VIT_204s0044g01620.6, VIT_204s0044g01620.5, VIT_204s0044g01620.2, VIT_204s0044g01620.1, VIT_204s0044g01620.7
OG0000090	Aqcoe5G076700.1.p, Aqcoe5G076700.2.p	VIT_200s0780g00040.1
OG0000090	Aqcoe7G139800.1.p, Aqcoe5G392100.1.p, Aqcoe3G138100.2.p, Aqcoe3G138100.1.p	VIT_201s0137g00460.3, VIT_201s0137g00460.4, VIT_201s0137g00460.7, VIT_201s0137g00460.9, VIT_201s0137g00460.8, VIT_201s0137g00460.2, VIT_201s0137g00460.1, VIT_201s0137g00460.10, VIT_217s0000g09640.1
OG0000091	Aqcoe1G208000.1.p	VIT_205s0062g00240.1, VIT_205s0062g00480.1, VIT_205s0062g00610.1, VIT_205s0062g00250.1
OG0000091	Aqcoe5G474700.1.p	VIT_211s0052g01250.1
OG0000091	Aqcoe6G159700.1.p, Aqcoe6G159600.1.p	VIT_211s0052g01200.1, VIT_211s0052g01340.1, VIT_211s0052g01270.1, VIT_211s0052g01180.1, VIT_211s0052g01190.1, VIT_211s0052g01300.1, VIT_211s0052g01260.1, VIT_211s0052g01320.1, VIT_211s0052g01280.1, VIT_211s0052g01330.1
OG0000091	Aqcoe6G232900.1.p, Aqcoe6G232700.1.p	VIT_211s0052g01220.1
OG0000092	Aqcoe4G221400.1.p, Aqcoe1G272600.1.p, Aqcoe1G317600.1.p, Aqcoe1G317400.1.p	VIT_213s0067g00650.1, VIT_214s0006g00055.1, VIT_213s0064g00530.1, VIT_219s0027g00830.1, VIT_213s0064g00550.1, VIT_213s0084g00060.1
OG0000093	Aqcoe7G301000.1.p, Aqcoe7G300700.1.p, Aqcoe0021s0001.1.p, Aqcoe7G295300.1.p, Aqcoe7G301400.1.p, Aqcoe7G300100.2.p, Aqcoe7G300100.1.p, Aqcoe7G300000.1.p	VIT_206s0004g01440.1, VIT_206s0004g01420.2, VIT_206s0004g01420.1, VIT_213s0064g01760.1, VIT_213s0064g01540.1, VIT_213s0064g01720.1, VIT_213s0064g01750.1, VIT_213s0064g01750.3, VIT_213s0064g01750.5, VIT_213s0064g01640.3, VIT_213s0064g01660.5, VIT_213s0064g01640.2, VIT_213s0064g01660.4, VIT_213s0064g01750.2, VIT_213s0064g01750.7, VIT_213s0064g01750.8, VIT_213s0064g01750.6, VIT_213s0064g01750.4, VIT_213s0064g01660.3, VIT_213s0064g01660.2, VIT_213s0064g00480.1, VIT_213s0064g00480.5, VIT_213s0064g00480.4, VIT_213s0064g00520.1, VIT_213s0064g00480.3, VIT_213s0064g00480.2, VIT_213s0064g01660.1, VIT_213s0064g01640.1, VIT_213s0064g01640.4, VIT_213s0064g01740.1
OG0000095	Aqcoe6G022200.2.p, Aqcoe6G022200.3.p, Aqcoe6G022200.4.p, Aqcoe6G022200.1.p, Aqcoe7G165300.4.p, Aqcoe7G165300.1.p, Aqcoe7G165300.3.p, Aqcoe7G165300.2.p, Aqcoe7G165300.5.p, Aqcoe7G165300.7.p, Aqcoe7G165300.6.p	VIT_209s0054g01830.1, VIT_209s0054g01830.2, VIT_209s0054g01830.4, VIT_209s0054g01830.3, VIT_203s0017g01830.1, VIT_203s0017g01830.2, VIT_201s0011g01470.5, VIT_201s0011g01470.4, VIT_201s0011g01470.3, VIT_201s0011g01470.1, VIT_201s0011g01470.2, VIT_203s0017g01780.2, VIT_203s0017g01780.5, VIT_203s0017g01780.3, VIT_203s0017g01780.1, VIT_203s0017g01780.4, VIT_203s0017g01810.4, VIT_203s0017g01810.1, VIT_203s0017g01810.2, VIT_203s0017g01810.3, VIT_203s0017g01810.5, VIT_203s0017g01810.6
OG0000096	Aqcoe4G273300.1.p, Aqcoe7G439300.1.p, Aqcoe4G135000.1.p, Aqcoe4G135100.1.p	VIT_212s0055g00180.1, VIT_212s0055g00200.1, VIT_212s0034g00080.1, VIT_212s0034g00040.1, VIT_212s0034g01120.1, VIT_212s0034g00060.1, VIT_212s0055g00250.1, VIT_212s0055g00060.1, VIT_212s0055g00190.1, VIT_212s0055g00320.1, VIT_212s0055g00310.1, VIT_212s0055g00280.1, VIT_212s0055g00030.1, VIT_212s0055g00050.1, VIT_212s0055g00020.1, VIT_212s0034g00030.1, VIT_212s0055g00070.1, VIT_212s0055g00225.1, VIT_212s0055g00170.1, VIT_212s0055g00160.1, VIT_212s0034g00140.1, VIT_212s0034g00130.1, VIT_212s0034g00160.1, VIT_203s0017g01990.1, VIT_203s0017g01996.1, VIT_203s0017g02146.1, VIT_203s0017g01992.1, VIT_203s0017g02140.1, VIT_203s0017g02110.1, VIT_203s0017g02000.1, VIT_203s0017g02120.1, VIT_206s0004g06380.1, VIT_206s0004g06400.1, VIT_206s0004g06390.1, VIT_206s0004g06370.1
OG0000097	Aqcoe3G278900.1.p	VIT_217s0000g08760.1
OG0000097	Aqcoe1G102600.1.p	VIT_210s0003g04760.1, VIT_212s0028g01845.1, VIT_200s0658g00010.1, VIT_210s0003g05200.1, VIT_210s0003g04814.1, VIT_209s0018g01460.1
OG0000097	Aqcoe7G307500.1.p	VIT_213s0067g00420.1, VIT_205s0029g01470.1
OG0000098	Aqcoe5G210900.1.p	VIT_218s0001g14360.1
OG0000098	Aqcoe1G173300.1.p, Aqcoe4G008100.1.p, Aqcoe3G411000.1.p	VIT_210s0003g05320.1
OG0000098	Aqcoe5G427300.1.p	VIT_202s0025g03540.1
OG0000098	Aqcoe3G000700.1.p, Aqcoe2G055200.1.p, Aqcoe2G055300.1.p	VIT_208s0040g00980.1, VIT_208s0040g00980.2, VIT_206s0009g02020.1
OG0000098	Aqcoe7G037100.1.p	VIT_216s0050g00380.1
OG0000098	Aqcoe1G090000.1.p	VIT_202s0025g03680.1
OG0000099	Aqcoe6G049600.1.p, Aqcoe6G049500.1.p, Aqcoe6G049400.1.p, Aqcoe6G049300.1.p	VIT_207s0031g01680.1, VIT_207s0031g01670.1, VIT_207s0031g01660.1, VIT_214s0006g01680.1
OG0000102	Aqcoe3G042700.1.p, Aqcoe3G042800.1.p, Aqcoe4G052700.1.p, Aqcoe3G148700.1.p, Aqcoe1G352500.1.p, Aqcoe4G145200.1.p, Aqcoe3G359500.1.p	VIT_210s0003g01100.1
OG0000102	Aqcoe1G229600.2.p, Aqcoe1G229600.1.p, Aqcoe1G229500.1.p, Aqcoe1G144900.1.p, Aqcoe2G016700.1.p, Aqcoe7G350300.1.p, Aqcoe2G016600.1.p	VIT_212s0028g02250.1, VIT_212s0028g02300.1, VIT_212s0028g02290.1, VIT_212s0028g02260.2, VIT_212s0028g02260.1, VIT_212s0028g02260.3
OG0000103	Aqcoe4G056500.3.p, Aqcoe4G056500.4.p, Aqcoe4G056500.1.p, Aqcoe4G056500.2.p	VIT_219s0027g00390.1
OG0000103	Aqcoe7G153000.2.p, Aqcoe7G153000.1.p, Aqcoe7G153000.3.p, Aqcoe7G153000.4.p, Aqcoe1G314500.1.p	VIT_200s0370g00010.4, VIT_200s0370g00010.3, VIT_200s0370g00010.2, VIT_200s0370g00010.1
OG0000103	Aqcoe2G098400.1.p, Aqcoe2G098400.3.p, Aqcoe2G098400.2.p	VIT_208s0007g02150.8, VIT_208s0007g02150.6, VIT_208s0007g02150.5, VIT_208s0007g02150.3, VIT_208s0007g02150.2, VIT_208s0007g02150.7, VIT_208s0007g02150.1, VIT_208s0007g02150.4
OG0000104	Aqcoe1G436200.1.p	VIT_208s0007g02700.1
OG0000104	Aqcoe2G118300.1.p, Aqcoe7G349100.1.p, Aqcoe2G086100.1.p, Aqcoe4G266700.1.p, Aqcoe4G018100.1.p, Aqcoe4G018200.2.p, Aqcoe4G018200.1.p, Aqcoe4G266900.2.p, Aqcoe4G266900.3.p, Aqcoe4G266800.1.p, Aqcoe4G266900.1.p, Aqcoe4G298500.1.p, Aqcoe5G394700.1.p, Aqcoe5G394500.1.p, Aqcoe2G118600.1.p, Aqcoe2G113500.1.p, Aqcoe2G113400.1.p, Aqcoe2G118500.1.p	VIT_208s0007g02660.1, VIT_208s0007g02670.2, VIT_208s0007g02670.1, VIT_208s0007g02640.1, VIT_208s0007g02630.1
OG0000104	Aqcoe1G436600.1.p	VIT_208s0007g02710.1
OG0000104	Aqcoe2G117900.1.p	VIT_206s0080g00980.1, VIT_206s0080g00990.1, VIT_206s0080g01020.1, VIT_206s0080g01000.1, VIT_208s0007g02720.3, VIT_208s0007g02720.1, VIT_208s0007g02720.2
OG0000105	Aqcoe3G145000.1.p, Aqcoe5G400800.1.p	VIT_214s0066g00460.2, VIT_214s0066g00460.1
OG0000105	Aqcoe4G304500.1.p, Aqcoe4G304500.2.p	VIT_210s0116g00440.1
OG0000105	Aqcoe2G131100.1.p, Aqcoe1G452500.2.p, Aqcoe1G452500.1.p	VIT_208s0007g03600.1, VIT_208s0007g03600.2, VIT_206s0061g01540.1
OG0000106	Aqcoe6G196800.1.p, Aqcoe6G197000.1.p, Aqcoe6G192900.1.p, Aqcoe6G196600.1.p, Aqcoe6G196700.1.p, Aqcoe6G197300.1.p	VIT_218s0001g00300.1
OG0000106	Aqcoe6G197100.1.p	VIT_203s0038g03490.1, VIT_203s0038g03510.1, VIT_203s0038g03780.1, VIT_203s0038g03790.1, VIT_203s0038g03485.1, VIT_203s0038g03770.1, VIT_203s0038g03756.1, VIT_203s0038g03760.1, VIT_203s0038g03465.1, VIT_203s0038g03480.1, VIT_203s0038g03470.1, VIT_203s0038g03500.1, VIT_203s0038g03520.1
OG0000107	Aqcoe3G024000.1.p, Aqcoe2G152900.1.p	VIT_201s0011g04180.1
OG0000107	Aqcoe2G153000.12.p, Aqcoe2G153000.13.p, Aqcoe2G153000.5.p, Aqcoe2G153000.3.p, Aqcoe2G153000.1.p, Aqcoe2G153000.8.p, Aqcoe2G153000.6.p, Aqcoe2G153000.2.p, Aqcoe2G153000.4.p, Aqcoe2G153000.7.p, Aqcoe2G153000.10.p, Aqcoe2G153000.11.p, Aqcoe2G153000.9.p, Aqcoe3G024100.2.p, Aqcoe3G024100.8.p, Aqcoe3G024100.3.p, Aqcoe3G024100.5.p, Aqcoe3G024100.1.p, Aqcoe3G024100.7.p, Aqcoe3G024100.6.p, Aqcoe3G024100.9.p, Aqcoe3G024100.4.p	VIT_214s0006g02480.3, VIT_214s0006g02480.2, VIT_214s0006g02480.1, VIT_214s0006g02480.4, VIT_214s0006g02480.6, VIT_214s0006g02480.5
OG0000107	Aqcoe3G156300.1.p	VIT_217s0000g03170.2, VIT_217s0000g03170.1
OG0000108	Aqcoe2G248100.2.p, Aqcoe2G248100.1.p, Aqcoe2G248100.3.p, Aqcoe2G248100.4.p, Aqcoe4G098900.1.p, Aqcoe1G248700.2.p, Aqcoe1G248700.3.p, Aqcoe1G248700.1.p, Aqcoe1G248900.1.p, Aqcoe1G248900.2.p, Aqcoe2G248000.1.p, Aqcoe4G162600.1.p, Aqcoe4G162600.2.p, Aqcoe1G107000.1.p	VIT_207s0005g02660.7, VIT_207s0005g02660.3, VIT_207s0005g02660.8, VIT_207s0005g02660.4, VIT_207s0005g02660.1
OG0000108	Aqcoe5G291000.1.p, Aqcoe5G290900.1.p	VIT_205s0020g00900.6, VIT_205s0020g00890.4, VIT_205s0020g00890.2, VIT_205s0020g00890.1, VIT_205s0020g00890.3
OG0000108	Aqcoe4G017400.3.p, Aqcoe4G017400.2.p, Aqcoe4G017400.1.p, Aqcoe4G017300.1.p	VIT_210s0003g02540.1, VIT_210s0003g02570.1, VIT_210s0003g02580.1
OG0000109	Aqcoe6G247900.1.p, Aqcoe6G247900.2.p	VIT_203s0038g00700.1
OG0000109	Aqcoe5G178000.1.p, Aqcoe5G178000.2.p	VIT_204s0023g03060.2, VIT_204s0023g03060.3, VIT_204s0023g03060.4, VIT_204s0023g03060.1, VIT_218s0001g13580.1
OG0000112	Aqcoe7G228400.1.p, Aqcoe4G301500.1.p, Aqcoe7G225300.1.p, Aqcoe3G207100.1.p, Aqcoe7G228500.1.p	VIT_219s0027g00800.1
OG0000112	Aqcoe4G200100.1.p	VIT_214s0108g00960.1
OG0000113	Aqcoe6G315000.1.p	VIT_204s0008g05640.1
OG0000113	Aqcoe7G080200.1.p	VIT_215s0048g00630.1
OG0000113	Aqcoe5G161300.1.p	VIT_212s0035g02000.1
OG0000113	Aqcoe7G076700.1.p	VIT_212s0055g00800.1, VIT_202s0154g00300.1
OG0000114	Aqcoe1G244900.2.p, Aqcoe1G244900.5.p, Aqcoe1G244900.1.p, Aqcoe1G244900.3.p, Aqcoe1G244900.4.p, Aqcoe1G272500.1.p, Aqcoe1G272500.3.p, Aqcoe1G272500.2.p, Aqcoe4G031600.1.p, Aqcoe4G031600.2.p, Aqcoe4G031600.3.p, Aqcoe1G245000.3.p, Aqcoe1G245000.4.p, Aqcoe1G245000.2.p, Aqcoe1G245000.1.p	VIT_200s0347g00060.1, VIT_200s0743g00020.1, VIT_200s0353g00020.1, VIT_200s0420g00030.1, VIT_200s0420g00010.1
OG0000114	Aqcoe1G279800.2.p, Aqcoe1G279800.1.p	VIT_200s0420g00005.1, VIT_200s0353g00050.2, VIT_200s0353g00050.1
OG0000115	Aqcoe5G137100.1.p, Aqcoe5G137500.1.p	VIT_208s0040g00710.1, VIT_208s0040g00715.1
OG0000115	Aqcoe7G428900.1.p	VIT_214s0060g00990.1, VIT_214s0060g01000.1
OG0000116	Aqcoe3G420700.1.p, Aqcoe1G480100.1.p, Aqcoe7G321900.1.p, Aqcoe1G485800.1.p, Aqcoe3G423600.1.p, Aqcoe3G420800.1.p	VIT_206s0004g04370.1
OG0000116	Aqcoe7G324500.1.p	VIT_213s0019g00780.1, VIT_206s0004g03890.1
OG0000117	Aqcoe1G501500.1.p	VIT_201s0011g05070.1, VIT_201s0011g05082.1, VIT_201s0011g05150.1, VIT_201s0011g05180.1, VIT_201s0011g05190.1, VIT_201s0011g05170.1, VIT_201s0011g05120.1, VIT_201s0011g05110.1, VIT_201s0011g05140.1, VIT_201s0011g05130.1
OG0000118	Aqcoe7G258200.1.p	VIT_219s0015g01190.1
OG0000118	Aqcoe5G444300.1.p	VIT_202s0025g01050.4
OG0000118	Aqcoe7G017800.1.p	VIT_202s0025g01050.2
OG0000118	Aqcoe5G212800.1.p, Aqcoe6G221500.1.p	VIT_203s0038g02390.1
OG0000120	Aqcoe2G011200.1.p, Aqcoe1G018900.1.p	VIT_208s0007g06170.2, VIT_208s0007g06170.1, VIT_208s0007g06170.4, VIT_208s0007g06170.3
OG0000120	Aqcoe1G020800.1.p, Aqcoe1G020800.2.p	VIT_208s0007g06140.1
OG0000120	Aqcoe2G011900.5.p, Aqcoe2G011900.3.p, Aqcoe2G011900.4.p, Aqcoe2G011900.6.p, Aqcoe2G011900.2.p, Aqcoe2G011900.1.p	VIT_213s0064g01380.1
OG0000120	Aqcoe7G036400.1.p	VIT_215s0046g03030.1, VIT_215s0046g03030.2
OG0000121	Aqcoe1G068600.1.p	VIT_214s0036g01040.1, VIT_214s0036g01050.1, VIT_201s0011g00800.1, VIT_206s0009g00800.1
OG0000121	Aqcoe1G069000.4.p, Aqcoe1G069000.1.p, Aqcoe1G069000.2.p, Aqcoe1G069000.5.p, Aqcoe1G069000.6.p, Aqcoe1G069000.7.p, Aqcoe1G069000.3.p, Aqcoe1G068800.1.p, Aqcoe1G069100.1.p	VIT_206s0009g00810.1, VIT_206s0009g00810.5, VIT_206s0009g00810.2, VIT_206s0009g00810.6, VIT_206s0009g00810.4, VIT_206s0009g00810.3
OG0000121	Aqcoe1G069200.2.p, Aqcoe1G069200.4.p, Aqcoe1G069200.3.p, Aqcoe1G069200.1.p, Aqcoe1G069400.1.p, Aqcoe1G069400.2.p	VIT_208s0032g00470.2, VIT_208s0032g00470.5, VIT_206s0004g06110.4, VIT_206s0009g00780.1, VIT_208s0032g00470.3
OG0000122	Aqcoe2G146000.1.p	VIT_211s0037g01170.1
