Orthogroup	P_amilis.proteins	D_spatulata.proteins
OG0000120	FUN_004771-T1, FUN_032956-T1	Ds_00011028-RA
OG0000120	FUN_004748-T1	Ds_00011026-RA
OG0000120	FUN_049140-T1, FUN_037205-T1	Ds_00004593-RA
OG0000120	FUN_040842-T1	Ds_00015941-RA
OG0000121	FUN_022170-T1, FUN_042012-T1	Ds_00007035-RA
OG0000121	FUN_009612-T1	Ds_00010128-RA
OG0000121	FUN_008752-T5, FUN_008752-T1, FUN_008752-T2, FUN_008753-T1, FUN_008752-T4, FUN_039944-T1	Ds_00014897-RA
OG0000122	FUN_022901-T1	Ds_00016938-RA, Ds_00018075-RA
OG0000124	FUN_012683-T1	Ds_00009554-RA
OG0000124	FUN_046055-T1, FUN_046056-T1, FUN_046057-T1, FUN_046063-T1, FUN_046061-T1, FUN_046062-T1, FUN_046064-T1	Ds_00015312-RA
OG0000124	FUN_042202-T1	Ds_00003136-RA
OG0000125	FUN_042787-T2, FUN_042787-T1, FUN_042787-T3	Ds_00004719-RA
OG0000125	FUN_000423-T2, FUN_000423-T1, FUN_000424-T1	Ds_00006911-RA
OG0000126	FUN_032490-T1	Ds_00012722-RA
OG0000127	FUN_042852-T1, FUN_024673-T1, FUN_024672-T1, FUN_024676-T1	Ds_00000390-RA, Ds_00012730-RA
OG0000127	FUN_046971-T1, FUN_011383-T1	Ds_00017651-RA
OG0000128	FUN_005948-T1	Ds_00011307-RA, Ds_00008095-RA
OG0000129	FUN_008279-T1	Ds_00008115-RA
OG0000129	FUN_008282-T1	Ds_00014831-RA, Ds_00009085-RA
OG0000131	FUN_023918-T1, FUN_028063-T1, FUN_050388-T1, FUN_032815-T1, FUN_032816-T1, FUN_032812-T1, FUN_032814-T1, FUN_023703-T1, FUN_023694-T1, FUN_023696-T1, FUN_038830-T1, FUN_029252-T1, FUN_050387-T1, FUN_028129-T1, FUN_028106-T1, FUN_028062-T1	Ds_00008212-RA, Ds_00013324-RA
OG0000135	FUN_005277-T2, FUN_005277-T1	Ds_00011844-RA
OG0000135	FUN_041672-T1, FUN_006039-T1	Ds_00002569-RA
OG0000135	FUN_025181-T1, FUN_050254-T1	Ds_00000458-RA, Ds_00012779-RA
OG0000135	FUN_005976-T1, FUN_044613-T1	Ds_00003378-RA, Ds_00002564-RA
OG0000136	FUN_047448-T2, FUN_010903-T1, FUN_047448-T1, FUN_036741-T1, FUN_012662-T1	Ds_00012310-RA
OG0000137	FUN_024797-T1	Ds_00001512-RA, Ds_00014384-RA, Ds_00014967-RA, Ds_00014968-RA
OG0000138	FUN_030061-T1	Ds_00008401-RA
OG0000138	FUN_047956-T1	Ds_00015496-RA
OG0000139	FUN_004597-T1, FUN_004596-T1	Ds_00013858-RA, Ds_00013856-RA
OG0000140	FUN_027748-T2, FUN_027748-T1, FUN_027740-T1, FUN_027742-T1, FUN_027742-T2, FUN_027743-T1, FUN_027741-T1, FUN_027966-T1, FUN_027739-T1, FUN_027737-T1, FUN_027965-T1, FUN_027963-T1, FUN_027950-T1	Ds_00002651-RA
OG0000143	FUN_048622-T1, FUN_048621-T1	Ds_00017988-RA
OG0000143	FUN_038410-T1, FUN_038409-T1, FUN_038405-T1, FUN_008739-T1	Ds_00009459-RA, Ds_00005378-RA, Ds_00009460-RA
OG0000144	FUN_000166-T1, FUN_002736-T1	Ds_00006975-RA
OG0000144	FUN_032317-T1	Ds_00008018-RA
OG0000144	FUN_038128-T2, FUN_038128-T1	Ds_00008164-RA
OG0000144	FUN_031226-T2, FUN_031226-T1	Ds_00010956-RA, Ds_00003597-RA
OG0000145	FUN_049212-T2, FUN_049212-T1, FUN_049210-T1, FUN_049209-T1, FUN_049203-T1, FUN_049206-T1, FUN_049200-T1, FUN_049208-T1, FUN_037150-T1, FUN_037148-T1, FUN_037152-T1, FUN_037149-T1, FUN_037151-T1, FUN_037022-T2, FUN_037153-T1, FUN_037061-T1	Ds_00004600-RA
OG0000146	FUN_049426-T1	Ds_00014708-RA, Ds_00014704-RA, Ds_00014622-RA
OG0000146	FUN_019188-T1	Ds_00006085-RA
OG0000147	FUN_027291-T2, FUN_027291-T1	Ds_00005844-RA
OG0000148	FUN_047938-T1	Ds_00010086-RA
OG0000148	FUN_030056-T1	Ds_00017699-RA
OG0000149	FUN_049620-T1, FUN_049620-T2, FUN_049620-T3	Ds_00012034-RA
OG0000149	FUN_036896-T1	Ds_00009210-RA
OG0000149	FUN_020568-T1, FUN_049540-T1	Ds_00006233-RA
OG0000149	FUN_049910-T1, FUN_047846-T2, FUN_047846-T1, FUN_047851-T1, FUN_047854-T1, FUN_038236-T2, FUN_038236-T1	Ds_00003858-RA
OG0000152	FUN_013099-T1, FUN_013100-T1, FUN_013101-T1, FUN_041983-T1, FUN_049290-T1	Ds_00007505-RA
OG0000153	FUN_046354-T1	Ds_00005175-RA
OG0000153	FUN_052302-T1, FUN_035967-T1	Ds_00014432-RA
OG0000154	FUN_044906-T1	Ds_00014448-RA
OG0000154	FUN_030464-T2, FUN_030464-T1	Ds_00009433-RA
OG0000155	FUN_042866-T1, FUN_042868-T1, FUN_024693-T1, FUN_042865-T1	Ds_00014910-RA
OG0000155	FUN_024686-T1, FUN_024690-T1, FUN_024689-T1, FUN_042864-T1	Ds_00004721-RA
OG0000156	FUN_026848-T1, FUN_034047-T1	Ds_00007972-RA
OG0000156	FUN_053301-T1, FUN_025934-T1	Ds_00003462-RA
OG0000157	FUN_053304-T1, FUN_053304-T2	Ds_00011121-RA
OG0000157	FUN_053243-T1	Ds_00000657-RA
OG0000157	FUN_053182-T1	Ds_00015738-RA, Ds_00009636-RA
OG0000159	FUN_013050-T1, FUN_013049-T1, FUN_037590-T1, FUN_001971-T1, FUN_048296-T1, FUN_048297-T1	Ds_00013623-RA, Ds_00013624-RA, Ds_00007406-RA, Ds_00013622-RA, Ds_00012539-RA
OG0000159	FUN_045098-T1, FUN_045098-T2	Ds_00004538-RA
OG0000159	FUN_010843-T1, FUN_010842-T1, FUN_014121-T1	Ds_00004525-RA, Ds_00004526-RA
OG0000160	FUN_025629-T2, FUN_025629-T1, FUN_042643-T1	Ds_00007481-RA
OG0000160	FUN_004181-T1	Ds_00013430-RA
OG0000161	FUN_032738-T1, FUN_032740-T1, FUN_032743-T1, FUN_032739-T1, FUN_032741-T1, FUN_032746-T1, FUN_032747-T1, FUN_032748-T1, FUN_032745-T1, FUN_004341-T1, FUN_004337-T1, FUN_046490-T1	Ds_00008227-RA, Ds_00008230-RA, Ds_00004514-RA, Ds_00013396-RA
OG0000162	FUN_016604-T2, FUN_016604-T1, FUN_029837-T1	Ds_00008464-RA
OG0000162	FUN_033505-T1, FUN_020099-T1	Ds_00006516-RA
OG0000162	FUN_005506-T1, FUN_005512-T1, FUN_034118-T1, FUN_034117-T1, FUN_033506-T1, FUN_033508-T1, FUN_033509-T1, FUN_033507-T1, FUN_020105-T1, FUN_033510-T1	Ds_00005880-RA
OG0000163	FUN_027896-T1	Ds_00011543-RA
OG0000163	FUN_002651-T1, FUN_035696-T1	Ds_00006949-RA
OG0000164	FUN_040409-T1	Ds_00016899-RA, Ds_00000385-RA
OG0000164	FUN_042279-T1, FUN_015644-T1	Ds_00001238-RA
OG0000164	FUN_026300-T1, FUN_026300-T2	Ds_00007283-RA
OG0000165	FUN_011966-T1	Ds_00001766-RA
OG0000167	FUN_043673-T1	Ds_00008681-RA, Ds_00008627-RA, Ds_00007273-RA, Ds_00017743-RA, Ds_00002188-RA, Ds_00014960-RA, Ds_00014248-RA
OG0000167	FUN_040794-T1	Ds_00014101-RA, Ds_00015803-RA, Ds_00002846-RA
OG0000168	FUN_024578-T1, FUN_024578-T2	Ds_00010005-RA
OG0000168	FUN_040372-T4, FUN_040372-T2, FUN_040372-T3, FUN_040372-T1, FUN_040372-T5	Ds_00006112-RA
OG0000169	FUN_036813-T1, FUN_051596-T1	Ds_00004019-RA
OG0000169	FUN_034368-T1	Ds_00003898-RA
OG0000170	FUN_047999-T1	Ds_00015508-RA
OG0000170	FUN_018166-T1	Ds_00016912-RA
OG0000170	FUN_015124-T1	Ds_00006258-RA, Ds_00006960-RA
OG0000171	FUN_001827-T1, FUN_006366-T1	Ds_00014598-RA, Ds_00002404-RA, Ds_00000753-RA
OG0000172	FUN_012879-T1, FUN_004104-T1	Ds_00015990-RA, Ds_00014297-RA
OG0000173	FUN_021488-T1	Ds_00008498-RA, Ds_00018001-RA, Ds_00000349-RA, Ds_00010973-RA, Ds_00006728-RA, Ds_00007195-RA, Ds_00015053-RA, Ds_00008450-RA, Ds_00014042-RA, Ds_00017268-RA, Ds_00006674-RA, Ds_00012604-RA
OG0000179	FUN_005858-T1	Ds_00005952-RA
OG0000179	FUN_014593-T1	Ds_00010315-RA
OG0000179	FUN_003878-T1	Ds_00001438-RA, Ds_00013435-RA
OG0000180	FUN_052816-T1	Ds_00016983-RA
OG0000180	FUN_024783-T1, FUN_042976-T1	Ds_00017730-RA
OG0000181	FUN_038660-T1, FUN_038660-T2, FUN_038660-T3	Ds_00017542-RA
OG0000181	FUN_035921-T1, FUN_021663-T3, FUN_021663-T1, FUN_021663-T2	Ds_00014418-RA
OG0000182	FUN_014663-T2, FUN_014663-T1, FUN_014575-T1, FUN_014576-T1, FUN_027416-T1	Ds_00010282-RA, Ds_00005977-RA
OG0000182	FUN_014575-T2	Ds_00008849-RA, Ds_00013004-RA
OG0000183	FUN_012734-T1, FUN_012734-T2, FUN_012734-T3, FUN_012734-T5, FUN_012734-T4	Ds_00012303-RA, Ds_00001174-RA
OG0000183	FUN_043268-T2, FUN_043268-T1, FUN_043267-T1	Ds_00011530-RA
OG0000184	FUN_015134-T1	Ds_00003186-RA, Ds_00006449-RA
OG0000184	FUN_015125-T1, FUN_015127-T1, FUN_015128-T1	Ds_00006448-RA
OG0000184	FUN_010419-T1	Ds_00014554-RA
OG0000185	FUN_002529-T2, FUN_002529-T1	Ds_00003146-RA
OG0000185	FUN_019414-T1	Ds_00003193-RA
OG0000185	FUN_002526-T1	Ds_00006933-RA
OG0000187	FUN_031838-T1	Ds_00006661-RA
OG0000188	FUN_052186-T1, FUN_018072-T1, FUN_018084-T1, FUN_018084-T2, FUN_018083-T1, FUN_018083-T2	Ds_00001285-RA, Ds_00001284-RA
OG0000188	FUN_037306-T1, FUN_048070-T1	Ds_00015932-RA, Ds_00008381-RA
OG0000189	FUN_002920-T1	Ds_00014158-RA
OG0000189	FUN_039258-T1, FUN_039259-T1	Ds_00003762-RA
OG0000191	FUN_004699-T1, FUN_004701-T1, FUN_004696-T1, FUN_004698-T1, FUN_004743-T1, FUN_004747-T1, FUN_004742-T1	Ds_00009563-RA, Ds_00000808-RA, Ds_00011024-RA
OG0000192	FUN_052483-T1	Ds_00004053-RA
OG0000192	FUN_014157-T1, FUN_011632-T1, FUN_014152-T1, FUN_018457-T1, FUN_014154-T1, FUN_014162-T1, FUN_000731-T1	Ds_00004978-RA, Ds_00009310-RA, Ds_00015642-RA
OG0000193	FUN_005601-T1	Ds_00013537-RA, Ds_00014382-RA, Ds_00012193-RA
OG0000198	FUN_049268-T1	Ds_00010071-RA
OG0000198	FUN_048833-T1, FUN_048406-T1	Ds_00009858-RA
OG0000198	FUN_038749-T1, FUN_018806-T1	Ds_00001079-RA
OG0000199	FUN_014541-T1	Ds_00014671-RA
OG0000199	FUN_027090-T1	Ds_00007893-RA, Ds_00015747-RA
OG0000199	FUN_009915-T1	Ds_00004356-RA
OG0000199	FUN_015552-T1, FUN_026377-T1	Ds_00012859-RA, Ds_00014801-RA
OG0000200	FUN_030984-T1, FUN_030981-T1, FUN_009419-T1	Ds_00016619-RA
OG0000200	FUN_026457-T1	Ds_00006108-RA, Ds_00006110-RA
OG0000201	FUN_052561-T2, FUN_052561-T1	Ds_00016810-RA, Ds_00008360-RA
OG0000201	FUN_014150-T1, FUN_014149-T1	Ds_00015640-RA
OG0000203	FUN_037249-T1	Ds_00003582-RA
OG0000206	FUN_027480-T1	Ds_00004104-RA, Ds_00004103-RA
OG0000206	FUN_033784-T1, FUN_033785-T1, FUN_033786-T1	Ds_00007448-RA
OG0000207	FUN_051161-T1	Ds_00007817-RA, Ds_00001074-RA
OG0000207	FUN_030105-T1	Ds_00009946-RA
OG0000207	FUN_039910-T1	Ds_00000933-RA
OG0000207	FUN_049718-T1, FUN_037042-T1	Ds_00001632-RA, Ds_00008813-RA
OG0000207	FUN_037044-T1, FUN_049716-T1	Ds_00008814-RA
OG0000208	FUN_050137-T1, FUN_024044-T1	Ds_00002327-RA
OG0000211	FUN_029249-T1, FUN_018978-T1, FUN_018975-T1, FUN_029248-T1	Ds_00012122-RA, Ds_00012463-RA, Ds_00012462-RA, Ds_00007175-RA, Ds_00000439-RA, Ds_00012459-RA
OG0000211	FUN_011092-T1	Ds_00005345-RA
OG0000211	FUN_032601-T1, FUN_023399-T1	Ds_00010559-RA
OG0000212	FUN_013921-T1, FUN_022785-T1	Ds_00012990-RA
OG0000212	FUN_049301-T2	Ds_00007503-RA, Ds_00010063-RA
OG0000213	FUN_035134-T1, FUN_012323-T1, FUN_012323-T2	Ds_00004488-RA
OG0000213	FUN_035996-T2, FUN_035996-T1, FUN_052335-T1, FUN_052335-T2, FUN_012624-T1, FUN_012624-T2	Ds_00009515-RA
OG0000216	FUN_046275-T1	Ds_00014036-RA
OG0000216	FUN_010692-T1, FUN_010692-T2, FUN_047305-T4, FUN_047305-T2, FUN_047305-T1	Ds_00006476-RA
OG0000216	FUN_027531-T3, FUN_027531-T2, FUN_027531-T1	Ds_00005269-RA
OG0000217	FUN_002820-T1	Ds_00007309-RA, Ds_00007311-RA
OG0000218	FUN_017631-T2, FUN_017631-T1, FUN_041610-T1	Ds_00005113-RA
OG0000219	FUN_045096-T1, FUN_014925-T1	Ds_00003099-RA, Ds_00007306-RA, Ds_00009965-RA, Ds_00007304-RA, Ds_00009970-RA
OG0000219	FUN_045119-T1, FUN_045124-T1, FUN_045118-T1, FUN_045097-T1	Ds_00007308-RA, Ds_00003100-RA, Ds_00009967-RA, Ds_00009968-RA, Ds_00009180-RA, Ds_00007307-RA, Ds_00007305-RA, Ds_00009969-RA, Ds_00009950-RA, Ds_00010404-RA, Ds_00003104-RA, Ds_00009949-RA, Ds_00009181-RA
OG0000220	FUN_046481-T1, FUN_046484-T1	Ds_00005279-RA
OG0000221	FUN_020120-T1	Ds_00011265-RA
OG0000221	FUN_029064-T1, FUN_041387-T1, FUN_020694-T1	Ds_00005941-RA, Ds_00007739-RA
OG0000221	FUN_011672-T1	Ds_00016123-RA, Ds_00014147-RA
OG0000222	FUN_041733-T1, FUN_017768-T1	Ds_00011130-RA
OG0000222	FUN_040473-T1	Ds_00015918-RA
OG0000222	FUN_024802-T1	Ds_00000960-RA
OG0000222	FUN_034110-T1	Ds_00005548-RA
OG0000224	FUN_036642-T1, FUN_036641-T1, FUN_043200-T1	Ds_00015113-RA
OG0000224	FUN_015748-T1	Ds_00001155-RA, Ds_00017987-RA
OG0000227	FUN_030034-T1, FUN_010177-T1, FUN_010177-T2	Ds_00008521-RA, Ds_00015271-RA, Ds_00012771-RA
OG0000228	FUN_046968-T1, FUN_011385-T1	Ds_00007084-RA
OG0000229	FUN_031002-T1, FUN_009410-T1	Ds_00013197-RA, Ds_00016620-RA
OG0000229	FUN_002222-T1, FUN_050585-T1	Ds_00007857-RA
OG0000230	FUN_024149-T1	Ds_00002554-RA
OG0000230	FUN_037736-T1, FUN_048392-T1	Ds_00002902-RA, Ds_00005465-RA
OG0000231	FUN_010865-T3, FUN_010865-T1, FUN_010865-T2, FUN_047432-T1, FUN_047432-T2	Ds_00016273-RA
OG0000231	FUN_009214-T1, FUN_032262-T2, FUN_032262-T1	Ds_00015462-RA
OG0000232	FUN_012008-T1, FUN_012007-T1, FUN_012011-T1, FUN_045838-T1	Ds_00014009-RA
OG0000235	FUN_000308-T1, FUN_000110-T1	Ds_00006097-RA
OG0000235	FUN_004801-T2, FUN_004801-T1	Ds_00014038-RA
OG0000235	FUN_012854-T4, FUN_012854-T3, FUN_012854-T1, FUN_012854-T2	Ds_00017558-RA
OG0000236	FUN_019112-T1	Ds_00015612-RA
OG0000236	FUN_041655-T1	Ds_00008273-RA
OG0000236	FUN_016364-T2, FUN_016364-T1	Ds_00015613-RA
OG0000237	FUN_053019-T1	Ds_00015067-RA
OG0000237	FUN_053153-T1	Ds_00015066-RA, Ds_00018036-RA
OG0000237	FUN_000698-T1	Ds_00008137-RA
OG0000238	FUN_002073-T1, FUN_042827-T1, FUN_045661-T1, FUN_046398-T1, FUN_001110-T1, FUN_001110-T2, FUN_001108-T1, FUN_001111-T1, FUN_001107-T1, FUN_001106-T1, FUN_001105-T1, FUN_017740-T1, FUN_001112-T1	Ds_00009909-RA, Ds_00012113-RA, Ds_00014947-RA
OG0000240	FUN_002062-T1	Ds_00005490-RA
OG0000241	FUN_017300-T1, FUN_041292-T1	Ds_00015289-RA, Ds_00005132-RA
OG0000241	FUN_041233-T1, FUN_017244-T1, FUN_044819-T1, FUN_017238-T1, FUN_017246-T1, FUN_017252-T1	Ds_00009206-RA
OG0000242	FUN_037687-T1, FUN_037686-T1, FUN_037688-T1, FUN_037688-T2, FUN_037653-T1, FUN_037654-T1, FUN_037650-T2, FUN_037650-T1, FUN_037651-T1, FUN_037659-T1, FUN_037660-T1, FUN_037666-T1, FUN_037664-T1, FUN_037676-T1, FUN_037669-T1, FUN_037662-T1, FUN_037663-T1, FUN_037677-T4, FUN_037677-T1, FUN_037677-T2, FUN_037677-T3, FUN_037680-T1, FUN_037647-T1, FUN_037667-T1, FUN_037652-T1	Ds_00012553-RA
OG0000242	FUN_048345-T1, FUN_048345-T2, FUN_048345-T3	Ds_00002892-RA
OG0000243	FUN_018559-T1, FUN_018558-T1, FUN_018557-T1	Ds_00001346-RA, Ds_00002144-RA
OG0000244	FUN_015335-T1, FUN_015334-T1	Ds_00015624-RA, Ds_00012931-RA
OG0000244	FUN_043603-T1	Ds_00005926-RA
OG0000244	FUN_036940-T1	Ds_00016294-RA, Ds_00006368-RA
OG0000247	FUN_042894-T1, FUN_024716-T1	Ds_00003230-RA
OG0000247	FUN_024717-T1, FUN_042906-T1, FUN_024719-T1	Ds_00004686-RA, Ds_00001094-RA
OG0000248	FUN_014124-T1	Ds_00009307-RA
OG0000249	FUN_034648-T1	Ds_00006075-RA
OG0000249	FUN_033051-T1, FUN_003724-T1	Ds_00002711-RA
OG0000249	FUN_047555-T1	Ds_00017247-RA
OG0000250	FUN_036030-T1, FUN_052350-T1	Ds_00003938-RA, Ds_00014446-RA
OG0000250	FUN_044942-T1, FUN_044942-T2	Ds_00012078-RA
OG0000250	FUN_049192-T1	Ds_00004610-RA, Ds_00016483-RA
OG0000251	FUN_046654-T1	Ds_00013459-RA
OG0000251	FUN_030312-T1	Ds_00006599-RA
OG0000254	FUN_042420-T1, FUN_021291-T1	Ds_00002367-RA, Ds_00000795-RA, Ds_00016930-RA
OG0000256	FUN_022783-T1, FUN_022784-T1, FUN_013924-T1	Ds_00012988-RA
OG0000256	FUN_037183-T1, FUN_037184-T1, FUN_032428-T1, FUN_037179-T1, FUN_037190-T1, FUN_037189-T1, FUN_037209-T1, FUN_037204-T1, FUN_037193-T1, FUN_037195-T1, FUN_037192-T1, FUN_037202-T1, FUN_037188-T1, FUN_037185-T1, FUN_049142-T2, FUN_049142-T1, FUN_037191-T1	Ds_00016497-RA
OG0000257	FUN_009254-T1, FUN_032219-T1	Ds_00009045-RA
OG0000257	FUN_002831-T1, FUN_002831-T3, FUN_002831-T2, FUN_039301-T2, FUN_039301-T1	Ds_00001881-RA
OG0000262	FUN_024722-T1	Ds_00003887-RA
OG0000262	FUN_051491-T1	Ds_00003658-RA
OG0000262	FUN_003508-T1	Ds_00009337-RA
OG0000262	FUN_011934-T1	Ds_00002158-RA, Ds_00007580-RA
OG0000263	FUN_046441-T1, FUN_046442-T1, FUN_046440-T1	Ds_00007557-RA
OG0000264	FUN_034960-T1	Ds_00004404-RA
OG0000265	FUN_011920-T2, FUN_011920-T1, FUN_049254-T1	Ds_00001790-RA
OG0000265	FUN_005711-T1, FUN_005712-T1, FUN_041659-T1, FUN_041683-T1, FUN_012733-T3, FUN_012733-T6, FUN_012733-T4, FUN_012733-T2, FUN_012733-T5, FUN_012733-T1, FUN_012737-T1	Ds_00001172-RA
OG0000266	FUN_035283-T1, FUN_012447-T1	Ds_00010221-RA, Ds_00017447-RA
OG0000268	FUN_007893-T1, FUN_026180-T1	Ds_00007255-RA
OG0000269	FUN_006463-T2, FUN_006463-T3, FUN_006463-T1	Ds_00000770-RA
OG0000269	FUN_005120-T2, FUN_005120-T1	Ds_00009079-RA
OG0000270	FUN_031439-T1, FUN_020087-T1, FUN_043360-T1	Ds_00013290-RA
OG0000271	FUN_010906-T1, FUN_010906-T2, FUN_010901-T1	Ds_00011411-RA, Ds_00011409-RA
OG0000276	FUN_038553-T1, FUN_049823-T1, FUN_049822-T1, FUN_049821-T1	Ds_00000122-RA
OG0000276	FUN_032445-T1	Ds_00015826-RA
OG0000276	FUN_002520-T1	Ds_00006180-RA
OG0000276	FUN_010257-T1	Ds_00014383-RA
OG0000277	FUN_048694-T1	Ds_00001265-RA
OG0000277	FUN_048623-T1	Ds_00001588-RA
OG0000277	FUN_023857-T1	Ds_00009985-RA, Ds_00008597-RA
OG0000277	FUN_036512-T1	Ds_00013965-RA
OG0000278	FUN_001489-T1, FUN_027214-T1, FUN_044546-T2, FUN_044546-T1	Ds_00011940-RA
OG0000278	FUN_011938-T2, FUN_011938-T1, FUN_046609-T1	Ds_00002166-RA
OG0000279	FUN_043112-T1, FUN_045048-T1	Ds_00007694-RA, Ds_00005605-RA, Ds_00004534-RA
OG0000280	FUN_031792-T1, FUN_025254-T1, FUN_025254-T2	Ds_00010589-RA
OG0000280	FUN_020597-T1, FUN_020597-T3, FUN_020597-T2	Ds_00014355-RA
OG0000286	FUN_017519-T1, FUN_041554-T1	Ds_00008101-RA
OG0000286	FUN_051780-T1	Ds_00017034-RA
OG0000287	FUN_010414-T1	Ds_00016016-RA, Ds_00008874-RA
OG0000288	FUN_049973-T1, FUN_049973-T3, FUN_049973-T2, FUN_020079-T3, FUN_020079-T1, FUN_020079-T2	Ds_00002369-RA, Ds_00000797-RA
OG0000289	FUN_039871-T2, FUN_039871-T1	Ds_00010809-RA
OG0000291	FUN_032536-T1, FUN_032536-T2, FUN_023332-T1, FUN_023332-T2, FUN_023332-T6	Ds_00010576-RA
OG0000291	FUN_011047-T1	Ds_00012421-RA, Ds_00012419-RA
OG0000291	FUN_041458-T1	Ds_00004904-RA
OG0000292	FUN_027554-T1	Ds_00013450-RA, Ds_00008121-RA
OG0000293	FUN_042208-T1	Ds_00002024-RA, Ds_00013705-RA
OG0000293	FUN_035723-T1, FUN_052347-T1, FUN_052346-T1, FUN_052348-T1	Ds_00014444-RA, Ds_00003940-RA
OG0000294	FUN_000189-T1, FUN_002724-T1	Ds_00006252-RA, Ds_00006973-RA
OG0000295	FUN_005699-T1, FUN_005699-T2	Ds_00007144-RA
OG0000295	FUN_000277-T1	Ds_00005521-RA
OG0000295	FUN_005104-T1	Ds_00003456-RA
OG0000296	FUN_024605-T1	Ds_00017519-RA, Ds_00001817-RA
OG0000296	FUN_035086-T1	Ds_00004478-RA
OG0000297	FUN_005565-T1, FUN_005562-T1	Ds_00016377-RA, Ds_00016375-RA, Ds_00004895-RA
OG0000297	FUN_011775-T1	Ds_00002561-RA
OG0000297	FUN_011776-T1	Ds_00000609-RA, Ds_00000605-RA, Ds_00000606-RA, Ds_00000599-RA, Ds_00000608-RA, Ds_00000603-RA, Ds_00000600-RA, Ds_00000604-RA, Ds_00000602-RA
OG0000298	FUN_020166-T1	Ds_00012811-RA
OG0000298	FUN_029580-T1, FUN_017021-T1	Ds_00012836-RA
OG0000298	FUN_041607-T1, FUN_017616-T1	Ds_00012069-RA, Ds_00007294-RA, Ds_00013510-RA
OG0000299	FUN_017692-T1	Ds_00009227-RA, Ds_00003147-RA
OG0000300	FUN_028803-T2, FUN_028803-T1	Ds_00005528-RA, Ds_00001934-RA, Ds_00006100-RA
OG0000301	FUN_027295-T1, FUN_015537-T1	Ds_00014589-RA
OG0000302	FUN_033774-T1	Ds_00012373-RA
OG0000302	FUN_016896-T1	Ds_00011067-RA
OG0000302	FUN_029839-T1, FUN_016597-T1	Ds_00006710-RA
OG0000302	FUN_025112-T1, FUN_050327-T1	Ds_00003824-RA
OG0000303	FUN_032380-T4, FUN_032380-T2, FUN_032380-T1, FUN_032380-T3, FUN_022948-T1	Ds_00008984-RA
OG0000303	FUN_029995-T1, FUN_016452-T1, FUN_016452-T2	Ds_00008507-RA, Ds_00012101-RA
OG0000308	FUN_032762-T1	Ds_00009977-RA
OG0000309	FUN_031146-T3, FUN_031146-T2, FUN_031146-T1, FUN_025514-T1	Ds_00011241-RA
OG0000311	FUN_032799-T1, FUN_004579-T1, FUN_004570-T1, FUN_004584-T1, FUN_046118-T1, FUN_004585-T1, FUN_004582-T1, FUN_004577-T1, FUN_004580-T1, FUN_004576-T1, FUN_004573-T1, FUN_004572-T1, FUN_004571-T1, FUN_004575-T1, FUN_004583-T1, FUN_004587-T1	Ds_00010988-RA
OG0000313	FUN_052145-T1, FUN_005569-T1	Ds_00014371-RA
OG0000313	FUN_032313-T1, FUN_009171-T1	Ds_00015470-RA
OG0000313	FUN_047449-T1	Ds_00011412-RA, Ds_00003755-RA
OG0000314	FUN_038966-T1, FUN_020279-T1	Ds_00015566-RA
OG0000315	FUN_000681-T1, FUN_002143-T1, FUN_017758-T1, FUN_002145-T1, FUN_002134-T1, FUN_051640-T1	Ds_00003348-RA, Ds_00003347-RA
OG0000315	FUN_030112-T1, FUN_030112-T2, FUN_030719-T1, FUN_027299-T1	Ds_00009504-RA
OG0000316	FUN_003110-T1, FUN_003110-T2	Ds_00009824-RA, Ds_00007937-RA
OG0000316	FUN_006117-T1, FUN_021451-T1	Ds_00013630-RA, Ds_00003417-RA
OG0000318	FUN_008954-T3, FUN_008954-T4, FUN_008954-T5, FUN_008954-T2, FUN_008954-T1, FUN_013713-T1	Ds_00007027-RA
OG0000321	FUN_044761-T1, FUN_007669-T1	Ds_00010037-RA
OG0000321	FUN_000203-T1, FUN_002707-T1	Ds_00006963-RA
OG0000321	FUN_051281-T1	Ds_00014160-RA, Ds_00007828-RA
OG0000322	FUN_024738-T1, FUN_024426-T1, FUN_024739-T1	Ds_00011797-RA
OG0000323	FUN_043557-T1	Ds_00006563-RA
OG0000323	FUN_004348-T1, FUN_042710-T2, FUN_042710-T1	Ds_00014812-RA, Ds_00015051-RA
OG0000324	FUN_025985-T1	Ds_00016941-RA
OG0000325	FUN_044336-T3, FUN_044336-T1, FUN_044336-T2, FUN_011893-T1, FUN_011893-T2, FUN_040108-T1, FUN_040110-T1	Ds_00009803-RA
OG0000326	FUN_025585-T1, FUN_031036-T1	Ds_00013206-RA
OG0000326	FUN_035968-T2, FUN_035968-T1, FUN_052303-T1	Ds_00003958-RA, Ds_00003708-RA
OG0000327	FUN_042714-T1	Ds_00000569-RA
OG0000327	FUN_020910-T1	Ds_00003627-RA, Ds_00010932-RA
OG0000327	FUN_015882-T1, FUN_006480-T1	Ds_00002360-RA
OG0000328	FUN_025407-T1, FUN_032065-T1, FUN_032062-T1, FUN_032063-T1	Ds_00014943-RA
OG0000329	FUN_001808-T1, FUN_006343-T1	Ds_00016932-RA
OG0000330	FUN_007470-T1, FUN_025047-T1	Ds_00007533-RA
OG0000331	FUN_045478-T1	Ds_00008749-RA, Ds_00013684-RA
OG0000332	FUN_001012-T1	Ds_00007759-RA, Ds_00008518-RA
OG0000335	FUN_033602-T1	Ds_00006490-RA, Ds_00008589-RA
