Orthogroup	P_amilis.proteins	A_coerulea.proteins
OG0000077	FUN_051935-T1, FUN_051914-T1, FUN_051913-T1, FUN_051934-T1, FUN_051915-T1, FUN_051916-T1, FUN_045694-T1, FUN_045693-T1, FUN_051940-T1	Aqcoe4G087900.1.p, Aqcoe4G179500.1.p, Aqcoe4G178900.1.p, Aqcoe0403s0001.1.p, Aqcoe0403s0002.1.p, Aqcoe4G127100.1.p, Aqcoe4G088100.1.p, Aqcoe4G178600.1.p, Aqcoe4G179400.1.p, Aqcoe4G126100.1.p, Aqcoe4G127000.1.p, Aqcoe4G126000.1.p
OG0000077	FUN_018829-T1	Aqcoe2G031900.1.p, Aqcoe2G031800.1.p
OG0000077	FUN_000256-T1	Aqcoe1G007000.1.p, Aqcoe1G007200.1.p, Aqcoe1G007200.2.p, Aqcoe6G314700.1.p
OG0000078	FUN_030618-T1	Aqcoe5G097200.1.p, Aqcoe2G156200.1.p, Aqcoe2G252100.1.p, Aqcoe4G127300.1.p, Aqcoe5G017600.1.p, Aqcoe2G131700.1.p, Aqcoe2G131600.1.p
OG0000078	FUN_041364-T1, FUN_011520-T1	Aqcoe7G124500.1.p
OG0000084	FUN_028502-T1, FUN_028512-T1, FUN_046448-T1, FUN_046447-T1, FUN_046444-T1, FUN_046450-T1, FUN_046449-T1, FUN_046445-T1	Aqcoe4G200700.1.p, Aqcoe4G269900.1.p, Aqcoe4G255600.1.p, Aqcoe4G270200.1.p, Aqcoe4G292300.1.p, Aqcoe4G204300.1.p, Aqcoe1G276500.1.p, Aqcoe4G243100.1.p, Aqcoe2G126900.1.p, Aqcoe4G264900.1.p, Aqcoe4G280800.1.p, Aqcoe4G267400.1.p, Aqcoe1G280700.1.p, Aqcoe1G386000.1.p, Aqcoe1G230100.1.p, Aqcoe1G380700.1.p, Aqcoe1G380800.1.p, Aqcoe1G385900.1.p, Aqcoe1G385800.1.p, Aqcoe1G386100.1.p, Aqcoe1G386500.1.p, Aqcoe1G394400.1.p, Aqcoe4G236800.1.p, Aqcoe1G386300.1.p, Aqcoe1G385600.1.p, Aqcoe1G386200.1.p, Aqcoe1G385400.1.p
OG0000085	FUN_041708-T1, FUN_028183-T1	Aqcoe7G428500.1.p
OG0000085	FUN_007810-T1	Aqcoe2G069700.1.p
OG0000085	FUN_005979-T1, FUN_044617-T1	Aqcoe7G239100.1.p
OG0000085	FUN_003118-T1	Aqcoe1G060400.1.p, Aqcoe1G060400.2.p
OG0000085	FUN_041849-T1	Aqcoe5G241700.1.p
OG0000087	FUN_004476-T1, FUN_032711-T1	Aqcoe1G041400.1.p, Aqcoe2G039200.1.p
OG0000087	FUN_038676-T1, FUN_038676-T2	Aqcoe6G024800.1.p
OG0000087	FUN_047495-T1, FUN_010957-T1	Aqcoe3G311200.1.p
OG0000088	FUN_046753-T1, FUN_025362-T1, FUN_025362-T2, FUN_025363-T1, FUN_025363-T2, FUN_046755-T1, FUN_046754-T1	Aqcoe1G425600.1.p
OG0000089	FUN_006211-T3, FUN_006211-T2, FUN_006211-T1, FUN_006211-T4	Aqcoe7G202700.8.p, Aqcoe7G202700.9.p, Aqcoe7G202700.10.p, Aqcoe7G202700.4.p, Aqcoe7G202700.3.p, Aqcoe7G202700.5.p, Aqcoe7G202700.1.p, Aqcoe7G202700.2.p, Aqcoe3G215000.1.p, Aqcoe7G202900.1.p, Aqcoe7G202400.1.p, Aqcoe7G202400.2.p, Aqcoe7G202600.1.p, Aqcoe7G202600.2.p, Aqcoe1G185700.1.p
OG0000089	FUN_038467-T1, FUN_008746-T1, FUN_008390-T1, FUN_008390-T2, FUN_008390-T3, FUN_008390-T4, FUN_026304-T1	Aqcoe7G202300.2.p, Aqcoe7G202300.1.p, Aqcoe7G202200.1.p
OG0000090	FUN_052301-T2, FUN_052301-T1	Aqcoe5G263600.3.p, Aqcoe5G263600.1.p, Aqcoe5G263600.2.p
OG0000091	FUN_032283-T1, FUN_034071-T1, FUN_034072-T1, FUN_003535-T1	Aqcoe1G208000.1.p
OG0000091	FUN_038181-T1, FUN_018772-T1, FUN_018773-T1, FUN_030891-T1, FUN_030890-T1, FUN_030889-T1, FUN_030888-T1, FUN_030887-T1, FUN_030892-T1	Aqcoe6G159700.1.p, Aqcoe6G159600.1.p, Aqcoe6G232900.1.p, Aqcoe6G232700.1.p
OG0000092	FUN_017551-T1, FUN_036306-T1, FUN_017552-T1, FUN_047116-T1, FUN_050902-T1, FUN_017541-T1, FUN_012616-T1, FUN_014331-T1, FUN_013995-T1, FUN_013984-T1, FUN_017540-T1, FUN_008235-T1, FUN_014470-T1, FUN_005023-T1, FUN_018581-T1, FUN_044125-T1, FUN_017545-T1, FUN_017554-T1, FUN_017547-T1, FUN_017453-T1, FUN_018071-T1, FUN_014526-T1, FUN_014403-T1, FUN_013990-T1, FUN_013969-T1, FUN_013954-T1, FUN_015384-T1, FUN_015430-T1, FUN_013996-T1, FUN_013963-T1, FUN_013953-T1, FUN_015382-T1, FUN_015274-T1, FUN_015383-T1, FUN_015371-T1, FUN_015369-T1, FUN_015368-T1, FUN_013968-T1	Aqcoe4G221400.1.p, Aqcoe1G272600.1.p, Aqcoe1G317600.1.p, Aqcoe1G317400.1.p
OG0000093	FUN_000348-T2, FUN_000348-T1, FUN_000344-T1, FUN_035606-T1, FUN_000349-T1, FUN_007585-T1, FUN_008357-T1, FUN_023486-T1, FUN_015864-T1, FUN_007588-T1	Aqcoe7G301000.1.p, Aqcoe7G300700.1.p, Aqcoe0021s0001.1.p, Aqcoe7G295300.1.p, Aqcoe7G301400.1.p, Aqcoe7G300100.2.p, Aqcoe7G300100.1.p, Aqcoe7G300000.1.p
OG0000095	FUN_053310-T2, FUN_053310-T1, FUN_053071-T1, FUN_053071-T3, FUN_053071-T2, FUN_053071-T4, FUN_053289-T2, FUN_053289-T1	Aqcoe6G022200.2.p, Aqcoe6G022200.3.p, Aqcoe6G022200.4.p, Aqcoe6G022200.1.p, Aqcoe7G165300.4.p, Aqcoe7G165300.1.p, Aqcoe7G165300.3.p, Aqcoe7G165300.2.p, Aqcoe7G165300.5.p, Aqcoe7G165300.7.p, Aqcoe7G165300.6.p
OG0000096	FUN_004754-T1, FUN_031243-T1, FUN_031242-T1, FUN_045233-T1, FUN_032549-T1, FUN_031248-T1, FUN_031250-T1, FUN_032550-T1	Aqcoe4G273300.1.p, Aqcoe7G439300.1.p, Aqcoe4G135000.1.p, Aqcoe4G135100.1.p
OG0000097	FUN_010778-T1	Aqcoe3G278900.1.p
OG0000097	FUN_052250-T1	Aqcoe1G102600.1.p
OG0000097	FUN_025610-T1, FUN_025606-T1, FUN_018196-T1, FUN_016809-T1, FUN_010872-T1, FUN_005885-T1	Aqcoe7G307500.1.p
OG0000098	FUN_024139-T1	Aqcoe5G210900.1.p
OG0000098	FUN_036291-T1	Aqcoe3G000700.1.p, Aqcoe2G055200.1.p, Aqcoe2G055300.1.p
OG0000098	FUN_048014-T1	Aqcoe7G037100.1.p
OG0000098	FUN_040838-T1	Aqcoe1G090000.1.p
OG0000099	FUN_004255-T1, FUN_007844-T1, FUN_007845-T1, FUN_004319-T1, FUN_000816-T1, FUN_004293-T1, FUN_006143-T1, FUN_004278-T1, FUN_004291-T1, FUN_004281-T1, FUN_004285-T1, FUN_004252-T1, FUN_012557-T1, FUN_004277-T1, FUN_013003-T1, FUN_007545-T1, FUN_004218-T1, FUN_004273-T1, FUN_004257-T1, FUN_004271-T1, FUN_004244-T1	Aqcoe6G049600.1.p, Aqcoe6G049500.1.p, Aqcoe6G049400.1.p, Aqcoe6G049300.1.p
OG0000101	FUN_053190-T1	Aqcoe2G168400.1.p
OG0000102	FUN_043426-T1, FUN_036782-T1, FUN_036783-T1, FUN_036786-T1	Aqcoe1G229600.2.p, Aqcoe1G229600.1.p, Aqcoe1G229500.1.p, Aqcoe1G144900.1.p, Aqcoe2G016700.1.p, Aqcoe7G350300.1.p, Aqcoe2G016600.1.p
OG0000103	FUN_011723-T1, FUN_046785-T1	Aqcoe4G056500.3.p, Aqcoe4G056500.4.p, Aqcoe4G056500.1.p, Aqcoe4G056500.2.p
OG0000103	FUN_008761-T1, FUN_008761-T2	Aqcoe7G153000.2.p, Aqcoe7G153000.1.p, Aqcoe7G153000.3.p, Aqcoe7G153000.4.p, Aqcoe1G314500.1.p
OG0000104	FUN_020265-T1	Aqcoe1G436200.1.p
OG0000104	FUN_022997-T1	Aqcoe1G436600.1.p
OG0000104	FUN_048807-T1, FUN_048810-T1, FUN_048813-T1, FUN_048812-T1, FUN_048811-T1, FUN_048808-T1, FUN_033750-T1	Aqcoe2G117900.1.p
OG0000105	FUN_046429-T1, FUN_046432-T1	Aqcoe4G304500.1.p, Aqcoe4G304500.2.p
OG0000105	FUN_039134-T1, FUN_049962-T1	Aqcoe2G131100.1.p, Aqcoe1G452500.2.p, Aqcoe1G452500.1.p
OG0000107	FUN_020121-T2, FUN_020121-T1	Aqcoe3G024000.1.p, Aqcoe2G152900.1.p
OG0000107	FUN_033480-T2, FUN_033480-T1, FUN_020090-T1	Aqcoe2G153000.12.p, Aqcoe2G153000.13.p, Aqcoe2G153000.5.p, Aqcoe2G153000.3.p, Aqcoe2G153000.1.p, Aqcoe2G153000.8.p, Aqcoe2G153000.6.p, Aqcoe2G153000.2.p, Aqcoe2G153000.4.p, Aqcoe2G153000.7.p, Aqcoe2G153000.10.p, Aqcoe2G153000.11.p, Aqcoe2G153000.9.p, Aqcoe3G024100.2.p, Aqcoe3G024100.8.p, Aqcoe3G024100.3.p, Aqcoe3G024100.5.p, Aqcoe3G024100.1.p, Aqcoe3G024100.7.p, Aqcoe3G024100.6.p, Aqcoe3G024100.9.p, Aqcoe3G024100.4.p
OG0000107	FUN_046807-T1	Aqcoe3G156300.1.p
OG0000108	FUN_005434-T3, FUN_005434-T2, FUN_005434-T1, FUN_005432-T1, FUN_013601-T2, FUN_013601-T3, FUN_013601-T1	Aqcoe2G248100.2.p, Aqcoe2G248100.1.p, Aqcoe2G248100.3.p, Aqcoe2G248100.4.p, Aqcoe4G098900.1.p, Aqcoe1G248700.2.p, Aqcoe1G248700.3.p, Aqcoe1G248700.1.p, Aqcoe1G248900.1.p, Aqcoe1G248900.2.p, Aqcoe2G248000.1.p, Aqcoe4G162600.1.p, Aqcoe4G162600.2.p, Aqcoe1G107000.1.p
OG0000108	FUN_034902-T1	Aqcoe4G017400.3.p, Aqcoe4G017400.2.p, Aqcoe4G017400.1.p, Aqcoe4G017300.1.p
OG0000109	FUN_050760-T1, FUN_002160-T1, FUN_002160-T2	Aqcoe6G247900.1.p, Aqcoe6G247900.2.p
OG0000109	FUN_031066-T1, FUN_025571-T1, FUN_038539-T1	Aqcoe5G178000.1.p, Aqcoe5G178000.2.p
OG0000112	FUN_048674-T1	Aqcoe4G301500.1.p, Aqcoe7G225300.1.p, Aqcoe3G207100.1.p, Aqcoe7G228500.1.p
OG0000112	FUN_009885-T1	Aqcoe4G200100.1.p, Aqcoe2G195100.1.p, Aqcoe2G190800.1.p
OG0000113	FUN_036924-T1	Aqcoe7G080200.1.p
OG0000113	FUN_040152-T1, FUN_040153-T1	Aqcoe5G161300.1.p
OG0000114	FUN_008529-T1, FUN_008532-T1, FUN_008538-T1, FUN_008540-T1, FUN_035476-T1, FUN_035471-T1, FUN_035477-T1, FUN_035473-T1, FUN_035478-T2, FUN_035478-T1, FUN_035478-T3, FUN_046590-T1, FUN_046591-T1, FUN_021823-T2, FUN_021823-T1, FUN_030024-T1, FUN_027385-T1	Aqcoe1G244900.2.p, Aqcoe1G244900.5.p, Aqcoe1G244900.1.p, Aqcoe1G244900.3.p, Aqcoe1G244900.4.p, Aqcoe1G272500.1.p, Aqcoe1G272500.3.p, Aqcoe1G272500.2.p, Aqcoe4G031600.1.p, Aqcoe4G031600.2.p, Aqcoe4G031600.3.p, Aqcoe1G245000.3.p, Aqcoe1G245000.4.p, Aqcoe1G245000.2.p, Aqcoe1G245000.1.p
OG0000114	FUN_008517-T1, FUN_035468-T1	Aqcoe1G279800.2.p, Aqcoe1G279800.1.p
OG0000115	FUN_044854-T1, FUN_044847-T1, FUN_044852-T1, FUN_044855-T1, FUN_044853-T1, FUN_044851-T1	Aqcoe5G137100.1.p
OG0000115	FUN_004395-T1, FUN_004390-T1	Aqcoe5G136900.1.p, Aqcoe5G137000.1.p, Aqcoe5G136700.1.p, Aqcoe5G137300.1.p, Aqcoe5G137400.1.p
OG0000115	FUN_052407-T1	Aqcoe5G137600.1.p
OG0000116	FUN_024579-T1	Aqcoe1G480100.1.p, Aqcoe7G321900.1.p
OG0000116	FUN_024580-T1, FUN_029945-T1, FUN_011257-T1	Aqcoe7G324500.1.p
OG0000117	FUN_046833-T1, FUN_046834-T1, FUN_046830-T1, FUN_046836-T1, FUN_016578-T1, FUN_046831-T1, FUN_046842-T1, FUN_046844-T1, FUN_046840-T1, FUN_046839-T1, FUN_046838-T1, FUN_024371-T1, FUN_046825-T1, FUN_046829-T1, FUN_046841-T1, FUN_046824-T1, FUN_046826-T1, FUN_020513-T1, FUN_001316-T1, FUN_001319-T1, FUN_001321-T1, FUN_015683-T1, FUN_020368-T1, FUN_020378-T1	Aqcoe1G501500.1.p
OG0000118	FUN_018231-T1, FUN_037349-T1, FUN_024743-T1	Aqcoe7G258200.1.p
OG0000118	FUN_031123-T1	Aqcoe5G212800.1.p, Aqcoe6G221500.1.p
OG0000119	FUN_032783-T1, FUN_032786-T1, FUN_032789-T1, FUN_032784-T1, FUN_032788-T1, FUN_032787-T1, FUN_012215-T1, FUN_012205-T1, FUN_012202-T1, FUN_012206-T1, FUN_012207-T1, FUN_035450-T1, FUN_035452-T1	Aqcoe5G401000.1.p, Aqcoe2G359600.1.p, Aqcoe4G152700.1.p, Aqcoe4G139900.1.p, Aqcoe4G140200.1.p, Aqcoe2G358000.1.p, Aqcoe2G358100.1.p, Aqcoe2G357900.1.p, Aqcoe4G278600.1.p
OG0000120	FUN_004771-T1, FUN_032956-T1	Aqcoe2G011200.1.p, Aqcoe1G018900.1.p
OG0000120	FUN_004748-T1	Aqcoe1G020800.1.p, Aqcoe1G020800.2.p
OG0000120	FUN_040842-T1	Aqcoe7G036400.1.p
OG0000121	FUN_022170-T1, FUN_042012-T1, FUN_009612-T1	Aqcoe1G068600.1.p
OG0000121	FUN_049916-T1	Aqcoe1G069000.4.p, Aqcoe1G069000.1.p, Aqcoe1G069000.2.p, Aqcoe1G069000.5.p, Aqcoe1G069000.6.p, Aqcoe1G069000.7.p, Aqcoe1G069000.3.p, Aqcoe1G068800.1.p, Aqcoe1G069100.1.p
OG0000121	FUN_008752-T3, FUN_039941-T1	Aqcoe1G069200.2.p, Aqcoe1G069200.4.p, Aqcoe1G069200.3.p, Aqcoe1G069200.1.p, Aqcoe1G069400.1.p, Aqcoe1G069400.2.p
OG0000123	FUN_020427-T1, FUN_020425-T1, FUN_041852-T1, FUN_041857-T1, FUN_041858-T1, FUN_041856-T1, FUN_041647-T1, FUN_003771-T1	Aqcoe5G334300.1.p
OG0000124	FUN_046051-T1, FUN_046050-T1, FUN_012683-T1, FUN_046055-T1, FUN_046056-T1, FUN_046057-T1, FUN_046063-T1, FUN_046061-T1, FUN_046062-T1, FUN_046064-T1	Aqcoe6G146500.2.p, Aqcoe6G146500.1.p, Aqcoe4G288300.1.p, Aqcoe6G145700.1.p, Aqcoe6G146400.1.p, Aqcoe6G152400.1.p
OG0000124	FUN_046942-T1, FUN_013341-T1	Aqcoe5G156300.1.p
OG0000124	FUN_042202-T1	Aqcoe2G339400.1.p
OG0000125	FUN_042787-T2, FUN_042787-T1, FUN_042787-T3	Aqcoe2G321200.1.p
OG0000125	FUN_033204-T1, FUN_033204-T2	Aqcoe2G319500.1.p
OG0000126	FUN_032490-T1	Aqcoe1G261900.1.p
OG0000127	FUN_036806-T1, FUN_051586-T1, FUN_042852-T1, FUN_024673-T1, FUN_024672-T1, FUN_024676-T1	Aqcoe2G313000.1.p
OG0000127	FUN_046971-T1, FUN_011383-T1, FUN_011381-T1, FUN_011381-T2, FUN_011382-T1, FUN_046977-T2, FUN_046977-T1, FUN_046978-T1, FUN_046974-T2, FUN_046974-T1, FUN_046975-T1, FUN_031774-T1	Aqcoe3G159400.1.p, Aqcoe5G345400.2.p, Aqcoe5G345400.1.p
OG0000128	FUN_018673-T1	Aqcoe5G394000.2.p, Aqcoe5G394000.3.p, Aqcoe5G394000.7.p, Aqcoe5G394000.8.p, Aqcoe5G394000.6.p, Aqcoe5G394000.5.p, Aqcoe5G394000.4.p, Aqcoe5G394000.1.p, Aqcoe4G283000.5.p, Aqcoe4G282400.1.p, Aqcoe4G283000.4.p, Aqcoe4G282800.4.p, Aqcoe4G282800.5.p, Aqcoe4G282200.2.p, Aqcoe4G282800.3.p, Aqcoe4G283000.3.p, Aqcoe4G282800.2.p, Aqcoe4G282800.1.p, Aqcoe4G283000.1.p, Aqcoe4G283000.2.p, Aqcoe4G282200.1.p
OG0000128	FUN_005948-T1	Aqcoe7G249400.1.p, Aqcoe5G410100.1.p
OG0000129	FUN_008279-T1	Aqcoe7G330100.1.p
OG0000129	FUN_008282-T1	Aqcoe0018s0008.3.p, Aqcoe0018s0008.1.p, Aqcoe0018s0008.2.p, Aqcoe0018s0007.1.p, Aqcoe1G239100.1.p, Aqcoe1G239100.2.p, Aqcoe7G330700.1.p, Aqcoe0018s0003.3.p, Aqcoe0018s0003.2.p, Aqcoe0018s0003.1.p, Aqcoe7G330300.1.p, Aqcoe7G330300.2.p, Aqcoe7G330000.1.p, Aqcoe4G109900.1.p, Aqcoe4G109600.1.p, Aqcoe7G256400.1.p, Aqcoe4G123000.1.p, Aqcoe7G256300.1.p
OG0000131	FUN_028128-T1, FUN_023918-T1, FUN_028063-T1, FUN_050388-T1, FUN_032815-T1, FUN_032816-T1, FUN_032812-T1, FUN_032814-T1, FUN_023703-T1, FUN_023694-T1, FUN_023696-T1, FUN_038830-T1, FUN_029252-T1, FUN_050387-T1, FUN_028129-T1, FUN_028106-T1, FUN_028062-T1	Aqcoe7G437600.1.p
OG0000135	FUN_005277-T2, FUN_005277-T1	Aqcoe7G122400.1.p
OG0000135	FUN_041672-T1, FUN_006039-T1, FUN_025181-T1, FUN_050254-T1, FUN_005976-T1, FUN_044613-T1	Aqcoe7G240700.1.p
OG0000136	FUN_010903-T1, FUN_047448-T1	Aqcoe3G301500.2.p, Aqcoe3G301500.1.p
OG0000136	FUN_012662-T1	Aqcoe3G257500.1.p, Aqcoe1G245600.3.p, Aqcoe1G245600.2.p, Aqcoe1G245600.1.p
OG0000136	FUN_051971-T1, FUN_045727-T1	Aqcoe6G221600.1.p, Aqcoe6G221600.2.p
OG0000136	FUN_025538-T1, FUN_031119-T1	Aqcoe5G212600.2.p, Aqcoe5G212600.4.p
OG0000137	FUN_043057-T1, FUN_043055-T1, FUN_043053-T1, FUN_043064-T2, FUN_043059-T1, FUN_043060-T1, FUN_043064-T1, FUN_043058-T1, FUN_043065-T1, FUN_043052-T1, FUN_043051-T1, FUN_043049-T1, FUN_043054-T1, FUN_043056-T1, FUN_043070-T1, FUN_043071-T1, FUN_042992-T1, FUN_042991-T1, FUN_042990-T1, FUN_042989-T1, FUN_024797-T1	Aqcoe2G284000.1.p, Aqcoe2G284400.1.p, Aqcoe6G231700.1.p, Aqcoe4G138100.1.p, Aqcoe2G284600.1.p, Aqcoe2G284200.1.p, Aqcoe2G284500.1.p, Aqcoe6G231900.1.p, Aqcoe5G094200.1.p
OG0000139	FUN_004597-T1, FUN_004596-T1, FUN_030156-T1, FUN_030159-T1, FUN_030162-T1, FUN_019197-T1, FUN_019194-T1, FUN_030158-T1, FUN_030157-T1, FUN_004595-T1, FUN_019198-T1	Aqcoe1G233500.1.p
OG0000140	FUN_027748-T2, FUN_027748-T1, FUN_027740-T1, FUN_027742-T1, FUN_027742-T2, FUN_027743-T1, FUN_027741-T1, FUN_027966-T1, FUN_027739-T1, FUN_027737-T1, FUN_027965-T1, FUN_027963-T1, FUN_027950-T1	Aqcoe3G439600.1.p
OG0000142	FUN_052174-T1, FUN_052173-T1	Aqcoe4G041600.1.p, Aqcoe4G049300.1.p, Aqcoe3G044000.1.p, Aqcoe4G046900.1.p, Aqcoe4G042800.2.p, Aqcoe4G042800.1.p, Aqcoe4G046700.1.p, Aqcoe4G047400.1.p, Aqcoe4G054100.1.p, Aqcoe4G053500.1.p, Aqcoe4G003300.1.p, Aqcoe4G112700.1.p, Aqcoe4G140700.1.p, Aqcoe2G046000.1.p, Aqcoe5G319200.1.p, Aqcoe4G069400.2.p, Aqcoe4G069400.1.p, Aqcoe4G167300.1.p, Aqcoe4G050300.1.p, Aqcoe4G050300.3.p, Aqcoe4G050300.2.p, Aqcoe3G272500.1.p
OG0000144	FUN_032317-T1	Aqcoe5G299000.1.p
OG0000144	FUN_038128-T2, FUN_038128-T1	Aqcoe6G078400.1.p
OG0000144	FUN_041305-T2, FUN_041305-T1	Aqcoe4G072200.1.p, Aqcoe5G190800.1.p, Aqcoe3G244400.1.p, Aqcoe3G244500.1.p
OG0000145	FUN_004561-T2, FUN_004561-T1	Aqcoe5G342300.1.p
OG0000145	FUN_049212-T2, FUN_049212-T1, FUN_049210-T1, FUN_049209-T1, FUN_049203-T1, FUN_049206-T1, FUN_049200-T1, FUN_049208-T1, FUN_037150-T1, FUN_037148-T1, FUN_037152-T1, FUN_037149-T1, FUN_037151-T1, FUN_037022-T2, FUN_037153-T1, FUN_037061-T1	Aqcoe7G039100.1.p, Aqcoe7G039100.2.p, Aqcoe7G038900.2.p, Aqcoe7G038900.1.p, Aqcoe7G039000.1.p
OG0000146	FUN_039349-T1	Aqcoe5G252500.1.p
OG0000146	FUN_047884-T1	Aqcoe5G070200.1.p, Aqcoe1G144400.2.p
OG0000146	FUN_049426-T1	Aqcoe1G092700.1.p
OG0000146	FUN_003857-T1, FUN_003855-T1, FUN_004598-T1, FUN_030181-T1, FUN_019188-T1, FUN_030177-T1	Aqcoe1G092200.1.p
OG0000147	FUN_031379-T3, FUN_031379-T2, FUN_031379-T1	Aqcoe5G397600.3.p, Aqcoe5G397600.2.p, Aqcoe5G397600.1.p, Aqcoe5G397600.4.p
OG0000147	FUN_027291-T2, FUN_027291-T1	Aqcoe1G141800.2.p, Aqcoe1G141800.1.p
OG0000148	FUN_047942-T1, FUN_009668-T1, FUN_009669-T1, FUN_009676-T1, FUN_009670-T1, FUN_047938-T1, FUN_030056-T1	Aqcoe1G108600.2.p, Aqcoe1G108600.4.p, Aqcoe1G108600.1.p, Aqcoe1G108600.3.p
OG0000149	FUN_049620-T1, FUN_049620-T2, FUN_049620-T3	Aqcoe5G411900.2.p, Aqcoe5G411900.1.p
OG0000152	FUN_041983-T1, FUN_049290-T1	Aqcoe7G298400.1.p, Aqcoe1G411800.1.p, Aqcoe1G412400.1.p, Aqcoe1G430600.1.p, Aqcoe3G407600.1.p
OG0000153	FUN_046354-T1, FUN_027346-T1, FUN_052302-T1, FUN_035967-T1	Aqcoe1G489000.2.p
OG0000154	FUN_032207-T1	Aqcoe5G298100.1.p
OG0000154	FUN_030464-T2, FUN_030464-T1	Aqcoe5G140900.2.p, Aqcoe5G140900.1.p
OG0000156	FUN_024336-T1	Aqcoe7G150600.1.p
OG0000156	FUN_026848-T1, FUN_034047-T1	Aqcoe7G328900.1.p
OG0000159	FUN_013050-T1, FUN_013049-T1, FUN_037590-T1, FUN_001971-T1, FUN_048296-T1, FUN_048297-T1	Aqcoe6G153500.1.p, Aqcoe6G153700.1.p, Aqcoe1G187100.1.p, Aqcoe4G288900.1.p, Aqcoe0440s0003.1.p, Aqcoe4G288500.1.p, Aqcoe0440s0001.1.p, Aqcoe4G291800.1.p, Aqcoe4G289900.1.p, Aqcoe1G187200.1.p
OG0000159	FUN_044263-T1, FUN_045098-T1, FUN_045098-T2, FUN_043874-T1, FUN_043904-T1, FUN_010843-T1, FUN_010842-T1, FUN_014121-T1	Aqcoe5G015700.2.p, Aqcoe5G015200.2.p, Aqcoe5G015200.1.p, Aqcoe5G015700.1.p, Aqcoe6G282000.2.p, Aqcoe7G154400.1.p, Aqcoe7G153800.1.p, Aqcoe6G282000.1.p, Aqcoe7G148200.1.p, Aqcoe7G278100.1.p, Aqcoe4G135300.1.p, Aqcoe5G014800.1.p, Aqcoe5G015900.1.p, Aqcoe2G285200.1.p, Aqcoe5G014700.1.p
OG0000160	FUN_025629-T2, FUN_025629-T1, FUN_042643-T1	Aqcoe6G170700.3.p, Aqcoe6G170700.2.p, Aqcoe6G170700.1.p, Aqcoe6G170700.4.p, Aqcoe6G170700.5.p
OG0000160	FUN_004181-T1, FUN_045573-T2, FUN_045573-T1, FUN_051804-T4, FUN_051804-T1, FUN_051804-T5, FUN_051804-T2, FUN_051804-T3, FUN_051804-T6, FUN_045572-T1	Aqcoe6G170600.1.p, Aqcoe6G170600.4.p
OG0000161	FUN_032738-T1, FUN_032740-T1, FUN_032743-T1, FUN_032739-T1, FUN_032741-T1, FUN_032746-T1, FUN_032747-T1, FUN_032748-T1, FUN_032745-T1, FUN_004341-T1, FUN_004337-T1, FUN_046490-T1	Aqcoe6G070400.1.p
OG0000161	FUN_018917-T1	Aqcoe6G070000.1.p, Aqcoe6G070200.1.p, Aqcoe4G260400.1.p, Aqcoe4G260500.1.p
OG0000161	FUN_046491-T1	Aqcoe6G070500.1.p
OG0000162	FUN_010470-T1, FUN_046817-T1, FUN_016604-T2, FUN_016604-T1, FUN_029837-T1, FUN_033505-T1, FUN_020099-T1, FUN_005506-T1, FUN_005512-T1, FUN_034118-T1, FUN_034117-T1, FUN_033506-T1, FUN_033508-T1, FUN_033509-T1, FUN_033507-T1, FUN_020105-T1, FUN_033510-T1	Aqcoe3G026900.1.p, Aqcoe3G027200.1.p
OG0000163	FUN_027896-T1	Aqcoe5G033700.1.p
OG0000163	FUN_023893-T1	Aqcoe7G119200.1.p
OG0000163	FUN_002651-T1, FUN_035696-T1	Aqcoe2G366600.2.p, Aqcoe2G366600.1.p
OG0000164	FUN_040409-T1	Aqcoe3G009200.1.p
OG0000164	FUN_042279-T1, FUN_015644-T1	Aqcoe5G237200.1.p, Aqcoe5G237200.2.p, Aqcoe2G159700.1.p
OG0000164	FUN_026300-T1, FUN_026300-T2	Aqcoe7G204100.3.p, Aqcoe7G204100.1.p, Aqcoe7G204100.2.p, Aqcoe7G204100.4.p, Aqcoe7G204100.5.p, Aqcoe7G204100.7.p, Aqcoe7G204100.6.p
OG0000165	FUN_050850-T1, FUN_011966-T1	Aqcoe4G046600.1.p, Aqcoe6G280100.1.p
OG0000168	FUN_024578-T3	Aqcoe2G019300.1.p
OG0000168	FUN_024578-T1, FUN_024578-T2, FUN_034014-T2, FUN_034014-T5, FUN_034014-T1, FUN_034014-T4, FUN_034014-T3, FUN_034015-T1, FUN_034012-T1, FUN_040372-T4, FUN_040372-T2, FUN_040372-T3, FUN_040372-T1, FUN_040372-T5	Aqcoe2G020200.1.p, Aqcoe2G019900.1.p, Aqcoe2G019900.2.p, Aqcoe2G019900.3.p, Aqcoe2G020100.2.p, Aqcoe2G020100.1.p
OG0000169	FUN_036813-T1, FUN_051596-T1	Aqcoe2G386200.1.p, Aqcoe4G262600.1.p, Aqcoe2G385900.1.p
OG0000169	FUN_034368-T1	Aqcoe2G287500.1.p, Aqcoe5G093300.1.p
OG0000170	FUN_030131-T1, FUN_030131-T2	Aqcoe1G096000.2.p
OG0000170	FUN_018166-T1	Aqcoe7G023200.1.p, Aqcoe5G436900.2.p, Aqcoe5G436900.1.p
OG0000170	FUN_015124-T1	Aqcoe5G026300.1.p
OG0000171	FUN_001827-T1, FUN_006366-T1	Aqcoe7G159800.1.p
