Orthogroup	P_amilis.proteins	A_hypochondriacus.proteins
OG0000140	FUN_027965-T1	AH001068-RA, AH001070-RA, AH003302-RA, AH014008-RA
OG0000142	FUN_052174-T1, FUN_052173-T1	AH003498-RA, AH003496-RA, AH003495-RA, AH003497-RA
OG0000143	FUN_048622-T1	AH016191-RA, AH008728-RA
OG0000143	FUN_038405-T1, FUN_008739-T1	AH008727-RA
OG0000144	FUN_000166-T1, FUN_002736-T1	AH010736-RA
OG0000144	FUN_032317-T1	AH005332-RA
OG0000144	FUN_041305-T2, FUN_041305-T1	AH011428-RA
OG0000145	FUN_004561-T2, FUN_004561-T1	AH013887-RA
OG0000145	FUN_049212-T2, FUN_049212-T1, FUN_049210-T1, FUN_049209-T1, FUN_049203-T1, FUN_049206-T1, FUN_049200-T1, FUN_049208-T1, FUN_037150-T1, FUN_037148-T1, FUN_037152-T1, FUN_037149-T1, FUN_037151-T1, FUN_037022-T2, FUN_037153-T1, FUN_037061-T1	AH009242-RA
OG0000146	FUN_049426-T1	AH013670-RA, AH013668-RA
OG0000146	FUN_003857-T1, FUN_003855-T1, FUN_004598-T1	AH019053-RA, AH016411-RA, AH023019-RA
OG0000146	FUN_019188-T1	AH023024-RA
OG0000146	FUN_030177-T1	AH008823-RA
OG0000147	FUN_031379-T3, FUN_031379-T2, FUN_031379-T1	AH021952-RA
OG0000147	FUN_032103-T1	AH004457-RA
OG0000147	FUN_027291-T2, FUN_027291-T1	AH000183-RA
OG0000148	FUN_047942-T1	AH022555-RA, AH013718-RA
OG0000148	FUN_009668-T1, FUN_009669-T1	AH013719-RA
OG0000148	FUN_009676-T1	AH013714-RA
OG0000148	FUN_047938-T1	AH022552-RA
OG0000148	FUN_030056-T1	AH022967-RA
OG0000149	FUN_049620-T1, FUN_049620-T2, FUN_049620-T3	AH016220-RA
OG0000149	FUN_036896-T1	AH022324-RA
OG0000149	FUN_049910-T1, FUN_047846-T2, FUN_047846-T1, FUN_047851-T1, FUN_047854-T1, FUN_038236-T2, FUN_038236-T1	AH018906-RA
OG0000152	FUN_013099-T1	AH022508-RA
OG0000152	FUN_013100-T1, FUN_013101-T1	AH016497-RA
OG0000152	FUN_041983-T1, FUN_049290-T1	AH022506-RA
OG0000153	FUN_046354-T1	AH008291-RA
OG0000153	FUN_052302-T1, FUN_035967-T1	AH007368-RA
OG0000154	FUN_014231-T1	AH019982-RA
OG0000154	FUN_019231-T1	AH017268-RA
OG0000155	FUN_042862-T1, FUN_024687-T1, FUN_024688-T1	AH012856-RA, AH012857-RA, AH012863-RA, AH012861-RA, AH012858-RA
OG0000155	FUN_042866-T1, FUN_042868-T1, FUN_024693-T1, FUN_042865-T1	AH012846-RA, AH012847-RA, AH012848-RA, AH022179-RA
OG0000155	FUN_024686-T1	AH012859-RA, AH012860-RA, AH012864-RA, AH012865-RA, AH012862-RA, AH010202-RA, AH022174-RA, AH010200-RA
OG0000155	FUN_024689-T1, FUN_042864-T1	AH012855-RA
OG0000156	FUN_026730-T1	AH003843-RA, AH008358-RA, AH020988-RA, AH012748-RA, AH014386-RA
OG0000157	FUN_053339-T1, FUN_053339-T2	AH009232-RA
OG0000157	FUN_053243-T1	AH001951-RA
OG0000157	FUN_053182-T1	AH019804-RA
OG0000159	FUN_013050-T1, FUN_013049-T1, FUN_037590-T1, FUN_001971-T1, FUN_048296-T1, FUN_048297-T1	AH009480-RA
OG0000159	FUN_045098-T1, FUN_045098-T2	AH011882-RA
OG0000160	FUN_025629-T2, FUN_025629-T1, FUN_042643-T1	AH016892-RA, AH023753-RA
OG0000160	FUN_004181-T1	AH005973-RA
OG0000160	FUN_045573-T2, FUN_045573-T1, FUN_051804-T4, FUN_051804-T1, FUN_051804-T5, FUN_051804-T2, FUN_051804-T3, FUN_051804-T6	AH001592-RA
OG0000160	FUN_045572-T1	AH000928-RA
OG0000161	FUN_032738-T1, FUN_032740-T1, FUN_032743-T1, FUN_032739-T1, FUN_032741-T1, FUN_032746-T1, FUN_032747-T1, FUN_032748-T1, FUN_032745-T1, FUN_004341-T1, FUN_004337-T1	AH010020-RA
OG0000162	FUN_010470-T1, FUN_046817-T1	AH017198-RA, AH002995-RA
OG0000162	FUN_016604-T2, FUN_016604-T1, FUN_029837-T1	AH022861-RA, AH022859-RA
OG0000162	FUN_033505-T1, FUN_020099-T1	AH005478-RA, AH004130-RA
OG0000162	FUN_005506-T1, FUN_005512-T1, FUN_034118-T1, FUN_034117-T1, FUN_033506-T1, FUN_033508-T1, FUN_033509-T1, FUN_033507-T1, FUN_020105-T1, FUN_033510-T1	AH000903-RA
OG0000163	FUN_027896-T1	AH014552-RA
OG0000163	FUN_023893-T1	AH013346-RA
OG0000164	FUN_040409-T1	AH021228-RA, AH014343-RA
OG0000164	FUN_042279-T1, FUN_015644-T1	AH001454-RA, AH000392-RA
OG0000164	FUN_026300-T1, FUN_026300-T2	AH020804-RA, AH014173-RA
OG0000165	FUN_011966-T1	AH001450-RA, AH009997-RA
OG0000168	FUN_024578-T3	AH020524-RA
OG0000168	FUN_034014-T2, FUN_034014-T5, FUN_034014-T1, FUN_034014-T4, FUN_034014-T3, FUN_034015-T1, FUN_034012-T1	AH020525-RA, AH006562-RA, AH006510-RA
OG0000168	FUN_040372-T4, FUN_040372-T2, FUN_040372-T3, FUN_040372-T1, FUN_040372-T5	AH007811-RA
OG0000169	FUN_036813-T1, FUN_051596-T1	AH003317-RA
OG0000169	FUN_047420-T1, FUN_047422-T1, FUN_047425-T1, FUN_047424-T1, FUN_047421-T1, FUN_047423-T1	AH014133-RA, AH023348-RA
OG0000169	FUN_034368-T1	AH010535-RA
OG0000170	FUN_030131-T1, FUN_030131-T2	AH013750-RA
OG0000170	FUN_018166-T1	AH011283-RA
OG0000170	FUN_015124-T1	AH007222-RA
OG0000171	FUN_001827-T1, FUN_006366-T1	AH000491-RA, AH002132-RA
OG0000171	FUN_005027-T1	AH023351-RA
OG0000171	FUN_026438-T1	AH020896-RA, AH014491-RA
OG0000171	FUN_019271-T1	AH018302-RA
OG0000171	FUN_036889-T1, FUN_049562-T1	AH009054-RA
OG0000172	FUN_029210-T1	AH019304-RA, AH015622-RA
OG0000179	FUN_005858-T1	AH015938-RA
OG0000179	FUN_014593-T1	AH012805-RA
OG0000179	FUN_045770-T1	AH000794-RA, AH002289-RA
OG0000179	FUN_003878-T1	AH004307-RA
OG0000180	FUN_052816-T1	AH013715-RA
OG0000180	FUN_028479-T2, FUN_028479-T1	AH014306-RA, AH021076-RA
OG0000180	FUN_024783-T1, FUN_042976-T1	AH022087-RA
OG0000181	FUN_038660-T1, FUN_038660-T2, FUN_038660-T3	AH008868-RA
OG0000181	FUN_035921-T1, FUN_021663-T3, FUN_021663-T1, FUN_021663-T2	AH010377-RA, AH003266-RA
OG0000182	FUN_014663-T2, FUN_014663-T1, FUN_014575-T1, FUN_014576-T1	AH021993-RA
OG0000182	FUN_051988-T1, FUN_051988-T2, FUN_045751-T1	AH002277-RA, AH000801-RA
OG0000182	FUN_014575-T2	AH012779-RA
OG0000183	FUN_012734-T1, FUN_012734-T2, FUN_012734-T3, FUN_012734-T5, FUN_012734-T4	AH000308-RA, AH001363-RA
OG0000183	FUN_043268-T2, FUN_043268-T1, FUN_043267-T1	AH015254-RA
OG0000184	FUN_015134-T1	AH007212-RA
OG0000184	FUN_015125-T1, FUN_015127-T1	AH019907-RA
OG0000184	FUN_015128-T1	AH007213-RA
OG0000184	FUN_010419-T1	AH017737-RA
OG0000185	FUN_002529-T2, FUN_002529-T1	AH007772-RA
OG0000185	FUN_019414-T1	AH020040-RA
OG0000185	FUN_002527-T1, FUN_002528-T1	AH010844-RA, AH007773-RA, AH010845-RA
OG0000187	FUN_031838-T1	AH004538-RA, AH005195-RA
OG0000188	FUN_041027-T1	AH018007-RA
OG0000188	FUN_013789-T1, FUN_013788-T1, FUN_013790-T1	AH019606-RA
OG0000188	FUN_037306-T1, FUN_048070-T1	AH009637-RA
OG0000189	FUN_032302-T1	AH004583-RA
OG0000190	FUN_050727-T1, FUN_006129-T1, FUN_024390-T1, FUN_005390-T1, FUN_005389-T1, FUN_002064-T1, FUN_032835-T1, FUN_006137-T1, FUN_005393-T1, FUN_006144-T1, FUN_013850-T1, FUN_052445-T1, FUN_052446-T1, FUN_005387-T1, FUN_014692-T1, FUN_006130-T1, FUN_027663-T1, FUN_004840-T1, FUN_011359-T1, FUN_004957-T1, FUN_004790-T1, FUN_004686-T1, FUN_004534-T1, FUN_021140-T1, FUN_005382-T1, FUN_005336-T1, FUN_003827-T1, FUN_005338-T1, FUN_006156-T1, FUN_008947-T1	AH021202-RA
OG0000191	FUN_032916-T1, FUN_032926-T1, FUN_032930-T1, FUN_032931-T1, FUN_032929-T1, FUN_032925-T1, FUN_032920-T1, FUN_032921-T1, FUN_032924-T1, FUN_032939-T1	AH006828-RA, AH010151-RA
OG0000191	FUN_032918-T1	AH006832-RA
OG0000191	FUN_004699-T1, FUN_004701-T1, FUN_004696-T1, FUN_004698-T1, FUN_004743-T1, FUN_004747-T1, FUN_004742-T1	AH006833-RA
OG0000192	FUN_014158-T1	AH011738-RA
OG0000192	FUN_052483-T1	AH011160-RA, AH011162-RA, AH011161-RA
OG0000192	FUN_052570-T1	AH007480-RA, AH011104-RA
OG0000192	FUN_014157-T1, FUN_011632-T1, FUN_014152-T1, FUN_018457-T1, FUN_014154-T1, FUN_014162-T1, FUN_000731-T1	AH011736-RA
OG0000192	FUN_014151-T1	AH020017-RA
OG0000193	FUN_005789-T1, FUN_005791-T1, FUN_005793-T1, FUN_005792-T1, FUN_005804-T1, FUN_024284-T1, FUN_052111-T1	AH010169-RA, AH002456-RA, AH002454-RA
OG0000193	FUN_005601-T1	AH002455-RA
OG0000198	FUN_049268-T1	AH013656-RA
OG0000198	FUN_048833-T1, FUN_048406-T1	AH009407-RA
OG0000198	FUN_038749-T1	AH006665-RA
OG0000198	FUN_018806-T1	AH004318-RA
OG0000199	FUN_014541-T1	AH011848-RA
OG0000199	FUN_025115-T1	AH013563-RA
OG0000199	FUN_015797-T1	AH000315-RA
OG0000199	FUN_009915-T1	AH001884-RA
OG0000199	FUN_015552-T1, FUN_026377-T1	AH015573-RA
OG0000200	FUN_030984-T1, FUN_030981-T1, FUN_009419-T1	AH005777-RA
OG0000200	FUN_026457-T1	AH014501-RA
OG0000200	FUN_009412-T1	AH005778-RA
OG0000201	FUN_014150-T1, FUN_014149-T1	AH020018-RA
OG0000202	FUN_049851-T1, FUN_049834-T1, FUN_049844-T1	AH000612-RA, AH000613-RA, AH016607-RA, AH003783-RA, AH008930-RA, AH002357-RA
OG0000203	FUN_013872-T2, FUN_013872-T1	AH019586-RA
OG0000204	FUN_013461-T2, FUN_039255-T1, FUN_007469-T1, FUN_006409-T1, FUN_024540-T1, FUN_044938-T1, FUN_017496-T1, FUN_021009-T1, FUN_022185-T1, FUN_023082-T1, FUN_030717-T1, FUN_007824-T1, FUN_038882-T1, FUN_019433-T1, FUN_049051-T1, FUN_038706-T1, FUN_007963-T1, FUN_003420-T1, FUN_014092-T1, FUN_038805-T1, FUN_052593-T1, FUN_021606-T1, FUN_027920-T1, FUN_030521-T1, FUN_049165-T1, FUN_029237-T1, FUN_022482-T1, FUN_000478-T1, FUN_013998-T1, FUN_003630-T1, FUN_005989-T1, FUN_028800-T1, FUN_010195-T1, FUN_029471-T1, FUN_015702-T1, FUN_044013-T1, FUN_042243-T1, FUN_012680-T1, FUN_015474-T1, FUN_000479-T1, FUN_016558-T1, FUN_049589-T1, FUN_005977-T1, FUN_033140-T1, FUN_046300-T1, FUN_039256-T1, FUN_028487-T1, FUN_052632-T1, FUN_037617-T1, FUN_032422-T1, FUN_015700-T1, FUN_052922-T1, FUN_028801-T1, FUN_043441-T1, FUN_022602-T1, FUN_003419-T1, FUN_016560-T1, FUN_015473-T1, FUN_005888-T1, FUN_047415-T1, FUN_046220-T1, FUN_024078-T1, FUN_003435-T1, FUN_034858-T1, FUN_017525-T1, FUN_034778-T1, FUN_021594-T1, FUN_035135-T1, FUN_006399-T1, FUN_016832-T1, FUN_017142-T1, FUN_037616-T1, FUN_003098-T1, FUN_032421-T1, FUN_047663-T1, FUN_036863-T1, FUN_052514-T1, FUN_034691-T1, FUN_019699-T1, FUN_001909-T1, FUN_015703-T1, FUN_022126-T1, FUN_007097-T1, FUN_019914-T1, FUN_018246-T1, FUN_003532-T1, FUN_013461-T1, FUN_015699-T1, FUN_049816-T1	AH002160-RA
OG0000206	FUN_036480-T1, FUN_036480-T2	AH010923-RA
OG0000206	FUN_021923-T1	AH010673-RA
OG0000206	FUN_033784-T1, FUN_033785-T1, FUN_033786-T1	AH022824-RA, AH007651-RA
OG0000207	FUN_051161-T1	AH002648-RA
OG0000207	FUN_030105-T1	AH022984-RA
OG0000207	FUN_039910-T1	AH018948-RA
OG0000207	FUN_049718-T1, FUN_037042-T1	AH009146-RA
OG0000207	FUN_037044-T1, FUN_049716-T1	AH009147-RA
OG0000208	FUN_024051-T1, FUN_024050-T1, FUN_024052-T1	AH013419-RA
OG0000208	FUN_050145-T1, FUN_024055-T1	AH022318-RA
OG0000208	FUN_050137-T1, FUN_024044-T1	AH013416-RA, AH022322-RA, AH013411-RA
OG0000211	FUN_029249-T1, FUN_018978-T1, FUN_018975-T1, FUN_029248-T1	AH015397-RA, AH019277-RA
OG0000211	FUN_011092-T1	AH017571-RA
OG0000211	FUN_032601-T1	AH005036-RA, AH004370-RA
OG0000212	FUN_022785-T1	AH019579-RA, AH012403-RA
OG0000212	FUN_049301-T2, FUN_049301-T1, FUN_049292-T1, FUN_049300-T1	AH013636-RA
OG0000213	FUN_035134-T1, FUN_012323-T1, FUN_012323-T2	AH021488-RA, AH014963-RA
OG0000213	FUN_035996-T2, FUN_035996-T1, FUN_052335-T1, FUN_052335-T2	AH011769-RA, AH007383-RA, AH010611-RA
OG0000213	FUN_012624-T1, FUN_012624-T2	AH000276-RA
OG0000216	FUN_046275-T1	AH008260-RA
OG0000216	FUN_010692-T1, FUN_010692-T2, FUN_047305-T4, FUN_047305-T2, FUN_047305-T1	AH002574-RA
OG0000216	FUN_027531-T3, FUN_027531-T2, FUN_027531-T1	AH000038-RA
OG0000217	FUN_002820-T1, FUN_002826-T1	AH006817-RA, AH006820-RA
OG0000218	FUN_017631-T2, FUN_017631-T1, FUN_041610-T1	AH018419-RA
OG0000219	FUN_045096-T1, FUN_014925-T1	AH012080-RA
OG0000219	FUN_013805-T1, FUN_013810-T1	AH013539-RA
OG0000219	FUN_013825-T1, FUN_014928-T1, FUN_014933-T1, FUN_014930-T1, FUN_014931-T1, FUN_015052-T1, FUN_015048-T1, FUN_015046-T1, FUN_015047-T1, FUN_015053-T1	AH012060-RA
OG0000219	FUN_045119-T1, FUN_045124-T1, FUN_045118-T1, FUN_045097-T1	AH011868-RA, AH011866-RA, AH011867-RA
OG0000220	FUN_046481-T1, FUN_046484-T1	AH018373-RA
OG0000220	FUN_046479-T1	AH018372-RA
OG0000221	FUN_020120-T1	AH016860-RA
OG0000221	FUN_033365-T1, FUN_033359-T1	AH005356-RA
OG0000221	FUN_029064-T1, FUN_041387-T1, FUN_020694-T1	AH015847-RA, AH019151-RA
OG0000222	FUN_041733-T1, FUN_017768-T1	AH018451-RA, AH011549-RA
OG0000222	FUN_040473-T1	AH019420-RA, AH010384-RA, AH019521-RA
OG0000222	FUN_024802-T1	AH012987-RA
OG0000222	FUN_034110-T1	AH012396-RA
OG0000223	FUN_012677-T1, FUN_012678-T1	AH021714-RA, AH012461-RA
OG0000223	FUN_045617-T1	AH003742-RA, AH003740-RA, AH003741-RA, AH020298-RA
OG0000224	FUN_046575-T1	AH010030-RA, AH008072-RA
OG0000224	FUN_036642-T1, FUN_036641-T1, FUN_043200-T1	AH021647-RA, AH015222-RA
OG0000224	FUN_015748-T1	AH000336-RA, AH001344-RA
OG0000227	FUN_040840-T2, FUN_040840-T1, FUN_047915-T1	AH013692-RA, AH022541-RA
OG0000227	FUN_030034-T1, FUN_010177-T1, FUN_010177-T2	AH022956-RA, AH016463-RA
OG0000228	FUN_046968-T1, FUN_011385-T1	AH002970-RA, AH017354-RA
OG0000229	FUN_031002-T1, FUN_009410-T1	AH003810-RA, AH005782-RA
OG0000230	FUN_051873-T1	AH000872-RA, AH002204-RA
OG0000230	FUN_024149-T1	AH016753-RA
OG0000230	FUN_037736-T1, FUN_048392-T1	AH009416-RA
OG0000231	FUN_009214-T1, FUN_032262-T2, FUN_032262-T1	AH004765-RA
OG0000232	FUN_012008-T1, FUN_012007-T1, FUN_012011-T1	AH009986-RA, AH009984-RA, AH009983-RA, AH009981-RA, AH009982-RA
OG0000232	FUN_045838-T1	AH008127-RA
OG0000235	FUN_000308-T1, FUN_000110-T1	AH007677-RA, AH010905-RA
OG0000235	FUN_004801-T2, FUN_004801-T1	AH020331-RA, AH006874-RA, AH006856-RA
OG0000236	FUN_019112-T1	AH023101-RA, AH016378-RA
OG0000236	FUN_041655-T1	AH013818-RA
OG0000236	FUN_016364-T2, FUN_016364-T1	AH023094-RA
OG0000236	FUN_049016-T2, FUN_049016-T1	AH022662-RA
OG0000238	FUN_002073-T1, FUN_042827-T1	AH022168-RA, AH022166-RA, AH022167-RA, AH004972-RA
OG0000238	FUN_045661-T1, FUN_046398-T1	AH002211-RA, AH002223-RA, AH002216-RA, AH013971-RA, AH002218-RA, AH000864-RA
OG0000238	FUN_001110-T1, FUN_001110-T2, FUN_001108-T1	AH005582-RA
OG0000240	FUN_002062-T1	AH007927-RA
OG0000241	FUN_017300-T1	AH011397-RA, AH018288-RA
OG0000241	FUN_041292-T1	AH018263-RA
OG0000241	FUN_041233-T1	AH016129-RA
OG0000242	FUN_037687-T1, FUN_037686-T1, FUN_037688-T1, FUN_037688-T2, FUN_037653-T1, FUN_037654-T1, FUN_037650-T2, FUN_037650-T1, FUN_037651-T1, FUN_037659-T1, FUN_037660-T1, FUN_037666-T1, FUN_037664-T1, FUN_037676-T1, FUN_037669-T1, FUN_037662-T1, FUN_037663-T1, FUN_037677-T4, FUN_037677-T1, FUN_037677-T2, FUN_037677-T3, FUN_037680-T1, FUN_037647-T1, FUN_037667-T1, FUN_037652-T1	AH009443-RA
OG0000243	FUN_018559-T1, FUN_018558-T1, FUN_018557-T1	AH003232-RA, AH003233-RA
OG0000243	FUN_040567-T1, FUN_040570-T1, FUN_040566-T1, FUN_040568-T1, FUN_040569-T1, FUN_041446-T1, FUN_041448-T1, FUN_041447-T1, FUN_041449-T1	AH018529-RA
OG0000244	FUN_015335-T1, FUN_015334-T1	AH012219-RA
OG0000244	FUN_043603-T1	AH013016-RA
OG0000244	FUN_015349-T1, FUN_015345-T1, FUN_006611-T1	AH019455-RA, AH012210-RA
OG0000244	FUN_036940-T1	AH001048-RA, AH001047-RA, AH001046-RA
OG0000245	FUN_005870-T1, FUN_005870-T2, FUN_005870-T4, FUN_005870-T3	AH015960-RA
OG0000247	FUN_042894-T1, FUN_024716-T1	AH022128-RA
OG0000247	FUN_024717-T1, FUN_042906-T1, FUN_024719-T1	AH022491-RA, AH010176-RA, AH010177-RA
OG0000248	FUN_047260-T1	AH017874-RA, AH002559-RA
OG0000248	FUN_047261-T1	AH017875-RA
OG0000248	FUN_009158-T1	AH004731-RA, AH004633-RA
OG0000248	FUN_014134-T1, FUN_014132-T1, FUN_014133-T1	AH020026-RA
OG0000248	FUN_014131-T1	AH011726-RA
OG0000249	FUN_034648-T1, FUN_003921-T1	AH007643-RA
OG0000249	FUN_033051-T1, FUN_003724-T1	AH006900-RA
OG0000249	FUN_047555-T1	AH002805-RA
OG0000250	FUN_044942-T1, FUN_044942-T2	AH002733-RA
OG0000250	FUN_049192-T1	AH009230-RA
OG0000251	FUN_046654-T1	AH010082-RA
OG0000251	FUN_043278-T1	AH021673-RA
OG0000251	FUN_030312-T1	AH023083-RA
OG0000253	FUN_032672-T1	AH019047-RA
OG0000254	FUN_021292-T1	AH001522-RA, AH000357-RA
OG0000254	FUN_042420-T1, FUN_021291-T1	AH016102-RA
OG0000255	FUN_047568-T1	AH010280-RA
OG0000255	FUN_047566-T1, FUN_036318-T1	AH002933-RA, AH017418-RA
OG0000256	FUN_022783-T1, FUN_022784-T1, FUN_013924-T1	AH012393-RA
OG0000256	FUN_037183-T1, FUN_037184-T1, FUN_032428-T1	AH015599-RA
OG0000256	FUN_037190-T1, FUN_037189-T1, FUN_037209-T1, FUN_037204-T1, FUN_037193-T1, FUN_037195-T1, FUN_037192-T1, FUN_037202-T1, FUN_037188-T1, FUN_037185-T1, FUN_049142-T2, FUN_049142-T1, FUN_037191-T1	AH015603-RA
OG0000257	FUN_009254-T1, FUN_032219-T1	AH004421-RA
OG0000257	FUN_002831-T1, FUN_002831-T3, FUN_002831-T2, FUN_039301-T2, FUN_039301-T1	AH020706-RA
OG0000262	FUN_051489-T1	AH010500-RA, AH007601-RA
OG0000262	FUN_051491-T1	AH006972-RA, AH007602-RA, AH010501-RA
OG0000262	FUN_034081-T1, FUN_003508-T1	AH020567-RA, AH006502-RA
OG0000262	FUN_011934-T1	AH010069-RA
OG0000263	FUN_046441-T1, FUN_046442-T1, FUN_046440-T1	AH014844-RA, AH014846-RA
OG0000264	FUN_034960-T1	AH021353-RA, AH014775-RA
OG0000265	FUN_011920-T2, FUN_011920-T1, FUN_049254-T1	AH010088-RA
OG0000265	FUN_005711-T1, FUN_005712-T1	AH001360-RA, AH001361-RA
OG0000265	FUN_041659-T1, FUN_041683-T1	AH018443-RA
OG0000266	FUN_035283-T1, FUN_012447-T1	AH021514-RA, AH015026-RA
OG0000267	FUN_007595-T1	AH014219-RA
OG0000268	FUN_007893-T1, FUN_026180-T1	AH014098-RA, AH020709-RA
OG0000268	FUN_020985-T1	AH016282-RA, AH023211-RA
OG0000269	FUN_006463-T2, FUN_006463-T3, FUN_006463-T1	AH000502-RA
OG0000269	FUN_005120-T2, FUN_005120-T1	AH017112-RA
OG0000270	FUN_011436-T1	AH013321-RA
OG0000270	FUN_024343-T1	AH016076-RA
OG0000270	FUN_031439-T1, FUN_020087-T1, FUN_043360-T1	AH013316-RA
OG0000270	FUN_038631-T1, FUN_046782-T1, FUN_011438-T1	AH013322-RA
OG0000271	FUN_010906-T1, FUN_010906-T2, FUN_010901-T1	AH017307-RA, AH002751-RA
OG0000276	FUN_038553-T1, FUN_049823-T1, FUN_049822-T1, FUN_049821-T1	AH023560-RA, AH008937-RA
OG0000276	FUN_032445-T1	AH015150-RA
OG0000276	FUN_002520-T1	AH010847-RA
OG0000276	FUN_010257-T1	AH014503-RA, AH020889-RA
OG0000277	FUN_048694-T1	AH013259-RA, AH022403-RA
OG0000277	FUN_048623-T1	AH016190-RA
OG0000277	FUN_004668-T1, FUN_032886-T1, FUN_036512-T1	AH020366-RA, AH010939-RA
OG0000278	FUN_001489-T1, FUN_027214-T1, FUN_044546-T2, FUN_044546-T1	AH008601-RA
OG0000278	FUN_011938-T2, FUN_011938-T1, FUN_046609-T1	AH008064-RA
OG0000279	FUN_043112-T1, FUN_045048-T1	AH011909-RA
OG0000279	FUN_011702-T1, FUN_011703-T1	AH007947-RA, AH007948-RA
OG0000280	FUN_031792-T1, FUN_025254-T1, FUN_025254-T2	AH004575-RA, AH005224-RA
OG0000280	FUN_020597-T1, FUN_020597-T3, FUN_020597-T2	AH006406-RA
OG0000285	FUN_007815-T1	AH005940-RA, AH003613-RA
OG0000285	FUN_007822-T1, FUN_004211-T1, FUN_004210-T1, FUN_004207-T1	AH006470-RA, AH006345-RA
OG0000286	FUN_040635-T1	AH018733-RA
OG0000286	FUN_017519-T1, FUN_041554-T1	AH018383-RA
OG0000286	FUN_051780-T1	AH001609-RA
OG0000287	FUN_010414-T1	AH014543-RA
OG0000288	FUN_049973-T1, FUN_049973-T3, FUN_049973-T2, FUN_020079-T3, FUN_020079-T1, FUN_020079-T2	AH013288-RA
OG0000289	FUN_039871-T2, FUN_039871-T1	AH019082-RA
OG0000290	FUN_030871-T1, FUN_030870-T1, FUN_018787-T1	AH015739-RA, AH015740-RA
OG0000290	FUN_018788-T1	AH015738-RA
OG0000291	FUN_032536-T1, FUN_032536-T2, FUN_023332-T1, FUN_023332-T2, FUN_023332-T6	AH005068-RA, AH004389-RA
OG0000291	FUN_011047-T1	AH002812-RA
OG0000291	FUN_041458-T1	AH018325-RA
OG0000292	FUN_043231-T1, FUN_043230-T1	AH008346-RA
OG0000292	FUN_040852-T1, FUN_025147-T1, FUN_025145-T1	AH018794-RA, AH018629-RA, AH018628-RA, AH018627-RA
OG0000292	FUN_027554-T1	AH008037-RA
OG0000293	FUN_036219-T1, FUN_013612-T1	AH017285-RA, AH002742-RA
OG0000293	FUN_052347-T1, FUN_052346-T1, FUN_052348-T1	AH015410-RA
OG0000294	FUN_000189-T1, FUN_002724-T1	AH007875-RA
OG0000294	FUN_043721-T1, FUN_024846-T1	AH013546-RA
OG0000295	FUN_005699-T1, FUN_005699-T2	AH006922-RA
OG0000295	FUN_000277-T1	AH007665-RA, AH010890-RA
OG0000295	FUN_005104-T1	AH016162-RA, AH015966-RA
OG0000296	FUN_024605-T1	AH012909-RA
OG0000296	FUN_035086-T1	AH021481-RA
OG0000297	FUN_011775-T1, FUN_011786-T1	AH017004-RA
OG0000297	FUN_037627-T1	AH005900-RA
OG0000299	FUN_001048-T1	AH015115-RA
OG0000299	FUN_009457-T1, FUN_035324-T1	AH003820-RA
OG0000300	FUN_028803-T2, FUN_028803-T1	AH010916-RA
OG0000300	FUN_028799-T2, FUN_028799-T1	AH010919-RA
OG0000301	FUN_027295-T1, FUN_015537-T1	AH000104-RA, AH001296-RA
OG0000302	FUN_033774-T1	AH003593-RA
OG0000302	FUN_016896-T1	AH022753-RA, AH016603-RA
OG0000302	FUN_029839-T1, FUN_016597-T1	AH016519-RA, AH022864-RA
OG0000302	FUN_025112-T1, FUN_050327-T1	AH022373-RA, AH013565-RA
OG0000303	FUN_032380-T4, FUN_032380-T2, FUN_032380-T1, FUN_032380-T3, FUN_022948-T1	AH004650-RA, AH004696-RA
OG0000308	FUN_036304-T1	AH010961-RA, AH007718-RA, AH007720-RA
OG0000308	FUN_036380-T1	AH007717-RA
OG0000309	FUN_007606-T1, FUN_007606-T2	AH005682-RA
OG0000309	FUN_003884-T1, FUN_003884-T2, FUN_030440-T1, FUN_025513-T1	AH003628-RA
OG0000309	FUN_031146-T3, FUN_031146-T2, FUN_031146-T1, FUN_025514-T1	AH005931-RA, AH005930-RA
OG0000311	FUN_032799-T1, FUN_004579-T1	AH012009-RA
OG0000311	FUN_004570-T1, FUN_004584-T1, FUN_046118-T1, FUN_004585-T1, FUN_004582-T1, FUN_004577-T1, FUN_004580-T1, FUN_004576-T1, FUN_004573-T1, FUN_004572-T1, FUN_004571-T1, FUN_004575-T1, FUN_004583-T1	AH006751-RA, AH020405-RA, AH020404-RA, AH020406-RA, AH007133-RA
OG0000313	FUN_052145-T1, FUN_005569-T1	AH002470-RA
OG0000313	FUN_032313-T1, FUN_009171-T1	AH004628-RA
OG0000313	FUN_047449-T1	AH017309-RA, AH002753-RA
OG0000314	FUN_038966-T1, FUN_020279-T1	AH021771-RA
OG0000314	FUN_046091-T2	AH012551-RA, AH012762-RA, AH016066-RA
OG0000315	FUN_000681-T1, FUN_002143-T1, FUN_017758-T1, FUN_002145-T1, FUN_002134-T1, FUN_051640-T1	AH001723-RA, AH001724-RA, AH008726-RA, AH000594-RA
OG0000315	FUN_030112-T1, FUN_030112-T2, FUN_030719-T1, FUN_027299-T1	AH000220-RA
OG0000316	FUN_003110-T1, FUN_003110-T2	AH021048-RA, AH014278-RA
OG0000316	FUN_006117-T1, FUN_021451-T1	AH017043-RA
