Orthogroup	P_amilis.proteins	L_sativa.proteins
OG0000059	FUN_001172-T1, FUN_036121-T1, FUN_036120-T1, FUN_036109-T1, FUN_036125-T1	Lsat_1_v5_gn_0_45160.1
OG0000063	FUN_029304-T1	Lsat_1_v5_gn_5_175381.2
OG0000063	FUN_007710-T1	Lsat_1_v5_gn_5_175321.1, Lsat_1_v5_gn_5_175381.1
OG0000063	FUN_029311-T1, FUN_019002-T1, FUN_019000-T1, FUN_018999-T1	Lsat_1_v5_gn_8_13440.1
OG0000064	FUN_029339-T1, FUN_032121-T1, FUN_022587-T1, FUN_017571-T1, FUN_018284-T1, FUN_022355-T1, FUN_035558-T1, FUN_022043-T1, FUN_013462-T1, FUN_009817-T1, FUN_022525-T1, FUN_052962-T1, FUN_003374-T1, FUN_035412-T1, FUN_039422-T1, FUN_000582-T1, FUN_045973-T1, FUN_003472-T1, FUN_041265-T1, FUN_012344-T1, FUN_034364-T1, FUN_053175-T1, FUN_017536-T1, FUN_010893-T1, FUN_032013-T1, FUN_034457-T1, FUN_031477-T1, FUN_041636-T1, FUN_003648-T1, FUN_025217-T1, FUN_040506-T1, FUN_046466-T1, FUN_041427-T1, FUN_028677-T1, FUN_000519-T1, FUN_036473-T1, FUN_046263-T1, FUN_048264-T1, FUN_038848-T1, FUN_007700-T1, FUN_038344-T1, FUN_010069-T1, FUN_038002-T1, FUN_051324-T1, FUN_026517-T1, FUN_016524-T1, FUN_039361-T1, FUN_021537-T1, FUN_016815-T1, FUN_004590-T1, FUN_050754-T1, FUN_028586-T1, FUN_038161-T1, FUN_025884-T1, FUN_004301-T1, FUN_013435-T1, FUN_031547-T1, FUN_038849-T1, FUN_048027-T1, FUN_007046-T1, FUN_017572-T1, FUN_033641-T1, FUN_004968-T1, FUN_031478-T1, FUN_022044-T1, FUN_051230-T1, FUN_018144-T1, FUN_031916-T1, FUN_029038-T1, FUN_048221-T1, FUN_031332-T1, FUN_048263-T1, FUN_038345-T1, FUN_006084-T1, FUN_047806-T1, FUN_038471-T1, FUN_021999-T1, FUN_044843-T1, FUN_022038-T1, FUN_009179-T1, FUN_029385-T1, FUN_049445-T1, FUN_037335-T1, FUN_037294-T1, FUN_049704-T1, FUN_029343-T1, FUN_034456-T1, FUN_010070-T1, FUN_049619-T1, FUN_046901-T1, FUN_022456-T1, FUN_021306-T1, FUN_038045-T1, FUN_043711-T1, FUN_006625-T1, FUN_020109-T1, FUN_014366-T1, FUN_020588-T1, FUN_034459-T1, FUN_034897-T1, FUN_041188-T1, FUN_008507-T1, FUN_043295-T1, FUN_028854-T1, FUN_049484-T1, FUN_039151-T1, FUN_010945-T1, FUN_004296-T1, FUN_007854-T1, FUN_045682-T1, FUN_025511-T1, FUN_009183-T1, FUN_018113-T1, FUN_021079-T1, FUN_012055-T1, FUN_039165-T1, FUN_046166-T1, FUN_034344-T1, FUN_012391-T1, FUN_028737-T1, FUN_045315-T1, FUN_031430-T1, FUN_031733-T1, FUN_028587-T1, FUN_018142-T1, FUN_048223-T1, FUN_031331-T1, FUN_002832-T1, FUN_013297-T1, FUN_048226-T1, FUN_024120-T1, FUN_004967-T1, FUN_019628-T1, FUN_013343-T1, FUN_031546-T1, FUN_049877-T1, FUN_013213-T1, FUN_043532-T1, FUN_051204-T1, FUN_007439-T1, FUN_041804-T1, FUN_022039-T1, FUN_012352-T1, FUN_000027-T1	Lsat_1_v5_gn_1_19000.1
OG0000065	FUN_023948-T1, FUN_023949-T1, FUN_023951-T1, FUN_023953-T1, FUN_030381-T1	Lsat_1_v5_gn_8_81940.1, Lsat_1_v5_gn_8_81940.3, Lsat_1_v5_gn_8_81960.1, Lsat_1_v5_gn_8_83441.2, Lsat_1_v5_gn_8_83441.1, Lsat_1_v5_gn_8_83421.1, Lsat_1_v5_gn_8_83421.2, Lsat_1_v5_gn_8_84381.1, Lsat_1_v5_gn_8_81760.2, Lsat_1_v5_gn_8_81700.2, Lsat_1_v5_gn_8_81760.1, Lsat_1_v5_gn_8_81700.1, Lsat_1_v5_gn_8_81880.1, Lsat_1_v5_gn_8_81880.2, Lsat_1_v5_gn_8_81900.1, Lsat_1_v5_gn_8_81900.3
OG0000068	FUN_045069-T1, FUN_045070-T1, FUN_035301-T1, FUN_012468-T3, FUN_012468-T1, FUN_012468-T2, FUN_029024-T1	Lsat_1_v5_gn_4_105500.5, Lsat_1_v5_gn_4_105500.1, Lsat_1_v5_gn_2_74860.1, Lsat_1_v5_gn_8_106801.3, Lsat_1_v5_gn_1_45260.4, Lsat_1_v5_gn_2_74920.3
OG0000068	FUN_014800-T1	Lsat_1_v5_gn_1_61861.2, Lsat_1_v5_gn_1_61861.1, Lsat_1_v5_gn_5_61760.1, Lsat_1_v5_gn_5_61760.2, Lsat_1_v5_gn_1_49841.1, Lsat_1_v5_gn_1_49841.3, Lsat_1_v5_gn_1_49821.1, Lsat_1_v5_gn_1_45340.2, Lsat_1_v5_gn_1_45340.3, Lsat_1_v5_gn_1_45340.1, Lsat_1_v5_gn_1_45280.2, Lsat_1_v5_gn_1_45280.1, Lsat_1_v5_gn_1_45260.1, Lsat_1_v5_gn_1_45260.2, Lsat_1_v5_gn_1_45601.3, Lsat_1_v5_gn_1_45601.1, Lsat_1_v5_gn_1_45601.2, Lsat_1_v5_gn_0_29540.4, Lsat_1_v5_gn_0_29540.3, Lsat_1_v5_gn_0_29540.1, Lsat_1_v5_gn_5_79180.1, Lsat_1_v5_gn_5_79180.3, Lsat_1_v5_gn_5_79180.2, Lsat_1_v5_gn_6_29241.3, Lsat_1_v5_gn_6_29241.2, Lsat_1_v5_gn_6_29241.1, Lsat_1_v5_gn_8_119100.3, Lsat_1_v5_gn_8_119100.2, Lsat_1_v5_gn_6_114201.1, Lsat_1_v5_gn_6_114201.3, Lsat_1_v5_gn_6_114740.1, Lsat_1_v5_gn_5_104640.2, Lsat_1_v5_gn_5_104640.4, Lsat_1_v5_gn_6_115280.3, Lsat_1_v5_gn_6_115280.2, Lsat_1_v5_gn_2_74820.1, Lsat_1_v5_gn_2_74820.3, Lsat_1_v5_gn_2_74820.2, Lsat_1_v5_gn_2_71081.3, Lsat_1_v5_gn_2_71081.1, Lsat_1_v5_gn_2_71101.2, Lsat_1_v5_gn_2_71101.1, Lsat_1_v5_gn_2_71101.3, Lsat_1_v5_gn_2_74740.2, Lsat_1_v5_gn_2_74740.1, Lsat_1_v5_gn_2_74740.3, Lsat_1_v5_gn_2_74920.1, Lsat_1_v5_gn_2_74920.5, Lsat_1_v5_gn_2_74920.2, Lsat_1_v5_gn_8_106801.1, Lsat_1_v5_gn_8_106801.4, Lsat_1_v5_gn_4_105500.7, Lsat_1_v5_gn_4_105500.6, Lsat_1_v5_gn_0_29540.2, Lsat_1_v5_gn_5_104640.3, Lsat_1_v5_gn_5_104640.1, Lsat_1_v5_gn_6_29421.1, Lsat_1_v5_gn_8_27180.1, Lsat_1_v5_gn_8_27180.2, Lsat_1_v5_gn_6_115280.1, Lsat_1_v5_gn_8_106541.1, Lsat_1_v5_gn_8_106600.2, Lsat_1_v5_gn_8_106600.1, Lsat_1_v5_gn_8_106241.1, Lsat_1_v5_gn_8_106600.3, Lsat_1_v5_gn_8_106541.2, Lsat_1_v5_gn_8_106541.3, Lsat_1_v5_gn_8_106261.2, Lsat_1_v5_gn_8_106261.1, Lsat_1_v5_gn_1_45260.3, Lsat_1_v5_gn_6_102921.3, Lsat_1_v5_gn_6_102921.1, Lsat_1_v5_gn_8_119100.1
OG0000070	FUN_038597-T1	Lsat_1_v5_gn_8_82840.1
OG0000071	FUN_025121-T1, FUN_050310-T1	Lsat_1_v5_gn_5_12880.1
OG0000071	FUN_031359-T1, FUN_031363-T1	Lsat_1_v5_gn_2_94200.1, Lsat_1_v5_gn_2_93361.1
OG0000071	FUN_006200-T1	Lsat_1_v5_gn_6_28301.3
OG0000071	FUN_017402-T1	Lsat_1_v5_gn_2_111980.3, Lsat_1_v5_gn_2_111980.1, Lsat_1_v5_gn_9_71760.3, Lsat_1_v5_gn_9_71760.1
OG0000071	FUN_005720-T1	Lsat_1_v5_gn_2_43400.1, Lsat_1_v5_gn_0_4881.2, Lsat_1_v5_gn_0_4881.1
OG0000071	FUN_043533-T1, FUN_024955-T1, FUN_024955-T2	Lsat_1_v5_gn_8_90220.1, Lsat_1_v5_gn_9_12800.1
OG0000071	FUN_032036-T1	Lsat_1_v5_gn_8_154380.2, Lsat_1_v5_gn_8_154380.1
OG0000072	FUN_025445-T1	Lsat_1_v5_gn_4_114681.1, Lsat_1_v5_gn_1_16160.1, Lsat_1_v5_gn_1_3221.2
OG0000075	FUN_005764-T1	Lsat_1_v5_gn_4_44341.1, Lsat_1_v5_gn_7_11420.1
OG0000077	FUN_051935-T1	Lsat_1_v5_gn_3_45880.1, Lsat_1_v5_gn_3_45880.2, Lsat_1_v5_gn_4_68600.1
OG0000077	FUN_051914-T1, FUN_051913-T1, FUN_051934-T1, FUN_051915-T1, FUN_051916-T1, FUN_045694-T1, FUN_045693-T1, FUN_051940-T1	Lsat_1_v5_gn_8_126040.1
OG0000077	FUN_018829-T1	Lsat_1_v5_gn_1_97920.1, Lsat_1_v5_gn_1_97880.3, Lsat_1_v5_gn_1_97880.1
OG0000077	FUN_000256-T1	Lsat_1_v5_gn_1_67980.1, Lsat_1_v5_gn_1_67800.1, Lsat_1_v5_gn_1_67980.2, Lsat_1_v5_gn_1_67980.3, Lsat_1_v5_gn_1_60200.1, Lsat_1_v5_gn_1_60340.3, Lsat_1_v5_gn_1_67920.1, Lsat_1_v5_gn_1_67920.3
OG0000077	FUN_033024-T1	Lsat_1_v5_gn_1_60240.1, Lsat_1_v5_gn_1_60140.1, Lsat_1_v5_gn_1_60140.2, Lsat_1_v5_gn_1_60240.2, Lsat_1_v5_gn_6_36221.1, Lsat_1_v5_gn_6_36240.1, Lsat_1_v5_gn_1_60340.1
OG0000078	FUN_030618-T1, FUN_041364-T1, FUN_011520-T1, FUN_046202-T1	Lsat_1_v5_gn_6_63141.1, Lsat_1_v5_gn_6_61461.1, Lsat_1_v5_gn_0_4660.1
OG0000084	FUN_028502-T1, FUN_028512-T1, FUN_046448-T1, FUN_046447-T1, FUN_046444-T1, FUN_046450-T1, FUN_046449-T1, FUN_046445-T1	Lsat_1_v5_gn_7_113201.3, Lsat_1_v5_gn_7_113201.1, Lsat_1_v5_gn_5_1540.3, Lsat_1_v5_gn_5_1540.6, Lsat_1_v5_gn_5_1540.7
OG0000085	FUN_041708-T1, FUN_028183-T1	Lsat_1_v5_gn_5_140541.1, Lsat_1_v5_gn_8_85560.1
OG0000085	FUN_023955-T1, FUN_050067-T1, FUN_023959-T1	Lsat_1_v5_gn_4_93421.2, Lsat_1_v5_gn_4_93421.1, Lsat_1_v5_gn_4_94081.1
OG0000085	FUN_007810-T1	Lsat_1_v5_gn_5_153541.1, Lsat_1_v5_gn_5_153541.3
OG0000085	FUN_005979-T1, FUN_044617-T1	Lsat_1_v5_gn_5_80941.2, Lsat_1_v5_gn_5_80941.1, Lsat_1_v5_gn_5_80941.3, Lsat_1_v5_gn_7_57420.2, Lsat_1_v5_gn_7_57420.5, Lsat_1_v5_gn_7_57420.1, Lsat_1_v5_gn_5_80560.1
OG0000085	FUN_003118-T1	Lsat_1_v5_gn_2_50401.1
OG0000085	FUN_041849-T1	Lsat_1_v5_gn_3_20560.1, Lsat_1_v5_gn_6_75341.1
OG0000087	FUN_004476-T1, FUN_032711-T1	Lsat_1_v5_gn_5_159621.1
OG0000087	FUN_030789-T1, FUN_030788-T1, FUN_018859-T1, FUN_018863-T1, FUN_018862-T1, FUN_018860-T1, FUN_018865-T1, FUN_030787-T1	Lsat_1_v5_gn_1_115501.1
OG0000087	FUN_047495-T1, FUN_010957-T1	Lsat_1_v5_gn_4_74061.1, Lsat_1_v5_gn_5_18120.3, Lsat_1_v5_gn_5_18120.1
OG0000088	FUN_046753-T1, FUN_025362-T1, FUN_025362-T2, FUN_025363-T1, FUN_025363-T2, FUN_046755-T1, FUN_046754-T1	Lsat_1_v5_gn_7_102080.1, Lsat_1_v5_gn_7_102080.3, Lsat_1_v5_gn_7_102060.2, Lsat_1_v5_gn_7_102060.1, Lsat_1_v5_gn_5_125941.3, Lsat_1_v5_gn_5_125941.1
OG0000089	FUN_006211-T3, FUN_006211-T2, FUN_006211-T1, FUN_006211-T4	Lsat_1_v5_gn_5_133321.1, Lsat_1_v5_gn_5_133301.1, Lsat_1_v5_gn_5_133301.2, Lsat_1_v5_gn_1_33901.1, Lsat_1_v5_gn_1_33901.2, Lsat_1_v5_gn_1_34040.1, Lsat_1_v5_gn_1_33941.1, Lsat_1_v5_gn_4_104160.1, Lsat_1_v5_gn_5_133361.1, Lsat_1_v5_gn_5_133361.3, Lsat_1_v5_gn_5_132941.1
OG0000089	FUN_038467-T1, FUN_008746-T1, FUN_008390-T1, FUN_008390-T2, FUN_008390-T3, FUN_008390-T4, FUN_026304-T1	Lsat_1_v5_gn_5_32461.1, Lsat_1_v5_gn_5_32481.2, Lsat_1_v5_gn_5_32481.1, Lsat_1_v5_gn_5_32481.3, Lsat_1_v5_gn_5_32461.2, Lsat_1_v5_gn_5_32461.3, Lsat_1_v5_gn_6_22800.1
OG0000090	FUN_042832-T5, FUN_042832-T4, FUN_042832-T2, FUN_042832-T3, FUN_042832-T1, FUN_002964-T2, FUN_002964-T3, FUN_002964-T1, FUN_042833-T1, FUN_042833-T3, FUN_042833-T4, FUN_042833-T2	Lsat_1_v5_gn_4_3921.1, Lsat_1_v5_gn_2_91101.2, Lsat_1_v5_gn_2_91101.1, Lsat_1_v5_gn_0_22040.1, Lsat_1_v5_gn_0_22040.3
OG0000091	FUN_032283-T1, FUN_034071-T1, FUN_034072-T1, FUN_003535-T1	Lsat_1_v5_gn_2_45920.2, Lsat_1_v5_gn_2_45920.1
OG0000093	FUN_000348-T2, FUN_000348-T1, FUN_000344-T1, FUN_035606-T1, FUN_000349-T1, FUN_007585-T1, FUN_008357-T1, FUN_023486-T1, FUN_015864-T1, FUN_007588-T1	Lsat_1_v5_gn_6_49701.3, Lsat_1_v5_gn_6_49701.4, Lsat_1_v5_gn_6_49701.1
OG0000095	FUN_053071-T1, FUN_053071-T3, FUN_053071-T2, FUN_053071-T4	Lsat_1_v5_gn_8_33061.2, Lsat_1_v5_gn_8_33061.1
OG0000095	FUN_053289-T2, FUN_053289-T1	Lsat_1_v5_gn_4_9780.1
OG0000096	FUN_004754-T1, FUN_031243-T1, FUN_031242-T1, FUN_045233-T1, FUN_032549-T1, FUN_031248-T1, FUN_031250-T1	Lsat_1_v5_gn_2_83360.1, Lsat_1_v5_gn_5_65600.1, Lsat_1_v5_gn_5_64321.1, Lsat_1_v5_gn_3_119721.1, Lsat_1_v5_gn_3_119740.1, Lsat_1_v5_gn_3_119441.1, Lsat_1_v5_gn_3_119441.3, Lsat_1_v5_gn_3_119700.5, Lsat_1_v5_gn_3_119700.1, Lsat_1_v5_gn_3_119900.1, Lsat_1_v5_gn_3_119861.1, Lsat_1_v5_gn_3_118940.1, Lsat_1_v5_gn_3_118880.1, Lsat_1_v5_gn_3_119381.2, Lsat_1_v5_gn_3_119381.1
OG0000096	FUN_032550-T1	Lsat_1_v5_gn_5_138141.2, Lsat_1_v5_gn_5_138141.1, Lsat_1_v5_gn_9_116901.4
OG0000097	FUN_010778-T1	Lsat_1_v5_gn_4_75740.1
OG0000097	FUN_052250-T1	Lsat_1_v5_gn_2_121260.3, Lsat_1_v5_gn_7_36640.3, Lsat_1_v5_gn_7_36640.4
OG0000097	FUN_008459-T1	Lsat_1_v5_gn_8_30160.1
OG0000097	FUN_023814-T1	Lsat_1_v5_gn_9_10221.1
OG0000098	FUN_024139-T1	Lsat_1_v5_gn_9_46981.1, Lsat_1_v5_gn_9_46981.2, Lsat_1_v5_gn_8_30681.1, Lsat_1_v5_gn_2_9641.3, Lsat_1_v5_gn_2_9641.1
OG0000098	FUN_040838-T1	Lsat_1_v5_gn_9_25361.3, Lsat_1_v5_gn_9_25361.1, Lsat_1_v5_gn_5_171060.1, Lsat_1_v5_gn_5_171060.3, Lsat_1_v5_gn_8_72280.1, Lsat_1_v5_gn_8_72280.3, Lsat_1_v5_gn_6_5880.1, Lsat_1_v5_gn_9_33260.1, Lsat_1_v5_gn_5_111360.1
OG0000099	FUN_004255-T1	Lsat_1_v5_gn_4_137760.1, Lsat_1_v5_gn_4_137860.1
OG0000099	FUN_004319-T1, FUN_000816-T1, FUN_004293-T1	Lsat_1_v5_gn_8_26161.1
OG0000102	FUN_043426-T1, FUN_036782-T1, FUN_036783-T1, FUN_036786-T1	Lsat_1_v5_gn_7_22980.1, Lsat_1_v5_gn_8_116441.1, Lsat_1_v5_gn_8_116481.1, Lsat_1_v5_gn_8_116461.1, Lsat_1_v5_gn_8_116441.2, Lsat_1_v5_gn_8_116461.2, Lsat_1_v5_gn_4_158581.1, Lsat_1_v5_gn_8_63680.1, Lsat_1_v5_gn_3_42561.1
OG0000103	FUN_011723-T1, FUN_046785-T1	Lsat_1_v5_gn_7_116101.1, Lsat_1_v5_gn_7_116101.2
OG0000103	FUN_008761-T1, FUN_008761-T2	Lsat_1_v5_gn_7_19020.3, Lsat_1_v5_gn_7_19020.1
OG0000104	FUN_020265-T1	Lsat_1_v5_gn_6_35741.3, Lsat_1_v5_gn_6_35741.2, Lsat_1_v5_gn_6_35741.1
OG0000104	FUN_033750-T1	Lsat_1_v5_gn_4_50200.1, Lsat_1_v5_gn_4_50280.1, Lsat_1_v5_gn_4_50280.2, Lsat_1_v5_gn_4_50280.3, Lsat_1_v5_gn_4_50160.1, Lsat_1_v5_gn_4_50160.2
OG0000105	FUN_046429-T1, FUN_046432-T1	Lsat_1_v5_gn_5_1921.1, Lsat_1_v5_gn_7_114220.1
OG0000105	FUN_039134-T1	Lsat_1_v5_gn_1_48520.5, Lsat_1_v5_gn_1_48520.1
OG0000107	FUN_020121-T2, FUN_020121-T1	Lsat_1_v5_gn_3_62240.3, Lsat_1_v5_gn_3_62240.1
OG0000107	FUN_033480-T2, FUN_033480-T1, FUN_020090-T1	Lsat_1_v5_gn_4_155521.1, Lsat_1_v5_gn_4_155521.2, Lsat_1_v5_gn_2_80941.2, Lsat_1_v5_gn_2_80941.1, Lsat_1_v5_gn_4_14740.3, Lsat_1_v5_gn_8_42381.1, Lsat_1_v5_gn_8_42381.2
OG0000107	FUN_046807-T1	Lsat_1_v5_gn_2_42521.1, Lsat_1_v5_gn_0_21401.2, Lsat_1_v5_gn_0_21401.3, Lsat_1_v5_gn_0_21401.1
OG0000108	FUN_005434-T3, FUN_005434-T2, FUN_005434-T1, FUN_005432-T1, FUN_013601-T2, FUN_013601-T3, FUN_013601-T1	Lsat_1_v5_gn_9_6621.1
OG0000109	FUN_050760-T1, FUN_002160-T1, FUN_002160-T2	Lsat_1_v5_gn_8_127960.2, Lsat_1_v5_gn_8_127960.1
OG0000109	FUN_031066-T1, FUN_025571-T1	Lsat_1_v5_gn_2_78600.1
OG0000110	FUN_020206-T1	Lsat_1_v5_gn_6_100980.1, Lsat_1_v5_gn_6_100980.3, Lsat_1_v5_gn_6_100980.4, Lsat_1_v5_gn_6_100940.2, Lsat_1_v5_gn_6_100940.3, Lsat_1_v5_gn_6_100940.1
OG0000110	FUN_043352-T1, FUN_027217-T1	Lsat_1_v5_gn_1_5581.3, Lsat_1_v5_gn_9_42801.3, Lsat_1_v5_gn_9_42801.1, Lsat_1_v5_gn_1_5581.1, Lsat_1_v5_gn_1_5621.2, Lsat_1_v5_gn_1_5621.1
OG0000112	FUN_048674-T1	Lsat_1_v5_gn_8_26500.1, Lsat_1_v5_gn_9_42020.1, Lsat_1_v5_gn_9_18701.1, Lsat_1_v5_gn_3_105620.1, Lsat_1_v5_gn_0_15540.1, Lsat_1_v5_gn_7_82600.1, Lsat_1_v5_gn_7_67161.1, Lsat_1_v5_gn_3_13441.1
OG0000112	FUN_036833-T1, FUN_007930-T1	Lsat_1_v5_gn_0_15580.1
OG0000112	FUN_009885-T1	Lsat_1_v5_gn_4_147941.1
OG0000113	FUN_036924-T1	Lsat_1_v5_gn_4_44640.1
OG0000113	FUN_040152-T1, FUN_040153-T1	Lsat_1_v5_gn_3_1560.1, Lsat_1_v5_gn_1_127541.1, Lsat_1_v5_gn_1_127541.5, Lsat_1_v5_gn_1_127541.2, Lsat_1_v5_gn_3_320.1, Lsat_1_v5_gn_3_221.1, Lsat_1_v5_gn_7_47621.1
OG0000113	FUN_040159-T1, FUN_040191-T1	Lsat_1_v5_gn_3_1500.2, Lsat_1_v5_gn_3_1500.1, Lsat_1_v5_gn_1_47561.1, Lsat_1_v5_gn_1_47941.1
OG0000114	FUN_008529-T1, FUN_008532-T1, FUN_008538-T1, FUN_008540-T1, FUN_035476-T1, FUN_035471-T1, FUN_035477-T1, FUN_035473-T1, FUN_035478-T2, FUN_035478-T1, FUN_035478-T3, FUN_046590-T1, FUN_046591-T1, FUN_021823-T2, FUN_021823-T1, FUN_030024-T1, FUN_027385-T1	Lsat_1_v5_gn_7_20181.2, Lsat_1_v5_gn_7_20181.1, Lsat_1_v5_gn_7_20220.1, Lsat_1_v5_gn_7_20200.1
OG0000114	FUN_008517-T1, FUN_035468-T1	Lsat_1_v5_gn_1_122540.3, Lsat_1_v5_gn_1_122540.1
OG0000115	FUN_044854-T1, FUN_044847-T1, FUN_044852-T1, FUN_044855-T1, FUN_044853-T1, FUN_044851-T1	Lsat_1_v5_gn_9_55720.3, Lsat_1_v5_gn_9_55720.1, Lsat_1_v5_gn_5_111240.3, Lsat_1_v5_gn_5_111240.1, Lsat_1_v5_gn_5_111280.2, Lsat_1_v5_gn_5_111280.1, Lsat_1_v5_gn_9_55780.1, Lsat_1_v5_gn_9_55760.1, Lsat_1_v5_gn_9_55820.1, Lsat_1_v5_gn_6_27021.1, Lsat_1_v5_gn_6_27021.2, Lsat_1_v5_gn_9_55800.1
OG0000115	FUN_004395-T1, FUN_004390-T1	Lsat_1_v5_gn_5_161580.3, Lsat_1_v5_gn_5_161580.1, Lsat_1_v5_gn_5_161560.2, Lsat_1_v5_gn_5_161560.1
OG0000115	FUN_043606-T1, FUN_043605-T1	Lsat_1_v5_gn_4_21321.1, Lsat_1_v5_gn_4_20821.1, Lsat_1_v5_gn_4_20821.3
OG0000116	FUN_024579-T1	Lsat_1_v5_gn_7_36021.1, Lsat_1_v5_gn_5_89261.1
OG0000116	FUN_047136-T1	Lsat_1_v5_gn_8_16760.1
OG0000116	FUN_022490-T1	Lsat_1_v5_gn_5_89241.1
OG0000116	FUN_011257-T1	Lsat_1_v5_gn_7_54561.1
OG0000117	FUN_046833-T1, FUN_046834-T1, FUN_046830-T1, FUN_046836-T1, FUN_016578-T1, FUN_046831-T1, FUN_046842-T1, FUN_046844-T1, FUN_046840-T1, FUN_046839-T1, FUN_046838-T1, FUN_024371-T1, FUN_046825-T1, FUN_046829-T1, FUN_046841-T1, FUN_046824-T1, FUN_046826-T1, FUN_020513-T1, FUN_001316-T1, FUN_001319-T1, FUN_001321-T1, FUN_015683-T1, FUN_020368-T1, FUN_020378-T1	Lsat_1_v5_gn_8_44921.1, Lsat_1_v5_gn_2_45181.2, Lsat_1_v5_gn_2_45181.1, Lsat_1_v5_gn_4_27960.1, Lsat_1_v5_gn_4_144140.1, Lsat_1_v5_gn_4_63260.1, Lsat_1_v5_gn_1_120281.1
OG0000118	FUN_018231-T1, FUN_037349-T1, FUN_024743-T1	Lsat_1_v5_gn_7_116161.1
OG0000118	FUN_008995-T1, FUN_013730-T1, FUN_013730-T2	Lsat_1_v5_gn_6_86061.3
OG0000118	FUN_031123-T1	Lsat_1_v5_gn_4_145581.1
OG0000118	FUN_051972-T1	Lsat_1_v5_gn_9_13560.1, Lsat_1_v5_gn_5_177320.1
OG0000119	FUN_035450-T1, FUN_035452-T1	Lsat_1_v5_gn_5_101640.3, Lsat_1_v5_gn_5_101640.1
OG0000120	FUN_004771-T1, FUN_032956-T1	Lsat_1_v5_gn_5_164121.1, Lsat_1_v5_gn_8_75640.3, Lsat_1_v5_gn_8_75640.1
OG0000120	FUN_004748-T1	Lsat_1_v5_gn_8_79201.3, Lsat_1_v5_gn_8_79201.1
OG0000120	FUN_040842-T1	Lsat_1_v5_gn_6_6340.1
OG0000121	FUN_022170-T1, FUN_042012-T1	Lsat_1_v5_gn_4_133320.1, Lsat_1_v5_gn_4_133320.3
OG0000121	FUN_049916-T1	Lsat_1_v5_gn_6_31901.1, Lsat_1_v5_gn_2_103761.2, Lsat_1_v5_gn_2_103761.1
OG0000121	FUN_008752-T3	Lsat_1_v5_gn_6_31901.4
OG0000122	FUN_027205-T1	Lsat_1_v5_gn_7_38301.1
OG0000123	FUN_020427-T1, FUN_020425-T1, FUN_041852-T1, FUN_041857-T1, FUN_041858-T1, FUN_041856-T1, FUN_041647-T1, FUN_003771-T1	Lsat_1_v5_gn_2_76880.1
OG0000124	FUN_046051-T1, FUN_046050-T1	Lsat_1_v5_gn_9_110161.2, Lsat_1_v5_gn_9_110161.1
OG0000124	FUN_012683-T1	Lsat_1_v5_gn_5_113081.2
OG0000124	FUN_046055-T1, FUN_046056-T1, FUN_046057-T1, FUN_046063-T1, FUN_046061-T1, FUN_046062-T1, FUN_046064-T1	Lsat_1_v5_gn_7_87201.1, Lsat_1_v5_gn_7_87241.1, Lsat_1_v5_gn_7_87261.1, Lsat_1_v5_gn_7_87261.2, Lsat_1_v5_gn_3_102200.1, Lsat_1_v5_gn_5_112981.1, Lsat_1_v5_gn_5_112981.3, Lsat_1_v5_gn_5_113041.2, Lsat_1_v5_gn_5_113041.1, Lsat_1_v5_gn_5_113081.5, Lsat_1_v5_gn_5_113081.1, Lsat_1_v5_gn_6_10780.1, Lsat_1_v5_gn_7_87281.1
OG0000124	FUN_046942-T1, FUN_013341-T1	Lsat_1_v5_gn_1_20141.1
OG0000124	FUN_042202-T1	Lsat_1_v5_gn_7_67001.1
OG0000125	FUN_042787-T2, FUN_042787-T1, FUN_042787-T3	Lsat_1_v5_gn_5_188520.1, Lsat_1_v5_gn_5_188520.4, Lsat_1_v5_gn_9_1760.2, Lsat_1_v5_gn_5_188500.1, Lsat_1_v5_gn_5_188500.3
OG0000125	FUN_033204-T1, FUN_033204-T2	Lsat_1_v5_gn_3_26081.1
OG0000127	FUN_036806-T1, FUN_051586-T1	Lsat_1_v5_gn_8_77860.1, Lsat_1_v5_gn_8_77860.2
OG0000127	FUN_042852-T1, FUN_024673-T1, FUN_024672-T1, FUN_024676-T1	Lsat_1_v5_gn_9_4861.1
OG0000127	FUN_046971-T1, FUN_011383-T1	Lsat_1_v5_gn_4_83181.1
OG0000128	FUN_005948-T1	Lsat_1_v5_gn_6_80201.3, Lsat_1_v5_gn_8_41000.1
OG0000128	FUN_006077-T1	Lsat_1_v5_gn_3_19140.1, Lsat_1_v5_gn_3_19140.3
OG0000129	FUN_008279-T1	Lsat_1_v5_gn_6_99280.3
OG0000129	FUN_008282-T1	Lsat_1_v5_gn_6_99401.1, Lsat_1_v5_gn_6_99280.1, Lsat_1_v5_gn_6_99280.5, Lsat_1_v5_gn_6_99320.2, Lsat_1_v5_gn_6_99320.1
OG0000131	FUN_028128-T1	Lsat_1_v5_gn_5_141001.3, Lsat_1_v5_gn_5_141001.2, Lsat_1_v5_gn_5_141001.1, Lsat_1_v5_gn_5_140821.1
OG0000131	FUN_023918-T1, FUN_028063-T1, FUN_050388-T1, FUN_032815-T1, FUN_032816-T1, FUN_032812-T1, FUN_032814-T1, FUN_023703-T1, FUN_023694-T1, FUN_023696-T1, FUN_038830-T1, FUN_029252-T1, FUN_050387-T1, FUN_028129-T1, FUN_028106-T1, FUN_028062-T1	Lsat_1_v5_gn_5_136060.1
