Orthogroup	P_amilis.proteins	S_lycopersicum.proteins
OG0000107	FUN_020121-T2, FUN_020121-T1	Solyc05g008805.1.1
OG0000107	FUN_033480-T2, FUN_033480-T1, FUN_020090-T1	Solyc02g086370.3.1, Solyc05g008820.3.1, Solyc05g008815.1.1
OG0000107	FUN_046807-T1	Solyc04g025370.2.1, Solyc04g025400.3.1
OG0000108	FUN_005434-T3, FUN_005434-T2, FUN_005434-T1, FUN_005432-T1, FUN_013601-T2, FUN_013601-T3, FUN_013601-T1	Solyc06g009280.1.1, Solyc06g009290.3.1
OG0000108	FUN_034902-T1	Solyc02g071350.3.1, Solyc02g071340.2.1
OG0000109	FUN_050760-T1, FUN_002160-T1, FUN_002160-T2	Solyc01g110380.3.1
OG0000109	FUN_031066-T1, FUN_025571-T1	Solyc02g084390.3.1, Solyc02g062330.2.1
OG0000109	FUN_038539-T1	Solyc04g081060.3.1
OG0000110	FUN_020206-T1	Solyc12g056820.2.1
OG0000112	FUN_048674-T1	Solyc04g050840.1.1, Solyc02g011930.1.1, Solyc04g039760.2.1, Solyc09g031840.1.1, Solyc03g080130.1.1, Solyc08g045620.1.1, Solyc10g018980.2.1, Solyc04g050850.2.1, Solyc04g024540.1.1, Solyc01g017140.1.1, Solyc08g014590.1.1, Solyc11g040080.1.1, Solyc03g013490.1.1, Solyc09g031850.1.1, Solyc04g024580.1.1, Solyc06g018000.2.1
OG0000112	FUN_036833-T1, FUN_007930-T1	Solyc10g019000.2.1, Solyc01g017290.1.1
OG0000112	FUN_009885-T1	Solyc03g058250.1.1, Solyc03g058243.1.1, Solyc11g062050.1.1, Solyc01g056870.2.1, Solyc04g039780.1.1, Solyc07g021110.1.1, Solyc08g029410.1.1, Solyc10g019010.1.1, Solyc03g058237.1.1, Solyc03g058220.1.1, Solyc05g013390.1.1, Solyc01g020376.1.1, Solyc12g035790.1.1, Solyc12g019590.1.1, Solyc01g080710.1.1, Solyc02g014800.2.1, Solyc11g021070.2.1, Solyc09g031830.1.1, Solyc06g074590.2.1, Solyc12g035960.1.1
OG0000113	FUN_036924-T1	Solyc01g090970.3.1
OG0000113	FUN_040152-T1, FUN_040153-T1	Solyc08g078920.2.1, Solyc08g079230.1.1, Solyc08g079190.1.1, Solyc08g079200.1.1, Solyc08g078870.2.1, Solyc06g060640.1.1, Solyc08g005960.2.1, Solyc08g074480.1.1
OG0000113	FUN_040159-T1	Solyc08g078930.1.1, Solyc08g078910.1.1
OG0000113	FUN_040191-T1	Solyc08g078940.1.1, Solyc08g078890.2.1
OG0000114	FUN_008529-T1, FUN_008532-T1, FUN_008538-T1, FUN_008540-T1, FUN_035476-T1, FUN_035471-T1, FUN_035477-T1, FUN_035473-T1, FUN_035478-T2, FUN_035478-T1, FUN_035478-T3, FUN_046590-T1, FUN_046591-T1, FUN_021823-T2, FUN_021823-T1, FUN_030024-T1, FUN_027385-T1	Solyc02g079580.3.1, Solyc03g006720.1.1, Solyc03g006730.2.1
OG0000114	FUN_008517-T1, FUN_035468-T1	Solyc10g005440.2.1, Solyc02g079570.3.1
OG0000115	FUN_044854-T1, FUN_044847-T1, FUN_044852-T1, FUN_044855-T1, FUN_044853-T1, FUN_044851-T1	Solyc10g078200.1.1, Solyc12g042390.1.1, Solyc12g094540.1.1
OG0000115	FUN_004395-T1, FUN_004390-T1	Solyc11g006480.1.1, Solyc01g103460.2.1
OG0000115	FUN_043606-T1, FUN_043605-T1	Solyc01g100670.1.1, Solyc01g100680.1.1
OG0000116	FUN_024579-T1	Solyc11g066160.1.1
OG0000116	FUN_011257-T1	Solyc11g072840.1.1, Solyc04g011390.1.1, Solyc05g054610.1.1, Solyc06g075960.1.1, Solyc06g005420.1.1, Solyc06g005430.1.1, Solyc06g075930.1.1, Solyc06g075830.2.1, Solyc06g072240.1.1, Solyc11g072860.2.1
OG0000117	FUN_046833-T1, FUN_046834-T1, FUN_046830-T1, FUN_046836-T1, FUN_016578-T1, FUN_046831-T1, FUN_046842-T1, FUN_046844-T1, FUN_046840-T1, FUN_046839-T1, FUN_046838-T1, FUN_024371-T1, FUN_046825-T1, FUN_046829-T1, FUN_046841-T1, FUN_046824-T1, FUN_046826-T1, FUN_020513-T1, FUN_001316-T1, FUN_001319-T1, FUN_001321-T1, FUN_015683-T1, FUN_020368-T1, FUN_020378-T1	Solyc09g005500.3.1, Solyc05g046210.2.1, Solyc05g046150.3.1, Solyc05g046145.1.1, Solyc05g046205.1.1, Solyc04g007795.1.1, Solyc05g046220.1.1, Solyc05g046160.1.1, Solyc04g007830.3.1, Solyc04g007825.1.1, Solyc05g046140.3.1, Solyc00g322635.1.1
OG0000118	FUN_018231-T1, FUN_037349-T1, FUN_024743-T1	Solyc07g066080.3.1
OG0000118	FUN_008995-T1	Solyc10g011740.3.1
OG0000118	FUN_013730-T1	Solyc01g095490.3.1
OG0000118	FUN_031123-T1	Solyc02g083570.3.1
OG0000119	FUN_035075-T1	Solyc12g098170.1.1
OG0000119	FUN_035450-T1, FUN_035452-T1	Solyc01g008660.3.1
OG0000120	FUN_004771-T1, FUN_032956-T1	Solyc10g080420.2.1, Solyc10g080430.1.1, Solyc10g078680.2.1
OG0000120	FUN_004748-T1	Solyc03g077920.1.1
OG0000120	FUN_040842-T1	Solyc08g008020.1.1
OG0000121	FUN_022170-T1, FUN_042012-T1	Solyc01g097000.3.1
OG0000121	FUN_049916-T1	Solyc06g073740.3.1, Solyc06g073760.3.1, Solyc06g073750.3.1, Solyc11g071640.2.1
OG0000121	FUN_008752-T3	Solyc01g009240.3.1
OG0000122	FUN_027205-T1	Solyc01g017310.1.1, Solyc06g009940.1.1
OG0000122	FUN_022901-T1	Solyc12g035740.1.1
OG0000124	FUN_012683-T1	Solyc10g050880.1.1, Solyc01g108530.3.1, Solyc01g108520.2.1
OG0000124	FUN_046055-T1, FUN_046056-T1, FUN_046057-T1, FUN_046063-T1, FUN_046061-T1, FUN_046062-T1, FUN_046064-T1	Solyc01g108540.3.1, Solyc01g108570.3.1, Solyc01g108560.4.1, Solyc01g108580.3.1
OG0000124	FUN_046942-T1, FUN_013341-T1	Solyc04g079190.3.1
OG0000124	FUN_042202-T1	Solyc09g075670.1.1, Solyc06g054290.2.1
OG0000125	FUN_042787-T2, FUN_042787-T1, FUN_042787-T3	Solyc09g074230.3.1
OG0000125	FUN_000422-T1, FUN_000423-T2, FUN_000423-T1, FUN_000424-T1	Solyc02g005180.3.1, Solyc01g098490.3.1, Solyc01g098500.3.1
OG0000125	FUN_033204-T1, FUN_033204-T2	Solyc01g080680.3.1
OG0000126	FUN_032490-T1	Solyc03g063563.1.1
OG0000127	FUN_036806-T1, FUN_051586-T1, FUN_042852-T1, FUN_024673-T1, FUN_024672-T1, FUN_024676-T1	Solyc09g074530.3.1
OG0000127	FUN_046971-T1, FUN_011383-T1	Solyc06g072630.3.1, Solyc03g097870.3.1, Solyc03g097590.3.1, Solyc03g097600.3.1, Solyc03g097570.3.1, Solyc03g097585.1.1, Solyc06g072620.3.1, Solyc03g097580.3.1, Solyc03g097610.3.1, Solyc06g072640.1.1
OG0000127	FUN_011381-T1, FUN_011381-T2, FUN_011382-T1, FUN_046977-T2, FUN_046977-T1, FUN_046978-T1, FUN_046974-T2, FUN_046974-T1, FUN_046975-T1	Solyc03g097620.1.1
OG0000127	FUN_031774-T1	Solyc05g024260.3.1
OG0000128	FUN_005948-T1	Solyc12g035450.2.1, Solyc12g035460.2.1
OG0000129	FUN_008282-T1	Solyc08g006500.3.1, Solyc06g063210.3.1, Solyc06g063180.2.1, Solyc06g063200.2.1, Solyc06g063170.3.1, Solyc06g063190.3.1
OG0000131	FUN_028128-T1	Solyc07g041720.1.1
OG0000131	FUN_023918-T1, FUN_028063-T1, FUN_050388-T1, FUN_032815-T1, FUN_032816-T1, FUN_032812-T1, FUN_032814-T1, FUN_023703-T1, FUN_023694-T1, FUN_023696-T1, FUN_038830-T1, FUN_029252-T1, FUN_050387-T1, FUN_028129-T1, FUN_028106-T1, FUN_028062-T1	Solyc03g123410.1.1
OG0000135	FUN_025181-T1, FUN_050254-T1	Solyc04g049400.3.1
OG0000135	FUN_005976-T1, FUN_044613-T1	Solyc05g047550.3.1
OG0000136	FUN_010903-T1, FUN_047448-T1	Solyc03g114070.3.1
OG0000136	FUN_036741-T1	Solyc02g077400.3.1
OG0000136	FUN_012662-T1	Solyc01g088780.3.1
OG0000136	FUN_051971-T1, FUN_045727-T1	Solyc01g111560.3.1
OG0000136	FUN_025538-T1, FUN_031119-T1	Solyc02g083580.4.1, Solyc03g033420.3.1, Solyc02g062020.3.1
OG0000137	FUN_043057-T1, FUN_043055-T1, FUN_043053-T1, FUN_043064-T2, FUN_043059-T1, FUN_043060-T1, FUN_043064-T1, FUN_043058-T1, FUN_043065-T1, FUN_043052-T1, FUN_043051-T1, FUN_043049-T1, FUN_043054-T1, FUN_043056-T1, FUN_043070-T1, FUN_043071-T1, FUN_042992-T1, FUN_042991-T1, FUN_042990-T1, FUN_042989-T1, FUN_024797-T1	Solyc05g054380.2.1, Solyc09g091000.3.1, Solyc12g096960.2.1, Solyc09g090990.2.1, Solyc09g090970.3.1, Solyc09g090980.3.1
OG0000138	FUN_047956-T1	Solyc06g076320.1.1, Solyc06g005610.1.1
OG0000140	FUN_027748-T2, FUN_027748-T1, FUN_027740-T1, FUN_027742-T1, FUN_027742-T2, FUN_027743-T1, FUN_027741-T1, FUN_027966-T1, FUN_027739-T1, FUN_027737-T1, FUN_027965-T1, FUN_027963-T1, FUN_027950-T1	Solyc11g011590.2.1, Solyc11g011580.2.1, Solyc04g008950.3.1, Solyc04g008940.3.1, Solyc11g011600.2.1, Solyc04g008930.2.1, Solyc04g008970.3.1, Solyc04g008960.3.1
OG0000143	FUN_048622-T1, FUN_048621-T1, FUN_038410-T1, FUN_038409-T1, FUN_038405-T1, FUN_008739-T1	Solyc04g074340.3.1, Solyc04g074330.3.1, Solyc04g074390.3.1, Solyc04g074380.3.1, Solyc04g074350.3.1, Solyc04g074360.2.1, Solyc12g057060.2.1, Solyc12g057080.2.1, Solyc12g057070.2.1
OG0000144	FUN_032317-T1	Solyc01g103940.3.1
OG0000144	FUN_038128-T2, FUN_038128-T1	Solyc04g074500.3.1
OG0000144	FUN_031226-T2, FUN_031226-T1	Solyc04g012160.3.1, Solyc11g010130.2.1
OG0000144	FUN_041305-T2, FUN_041305-T1	Solyc08g077780.3.1
OG0000145	FUN_004561-T2, FUN_004561-T1	Solyc11g071460.2.1
OG0000145	FUN_049212-T2, FUN_049212-T1, FUN_049210-T1, FUN_049209-T1, FUN_049203-T1, FUN_049206-T1, FUN_049200-T1, FUN_049208-T1, FUN_037150-T1, FUN_037148-T1, FUN_037152-T1, FUN_037149-T1, FUN_037151-T1, FUN_037022-T2, FUN_037153-T1, FUN_037061-T1	Solyc01g094210.2.1, Solyc01g099560.3.1, Solyc01g094240.3.1, Solyc01g094250.3.1, Solyc01g094260.3.1, Solyc01g094270.3.1, Solyc10g017570.3.1, Solyc01g094220.3.1
OG0000146	FUN_049426-T1	Solyc09g015020.1.1, Solyc09g015000.3.1
OG0000146	FUN_003857-T1, FUN_003855-T1, FUN_004598-T1, FUN_030181-T1, FUN_019188-T1, FUN_030177-T1	Solyc06g076560.2.1, Solyc06g076520.1.1, Solyc06g076540.1.1, Solyc06g076570.3.1
OG0000147	FUN_031379-T3, FUN_031379-T2, FUN_031379-T1	Solyc05g013650.2.1, Solyc05g013660.3.1
OG0000147	FUN_027291-T2, FUN_027291-T1	Solyc06g075110.3.1, Solyc11g069550.1.1, Solyc06g010170.3.1
OG0000148	FUN_009670-T1	Solyc04g011640.3.1
OG0000148	FUN_047938-T1	Solyc06g076280.2.1
OG0000148	FUN_030056-T1	Solyc05g053090.2.1
OG0000149	FUN_049620-T1, FUN_049620-T2, FUN_049620-T3	Solyc10g085630.2.1
OG0000149	FUN_036896-T1	Solyc01g090700.3.1
OG0000152	FUN_013099-T1	Solyc05g055440.1.1, Solyc03g071620.1.1
OG0000153	FUN_052302-T1, FUN_035967-T1	Solyc12g027650.1.1
OG0000154	FUN_032206-T1	Solyc01g008000.3.1
OG0000154	FUN_044906-T1	Solyc01g100860.3.1
OG0000154	FUN_030464-T2, FUN_030464-T1	Solyc02g092970.3.1
OG0000155	FUN_042862-T1, FUN_024687-T1, FUN_024688-T1, FUN_042863-T1, FUN_042866-T1, FUN_042868-T1, FUN_024693-T1, FUN_042865-T1, FUN_024686-T1, FUN_024690-T1, FUN_024689-T1, FUN_042864-T1	Solyc04g011800.1.1, Solyc04g011810.1.1, Solyc04g011790.1.1, Solyc04g011870.1.1, Solyc04g011850.1.1, Solyc04g011830.1.1, Solyc04g011840.1.1, Solyc04g011780.1.1, Solyc04g011860.1.1, Solyc04g011820.1.1, Solyc05g051730.1.1, Solyc05g051720.1.1, Solyc04g011880.1.1, Solyc04g053110.1.1, Solyc00g028960.1.1
OG0000156	FUN_024336-T1	Solyc04g077260.3.1
OG0000156	FUN_026730-T1	Solyc06g074915.1.1
OG0000156	FUN_026848-T1, FUN_034047-T1	Solyc07g006750.3.1
OG0000156	FUN_053301-T1, FUN_025934-T1	Solyc08g065910.1.1, Solyc12g008670.2.1
OG0000157	FUN_053304-T1, FUN_053304-T2	Solyc10g007470.3.1
OG0000157	FUN_053243-T1	Solyc03g116840.2.1
OG0000157	FUN_053182-T1	Solyc10g080090.2.1, Solyc12g009640.1.1
OG0000159	FUN_013050-T1, FUN_013049-T1, FUN_037590-T1, FUN_001971-T1, FUN_048296-T1, FUN_048297-T1	Solyc10g005060.3.1
OG0000159	FUN_045098-T1, FUN_045098-T2, FUN_043874-T1, FUN_043904-T1, FUN_010843-T1, FUN_010842-T1, FUN_014121-T1	Solyc03g080180.3.1
OG0000160	FUN_025629-T2, FUN_025629-T1, FUN_042643-T1	Solyc04g082610.3.1
OG0000160	FUN_004181-T1	Solyc02g082480.3.1
OG0000161	FUN_018917-T1	Solyc03g043710.1.1
OG0000162	FUN_010470-T1, FUN_046817-T1	Solyc03g119240.3.1, Solyc12g036325.1.1
OG0000162	FUN_016604-T2, FUN_016604-T1, FUN_029837-T1	Solyc02g086270.3.1
OG0000162	FUN_033505-T1, FUN_020099-T1	Solyc05g008930.3.1
OG0000162	FUN_005506-T1, FUN_005512-T1, FUN_034118-T1, FUN_034117-T1, FUN_033506-T1, FUN_033508-T1, FUN_033509-T1, FUN_033507-T1, FUN_020105-T1, FUN_033510-T1	Solyc05g009000.3.1, Solyc05g008940.3.1, Solyc05g008990.3.1, Solyc05g008970.1.1, Solyc05g008980.2.1, Solyc05g008950.3.1, Solyc05g008960.3.1, Solyc04g007400.3.1, Solyc04g007390.3.1, Solyc05g010530.3.1, Solyc05g009010.1.1
OG0000163	FUN_027896-T1	Solyc06g083960.2.1, Solyc07g041150.3.1
OG0000163	FUN_002651-T1, FUN_035696-T1	Solyc11g006220.2.1
OG0000164	FUN_040409-T1	Solyc03g098280.3.1, Solyc06g072300.3.1
OG0000164	FUN_042279-T1, FUN_015644-T1	Solyc06g074730.3.1
OG0000164	FUN_026300-T1, FUN_026300-T2	Solyc12g006790.2.1
OG0000165	FUN_011966-T1	Solyc11g007790.1.1, Solyc10g076440.1.1, Solyc02g037540.2.1
OG0000168	FUN_024578-T1, FUN_024578-T2, FUN_034014-T2, FUN_034014-T5, FUN_034014-T1, FUN_034014-T4, FUN_034014-T3, FUN_034015-T1, FUN_034012-T1	Solyc10g076940.2.1
OG0000168	FUN_040372-T4, FUN_040372-T2, FUN_040372-T3, FUN_040372-T1, FUN_040372-T5	Solyc01g096740.3.1
OG0000169	FUN_036813-T1, FUN_051596-T1	Solyc05g055870.3.1, Solyc04g050990.3.1, Solyc12g098200.2.1, Solyc12g044930.2.1, Solyc12g098190.2.1, Solyc05g053620.3.1, Solyc04g056735.1.1, Solyc04g056710.2.1, Solyc04g056680.2.1, Solyc12g096890.1.1
OG0000169	FUN_047420-T1, FUN_047422-T1, FUN_047425-T1, FUN_047424-T1, FUN_047421-T1, FUN_047423-T1	Solyc12g098195.1.1
OG0000170	FUN_030131-T1, FUN_030131-T2	Solyc06g030490.3.1
OG0000170	FUN_047999-T1	Solyc06g005800.3.1, Solyc06g076430.3.1
OG0000170	FUN_015124-T1	Solyc05g055060.3.1, Solyc09g090060.3.1, Solyc06g053630.3.1
OG0000171	FUN_001827-T1, FUN_006366-T1	Solyc08g066660.1.1, Solyc03g120840.2.1, Solyc06g066540.1.1
OG0000171	FUN_026438-T1	Solyc12g044390.2.1
OG0000171	FUN_019271-T1	Solyc08g078410.1.1, Solyc08g078420.1.1
OG0000172	FUN_029210-T1	Solyc06g048560.1.1, Solyc03g095490.3.1
OG0000172	FUN_012879-T1, FUN_004104-T1	Solyc09g030450.3.1
OG0000175	FUN_016619-T1	Solyc03g007220.3.1
OG0000179	FUN_005858-T1	Solyc05g055980.3.1
OG0000179	FUN_014593-T1	Solyc09g007080.3.1, Solyc10g084410.2.1
OG0000179	FUN_003878-T1	Solyc02g083420.3.1, Solyc03g033340.3.1
OG0000180	FUN_052816-T1	Solyc07g042520.3.1
OG0000180	FUN_028479-T2, FUN_028479-T1	Solyc12g009300.3.1, Solyc07g042550.3.1
OG0000181	FUN_038660-T1, FUN_038660-T2, FUN_038660-T3	Solyc11g012860.2.1, Solyc06g060320.3.1
OG0000181	FUN_035921-T1, FUN_021663-T3, FUN_021663-T1, FUN_021663-T2	Solyc12g068070.2.1
OG0000182	FUN_027416-T1	Solyc10g084120.2.1, Solyc09g007765.1.1, Solyc09g007770.2.1, Solyc09g007760.3.1
OG0000182	FUN_051988-T1, FUN_051988-T2, FUN_045751-T1	Solyc01g111660.3.1, Solyc10g055630.2.1
OG0000183	FUN_012734-T1, FUN_012734-T2, FUN_012734-T3, FUN_012734-T5, FUN_012734-T4	Solyc07g053670.3.1
OG0000184	FUN_015125-T1, FUN_015127-T1, FUN_015128-T1	Solyc03g005530.1.1, Solyc03g005537.1.1
OG0000184	FUN_010419-T1	Solyc06g034200.1.1, Solyc09g066410.2.1
OG0000185	FUN_002529-T2, FUN_002529-T1	Solyc09g082060.3.1
OG0000185	FUN_019414-T1	Solyc08g014340.3.1
OG0000185	FUN_002527-T1, FUN_002528-T1	Solyc01g097930.3.1, Solyc01g097950.3.1, Solyc01g097920.3.1
OG0000185	FUN_002526-T1	Solyc01g097940.1.1
OG0000188	FUN_013789-T1, FUN_013788-T1, FUN_013790-T1	Solyc06g036310.3.1, Solyc03g007870.3.1
OG0000188	FUN_052186-T1, FUN_018072-T1, FUN_018084-T1, FUN_018084-T2, FUN_018083-T1, FUN_018083-T2, FUN_037306-T1, FUN_048070-T1	Solyc10g011960.2.1, Solyc05g049990.3.1
OG0000189	FUN_002920-T1	Solyc05g005830.3.1
OG0000189	FUN_032302-T1	Solyc05g005860.2.1, Solyc05g005850.3.1
OG0000189	FUN_039258-T1, FUN_039259-T1	Solyc02g087060.3.1, Solyc02g087050.2.1
OG0000190	FUN_035211-T1, FUN_005339-T1, FUN_035212-T1, FUN_006154-T1, FUN_006150-T1, FUN_041934-T1	Solyc01g008040.1.1
OG0000191	FUN_032934-T1, FUN_032927-T1, FUN_032932-T1, FUN_032936-T1, FUN_032952-T1, FUN_004704-T1, FUN_004703-T1, FUN_030770-T1, FUN_032916-T1, FUN_032926-T1, FUN_032930-T1, FUN_032931-T1, FUN_032929-T1, FUN_032925-T1, FUN_032920-T1, FUN_032921-T1, FUN_032924-T1, FUN_032939-T1, FUN_032918-T1, FUN_003730-T1, FUN_004709-T1, FUN_004699-T1, FUN_004701-T1, FUN_004696-T1, FUN_004698-T1, FUN_004743-T1, FUN_004747-T1, FUN_004742-T1, FUN_004706-T1	Solyc07g065090.2.1
OG0000192	FUN_014158-T1	Solyc08g014560.2.1, Solyc12g019140.2.1, Solyc12g019130.2.1
OG0000192	FUN_014157-T1, FUN_011632-T1, FUN_014152-T1, FUN_018457-T1, FUN_014154-T1, FUN_014162-T1, FUN_000731-T1, FUN_014151-T1	Solyc12g019180.2.1, Solyc12g096750.2.1, Solyc12g096740.1.1, Solyc02g067650.3.1, Solyc02g067640.3.1, Solyc02g067630.3.1, Solyc12g019230.2.1, Solyc12g019220.1.1, Solyc12g096730.3.1
OG0000193	FUN_005789-T1, FUN_005791-T1, FUN_005793-T1, FUN_005792-T1, FUN_005804-T1, FUN_024284-T1, FUN_052111-T1	Solyc01g106620.2.1, Solyc01g106610.2.1, Solyc00g174330.3.1, Solyc00g174340.2.1, Solyc09g007010.1.1, Solyc09g007020.1.1, Solyc09g006010.2.1, Solyc01g106640.2.1
OG0000193	FUN_005601-T1	Solyc01g106600.2.1
OG0000194	FUN_015900-T1, FUN_016183-T1, FUN_000947-T1, FUN_045570-T1, FUN_007780-T1, FUN_001862-T1, FUN_023638-T1, FUN_029700-T1, FUN_009717-T1, FUN_048957-T1, FUN_047616-T1, FUN_011561-T1, FUN_038149-T1, FUN_004757-T1, FUN_005946-T1, FUN_041959-T1, FUN_036948-T1, FUN_052592-T1, FUN_014809-T1, FUN_040952-T1, FUN_021175-T1, FUN_030945-T1, FUN_039292-T1, FUN_041454-T1, FUN_029909-T1, FUN_038879-T1, FUN_021935-T1, FUN_036510-T1, FUN_015076-T1, FUN_001935-T1, FUN_052463-T1, FUN_036971-T1, FUN_011781-T1, FUN_027797-T1, FUN_017984-T1, FUN_017172-T1, FUN_023176-T1, FUN_046618-T1, FUN_047113-T1, FUN_035647-T1, FUN_037376-T1, FUN_043690-T1, FUN_025891-T1, FUN_020692-T1, FUN_051555-T1, FUN_036501-T1, FUN_039822-T1, FUN_044385-T1, FUN_015679-T1, FUN_012354-T1, FUN_039307-T1, FUN_047348-T1, FUN_033549-T1, FUN_004425-T1, FUN_028884-T1, FUN_035736-T1, FUN_004733-T1, FUN_049633-T1, FUN_002329-T1, FUN_051702-T1, FUN_047862-T1, FUN_045805-T1, FUN_050210-T1, FUN_025563-T1, FUN_046457-T1, FUN_002958-T1, FUN_002906-T1, FUN_032033-T1, FUN_050690-T1, FUN_043134-T1, FUN_043133-T1, FUN_039997-T1, FUN_048908-T1, FUN_046280-T1, FUN_043183-T1, FUN_043535-T1, FUN_048303-T1, FUN_014203-T1, FUN_025755-T1, FUN_018920-T1, FUN_020483-T1, FUN_047578-T1, FUN_024285-T1, FUN_043691-T1, FUN_037550-T1, FUN_014669-T1, FUN_027895-T1, FUN_009304-T1	Solyc04g025282.1.1
OG0000198	FUN_049268-T1	Solyc11g066100.2.1
OG0000198	FUN_048833-T1, FUN_048406-T1	Solyc03g117630.1.1
OG0000199	FUN_014541-T1	Solyc09g082530.2.1
OG0000199	FUN_015797-T1	Solyc07g053840.1.1
OG0000199	FUN_009915-T1	Solyc12g088950.2.1
OG0000199	FUN_015552-T1, FUN_026377-T1	Solyc06g074150.3.1, Solyc12g006980.1.1, Solyc12g006975.1.1
OG0000200	FUN_030984-T1, FUN_030981-T1, FUN_009419-T1	Solyc03g033790.3.1, Solyc03g033840.3.1, Solyc03g033820.1.1, Solyc02g062550.3.1, Solyc10g079630.1.1
OG0000200	FUN_026457-T1	Solyc04g080680.3.1, Solyc10g007280.3.1
OG0000200	FUN_009412-T1	Solyc02g084910.3.1
OG0000201	FUN_052561-T2, FUN_052561-T1	Solyc05g055700.3.1
OG0000201	FUN_014140-T1	Solyc11g030720.2.1
OG0000202	FUN_049851-T1, FUN_049834-T1, FUN_049844-T1, FUN_049835-T1, FUN_049424-T1, FUN_049841-T1, FUN_049843-T1, FUN_049849-T1, FUN_049845-T1	Solyc09g092580.3.1, Solyc09g092560.3.1, Solyc09g092600.3.1, Solyc11g006593.1.1, Solyc11g006590.2.1, Solyc09g092640.3.1, Solyc09g092620.3.1, Solyc09g092670.3.1, Solyc09g092590.2.1
OG0000203	FUN_013872-T2, FUN_013872-T1, FUN_037249-T1	Solyc06g036070.3.1, Solyc03g025420.3.1
OG0000206	FUN_036480-T1, FUN_036480-T2	Solyc01g014480.3.1, Solyc01g006650.2.1
OG0000206	FUN_027480-T1	Solyc06g073720.2.1, Solyc06g073730.2.1, Solyc01g009170.3.1
OG0000206	FUN_021923-T1	Solyc01g096810.3.1
OG0000206	FUN_033784-T1, FUN_033785-T1, FUN_033786-T1	Solyc00g154980.1.1, Solyc04g054840.1.1, Solyc03g096630.1.1
OG0000207	FUN_051161-T1	Solyc09g066260.3.1, Solyc06g083930.2.1
OG0000207	FUN_039910-T1	Solyc01g098220.2.1
OG0000207	FUN_049718-T1, FUN_037042-T1	Solyc01g091420.2.1
OG0000207	FUN_037044-T1, FUN_049716-T1	Solyc01g091400.3.1
OG0000208	FUN_024051-T1, FUN_024050-T1, FUN_024052-T1, FUN_050145-T1, FUN_024055-T1	Solyc12g049550.2.1
OG0000208	FUN_050137-T1, FUN_024044-T1	Solyc11g021040.2.1, Solyc06g064960.3.1, Solyc06g064970.3.1, Solyc06g064980.3.1, Solyc06g064990.2.1, Solyc06g065010.3.1, Solyc11g051120.2.1, Solyc11g051060.2.1
OG0000211	FUN_029249-T1, FUN_018978-T1, FUN_018975-T1, FUN_029248-T1	Solyc09g018020.3.1, Solyc05g052245.1.1, Solyc05g052250.3.1, Solyc06g049050.3.1
OG0000211	FUN_011092-T1	Solyc03g115890.3.1
OG0000211	FUN_032601-T1	Solyc01g010890.3.1, Solyc02g088100.3.1
OG0000212	FUN_013921-T1, FUN_022785-T1, FUN_049141-T1	Solyc01g094400.3.1, Solyc10g017550.3.1
OG0000212	FUN_049301-T1, FUN_049292-T1, FUN_049300-T1	Solyc09g010440.3.1
OG0000213	FUN_035134-T1, FUN_012323-T1, FUN_012323-T2	Solyc02g080880.3.1, Solyc02g032940.3.1
OG0000213	FUN_035996-T2, FUN_035996-T1, FUN_052335-T1, FUN_052335-T2	Solyc09g082760.3.1, Solyc03g005280.3.1, Solyc09g082930.1.1, Solyc03g005290.2.1
OG0000216	FUN_046275-T1	Solyc07g065080.4.1
OG0000216	FUN_010692-T1, FUN_010692-T2, FUN_047305-T4, FUN_047305-T2, FUN_047305-T1	Solyc06g083070.3.1, Solyc09g056170.3.1
OG0000216	FUN_027531-T3, FUN_027531-T2, FUN_027531-T1	Solyc07g049600.3.1, Solyc12g005920.2.1
OG0000217	FUN_002820-T1, FUN_002826-T1	Solyc07g066550.3.1
OG0000218	FUN_017631-T2, FUN_017631-T1, FUN_041610-T1	Solyc08g076650.3.1
OG0000219	FUN_014925-T1	Solyc07g020720.1.1, Solyc03g045080.2.1
OG0000219	FUN_013805-T1, FUN_013810-T1, FUN_013825-T1, FUN_014928-T1, FUN_014933-T1, FUN_014930-T1, FUN_014931-T1, FUN_015052-T1, FUN_015048-T1, FUN_015046-T1, FUN_015047-T1, FUN_015053-T1	Solyc12g005620.1.1
OG0000220	FUN_046479-T1	Solyc07g065920.3.1
OG0000221	FUN_029064-T1, FUN_041387-T1, FUN_020694-T1	Solyc02g091520.3.1, Solyc02g063370.2.1
OG0000221	FUN_011672-T1	Solyc12g040800.2.1, Solyc06g068940.3.1, Solyc03g118710.3.1, Solyc03g118720.3.1
OG0000222	FUN_045246-T1	Solyc03g097050.3.1
OG0000222	FUN_041733-T1, FUN_017768-T1	Solyc08g005280.2.1, Solyc08g076320.3.1
OG0000222	FUN_040473-T1	Solyc01g067520.3.1, Solyc10g074620.2.1
OG0000222	FUN_024802-T1	Solyc09g075550.3.1
OG0000222	FUN_034110-T1	Solyc05g053565.1.1, Solyc00g027990.1.1
OG0000223	FUN_045617-T1	Solyc02g077530.2.1, Solyc02g077510.3.1, Solyc02g077520.3.1, Solyc10g008120.3.1, Solyc12g041960.2.1, Solyc03g097700.3.1, Solyc00g005285.1.1
